#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
5025,07/10/2025 04:25:00,0.25,2219.52,,,,,,
5026,07/10/2025 04:30:00,0.55,2736.64,,,,,,
5027,07/10/2025 04:35:00,0.77,3210.24,,,,,,
5028,07/10/2025 04:40:00,0.77,3778.56,,,,,,
5029,07/10/2025 04:45:00,1.03,4458.24,,,,,,
5030,07/10/2025 04:50:00,1.63,5806.08,,,,,,
5031,07/10/2025 04:55:00,1.33,5921.28,,,,,,
5032,07/10/2025 05:00:00,2.14,9210.88,,,,,,
5033,07/10/2025 05:05:00,3.69,12052.48,,,,,,
5034,07/10/2025 05:10:00,4.72,12528.64,,,,,,
5035,07/10/2025 05:15:00,3.64,8629.76,,,,,,
5036,07/10/2025 05:20:00,3.21,9029.12,,,,,,
5037,07/10/2025 05:25:00,3.17,9062.40,,,,,,
5038,07/10/2025 05:30:00,3.39,10109.44,,,,,,
5039,07/10/2025 05:35:00,3.64,10511.36,,,,,,
5040,07/10/2025 05:40:00,3.43,9669.12,,,,,,
5041,07/10/2025 05:45:00,3.30,10114.56,,,,,,
5042,07/10/2025 05:50:00,3.30,10700.80,,,,,,
5043,07/10/2025 05:55:00,3.52,11796.48,,,,,,
5044,07/10/2025 06:00:00,3.86,12661.76,,,,,,
5045,07/10/2025 06:05:00,3.82,13527.04,,,,,,
5046,07/10/2025 06:10:00,3.99,15308.80,,,,,,
5047,07/10/2025 06:15:00,4.12,16122.88,,,,,,
5048,07/10/2025 06:20:00,4.12,15488.00,,,,,,
5049,07/10/2025 06:25:00,4.37,16947.20,,,,,,
5050,07/10/2025 06:30:00,4.59,17510.40,,,,,,
5051,07/10/2025 06:35:00,5.15,21073.92,,,,,,
5052,07/10/2025 06:40:00,5.62,19358.72,,,,,,
5053,07/10/2025 06:45:00,6.26,23285.76,,,,,,
5054,07/10/2025 06:50:00,6.90,26040.32,,,,,,
5055,07/10/2025 06:55:00,7.76,28313.60,,,,,,
5056,07/10/2025 07:00:00,8.88,34324.48,,,,,,
5057,07/10/2025 07:05:00,9.48,35133.44,,,,,,
5058,07/10/2025 07:10:00,9.61,33761.28,,,,,,
5059,07/10/2025 07:15:00,8.75,29972.48,,,,,,
5060,07/10/2025 07:20:00,8.36,27893.76,,,,,,
5061,07/10/2025 07:25:00,8.15,25231.36,,,,,,
5062,07/10/2025 07:30:00,7.33,24576.00,,,,,,
5063,07/10/2025 07:35:00,7.42,26972.16,,,,,,
5064,07/10/2025 07:40:00,7.81,31590.40,,,,,,
5065,07/10/2025 07:45:00,8.28,34201.60,,,,,,
5066,07/10/2025 07:50:00,8.58,34713.60,,,,,,
5067,07/10/2025 07:55:00,8.15,32716.80,,,,,,
5068,07/10/2025 08:00:00,8.19,37591.04,,,,,,
5069,07/10/2025 08:05:00,9.18,45957.12,,,,,,
5070,07/10/2025 08:10:00,10.21,45916.16,,,,,,
5071,07/10/2025 08:15:00,11.02,46632.96,,,,,,
5072,07/10/2025 08:20:00,13.51,54456.32,,,,,,
5073,07/10/2025 08:25:00,15.83,51322.88,,,,,,
5074,07/10/2025 08:30:00,16.34,50647.04,,,,,,
5075,07/10/2025 08:35:00,16.47,50749.44,,,,,,
5076,07/10/2025 08:40:00,15.14,45342.72,,,,,,
5077,07/10/2025 08:45:00,14.37,44113.92,,,,,,
5078,07/10/2025 08:50:00,14.50,45342.72,,,,,,
5079,07/10/2025 08:55:00,13.98,50728.96,,,,,,
5080,07/10/2025 09:00:00,13.98,50647.04,,,,,,
5081,07/10/2025 09:05:00,13.43,46141.44,,,,,,
5082,07/10/2025 09:10:00,13.21,52367.36,,,,,,
5083,07/10/2025 09:15:00,13.51,50810.88,,,,,,
5084,07/10/2025 09:20:00,13.25,52633.60,,,,,,
5085,07/10/2025 09:25:00,13.77,51036.16,,,,,,
5086,07/10/2025 09:30:00,14.37,51548.16,,,,,,
5087,07/10/2025 09:35:00,13.47,46878.72,,,,,,
5088,07/10/2025 09:40:00,12.91,50442.24,,,,,,
5089,07/10/2025 09:45:00,12.40,54067.20,,,,,,
5090,07/10/2025 09:50:00,11.62,56586.24,,,,,,
5091,07/10/2025 09:55:00,12.87,55705.60,,,,,,
5092,07/10/2025 10:00:00,12.22,53596.16,,,,,,
5093,07/10/2025 10:05:00,11.92,64921.60,,,,,,
5094,07/10/2025 10:10:00,14.03,75366.40,,,,,,
5095,07/10/2025 10:15:00,14.67,74895.36,,,,,,
5096,07/10/2025 10:20:00,16.08,86630.40,,,,,,
5097,07/10/2025 10:25:00,15.78,83640.32,,,,,,
5098,07/10/2025 10:30:00,17.93,78295.04,,,,,,
5099,07/10/2025 10:35:00,17.29,82022.40,,,,,,
5100,07/10/2025 10:40:00,16.08,76390.40,,,,,,
5101,07/10/2025 10:45:00,14.11,70799.36,,,,,,
5102,07/10/2025 10:50:00,12.52,61726.72,,,,,,
5103,07/10/2025 10:55:00,11.84,59002.88,,,,,,
5104,07/10/2025 11:00:00,11.49,58511.36,,,,,,
5105,07/10/2025 11:05:00,11.54,62996.48,,,,,,
5106,07/10/2025 11:10:00,12.22,67317.76,,,,,,
5107,07/10/2025 11:15:00,12.48,68075.52,,,,,,
5108,07/10/2025 11:20:00,12.40,66621.44,,,,,,
5109,07/10/2025 11:25:00,12.22,66887.68,,,,,,
5110,07/10/2025 11:30:00,12.35,68505.60,,,,,,
5111,07/10/2025 11:35:00,13.30,71802.88,,,,,,
5112,07/10/2025 11:40:00,13.98,77783.04,,,,,,
5113,07/10/2025 11:45:00,14.15,81776.64,,,,,,
5114,07/10/2025 11:50:00,14.07,78827.52,,,,,,
5115,07/10/2025 11:55:00,14.58,76410.88,,,,,,
5116,07/10/2025 12:00:00,14.24,79564.80,,,,,,
5117,07/10/2025 12:05:00,13.98,75079.68,,,,,,
5118,07/10/2025 12:10:00,13.38,73809.92,,,,,,
5119,07/10/2025 12:15:00,13.51,73441.28,,,,,,
5120,07/10/2025 12:20:00,12.82,73256.96,,,,,,
5121,07/10/2025 12:25:00,12.48,69529.60,,,,,,
5122,07/10/2025 12:30:00,12.27,73461.76,,,,,,
5123,07/10/2025 12:35:00,12.10,67993.60,,,,,,
5124,07/10/2025 12:40:00,11.11,64983.04,,,,,,
5125,07/10/2025 12:45:00,11.19,70184.96,,,,,,
5126,07/10/2025 12:50:00,12.48,78008.32,,,,,,
5127,07/10/2025 12:55:00,13.47,86794.24,,,,,,
5128,07/10/2025 13:00:00,13.64,72601.60,,,,,,
5129,07/10/2025 13:05:00,12.48,68833.28,,,,,,
5130,07/10/2025 13:10:00,11.58,66785.28,,,,,,
5131,07/10/2025 13:15:00,10.64,69529.60,,,,,,
5132,07/10/2025 13:20:00,10.51,73175.04,,,,,,
5133,07/10/2025 13:25:00,10.29,72867.84,,,,,,
5134,07/10/2025 13:30:00,10.12,70676.48,,,,,,
5135,07/10/2025 13:35:00,9.82,66519.04,,,,,,
5136,07/10/2025 13:40:00,9.48,64512.00,,,,,,
5137,07/10/2025 13:45:00,9.31,62443.52,,,,,,
5138,07/10/2025 13:50:00,9.31,65290.24,,,,,,
5139,07/10/2025 13:55:00,9.65,67604.48,,,,,,
5140,07/10/2025 14:00:00,9.95,72704.00,,,,,,
5141,07/10/2025 14:05:00,9.91,73687.04,,,,,,
5142,07/10/2025 14:10:00,10.04,73482.24,,,,,,
5143,07/10/2025 14:15:00,9.86,71516.16,,,,,,
5144,07/10/2025 14:20:00,10.21,70983.68,,,,,,
5145,07/10/2025 14:25:00,10.16,71475.20,,,,,,
5146,07/10/2025 14:30:00,10.77,73768.96,,,,,,
5147,07/10/2025 14:35:00,10.64,71372.80,,,,,,
5148,07/10/2025 14:40:00,10.89,74240.00,,,,,,
5149,07/10/2025 14:45:00,10.85,71045.12,,,,,,
5150,07/10/2025 14:50:00,10.04,64983.04,,,,,,
5151,07/10/2025 14:55:00,9.82,64921.60,,,,,,
5152,07/10/2025 15:00:00,10.08,68259.84,,,,,,
5153,07/10/2025 15:05:00,10.46,68464.64,,,,,,
5154,07/10/2025 15:10:00,10.34,70471.68,,,,,,
5155,07/10/2025 15:15:00,10.12,71802.88,,,,,,
5156,07/10/2025 15:20:00,10.55,76759.04,,,,,,
5157,07/10/2025 15:25:00,10.89,73461.76,,,,,,
5158,07/10/2025 15:30:00,10.51,67932.16,,,,,,
5159,07/10/2025 15:35:00,10.59,69201.92,,,,,,
5160,07/10/2025 15:40:00,10.59,65474.56,,,,,,
5161,07/10/2025 15:45:00,10.29,62382.08,,,,,,
5162,07/10/2025 15:50:00,9.39,58757.12,,,,,,
5163,07/10/2025 15:55:00,8.58,54272.00,,,,,,
5164,07/10/2025 16:00:00,8.36,53985.28,,,,,,
5165,07/10/2025 16:05:00,8.53,53800.96,,,,,,
5166,07/10/2025 16:10:00,8.36,50094.08,,,,,,
5167,07/10/2025 16:15:00,7.42,49397.76,,,,,,
5168,07/10/2025 16:20:00,6.73,49070.08,,,,,,
5169,07/10/2025 16:25:00,6.09,47185.92,,,,,,
5170,07/10/2025 16:30:00,6.09,47144.96,,,,,,
5171,07/10/2025 16:35:00,5.87,47841.28,,,,,,
5172,07/10/2025 16:40:00,6.17,48680.96,,,,,,
5173,07/10/2025 16:45:00,5.92,48558.08,,,,,,
5174,07/10/2025 16:50:00,6.13,48762.88,,,,,,
5175,07/10/2025 16:55:00,6.22,48640.00,,,,,,
5176,07/10/2025 17:00:00,6.30,51609.60,,,,,,
5177,07/10/2025 17:05:00,6.26,48148.48,,,,,,
5178,07/10/2025 17:10:00,5.92,45383.68,,,,,,
5179,07/10/2025 17:15:00,5.92,43827.20,,,,,,
5180,07/10/2025 17:20:00,5.45,41308.16,,,,,,
5181,07/10/2025 17:25:00,5.40,42291.20,,,,,,
5182,07/10/2025 17:30:00,5.40,40837.12,,,,,,
5183,07/10/2025 17:35:00,5.06,38389.76,,,,,,
5184,07/10/2025 17:40:00,4.97,35235.84,,,,,,
5185,07/10/2025 17:45:00,4.37,34908.16,,,,,,
5186,07/10/2025 17:50:00,4.12,31631.36,,,,,,
5187,07/10/2025 17:55:00,3.82,28487.68,,,,,,
5188,07/10/2025 18:00:00,3.99,33955.84,,,,,,
5189,07/10/2025 18:05:00,4.54,37242.88,,,,,,
5190,07/10/2025 18:10:00,4.07,30740.48,,,,,,
5191,07/10/2025 18:15:00,3.52,26091.52,,,,,,
5192,07/10/2025 18:20:00,3.30,25456.64,,,,,,
5193,07/10/2025 18:25:00,3.09,25354.24,,,,,,
5194,07/10/2025 18:30:00,3.00,25733.12,,,,,,
5195,07/10/2025 18:35:00,2.96,27883.52,,,,,,
5196,07/10/2025 18:40:00,3.43,30658.56,,,,,,
5197,07/10/2025 18:45:00,3.52,28211.20,,,,,,
5198,07/10/2025 18:50:00,3.21,25743.36,,,,,,
5199,07/10/2025 18:55:00,2.96,23470.08,,,,,,
5200,07/10/2025 19:00:00,2.74,21401.60,,,,,,
5201,07/10/2025 19:05:00,2.79,20899.84,,,,,,
5202,07/10/2025 19:10:00,3.13,25159.68,,,,,,
5203,07/10/2025 19:15:00,3.90,28631.04,,,,,,
5204,07/10/2025 19:20:00,3.69,22374.40,,,,,,
5205,07/10/2025 19:25:00,3.73,24012.80,,,,,,
5206,07/10/2025 19:30:00,4.59,28487.68,,,,,,
5207,07/10/2025 19:35:00,5.02,25937.92,,,,,,
5208,07/10/2025 19:40:00,5.02,23982.08,,,,,,
5209,07/10/2025 19:45:00,4.72,21022.72,,,,,,
5210,07/10/2025 19:50:00,4.29,16957.44,,,,,,
5211,07/10/2025 19:55:00,3.90,13004.80,,,,,,
5212,07/10/2025 20:00:00,3.73,10767.36,,,,,,
5213,07/10/2025 20:05:00,3.56,9815.04,,,,,,
5214,07/10/2025 20:10:00,3.43,9538.56,,,,,,
5215,07/10/2025 20:15:00,3.21,8642.56,,,,,,
5216,07/10/2025 20:20:00,3.17,8819.20,,,,,,
5217,07/10/2025 20:25:00,3.30,9656.32,,,,,,
5218,07/10/2025 20:30:00,3.52,10022.40,,,,,,
5219,07/10/2025 20:35:00,3.39,7334.40,,,,,,
5220,07/10/2025 20:40:00,3.17,5690.88,,,,,,
5221,07/10/2025 20:45:00,3.00,5027.84,,,,,,
5222,07/10/2025 20:50:00,2.91,4632.32,,,,,,
5223,07/10/2025 20:55:00,3.00,4174.08,,,,,,
5224,07/10/2025 21:00:00,2.70,3742.72,,,,,,
5225,07/10/2025 21:05:00,2.74,3296.00,,,,,,
5226,07/10/2025 21:10:00,2.61,2924.80,,,,,,
5227,07/10/2025 21:15:00,2.70,2556.80,,,,,,
5228,07/10/2025 21:20:00,2.66,2245.76,,,,,,
5229,07/10/2025 21:25:00,2.96,1908.48,,,,,,
5230,07/10/2025 21:30:00,2.83,1640.32,,,,,,
5231,07/10/2025 21:35:00,2.83,1403.52,,,,,,
5232,07/10/2025 21:40:00,2.79,1163.84,,,,,,
5233,07/10/2025 21:45:00,2.91,934.08,,,,,,
5234,07/10/2025 21:50:00,2.83,761.28,,,,,,
5235,07/10/2025 21:55:00,2.87,588.00,,,,,,
5236,07/10/2025 22:00:00,2.96,458.72,,,,,,
5237,07/10/2025 22:05:00,2.61,343.84,,,,,,
5238,07/10/2025 22:10:00,2.40,251.68,,,,,,
5239,07/10/2025 22:15:00,2.57,188.32,,,,,,
5240,07/10/2025 22:20:00,2.79,131.56,,,,,,
5241,07/10/2025 22:25:00,2.53,84.72,,,,,,
5242,07/10/2025 22:30:00,2.53,56.74,,,,,,
5243,07/10/2025 22:35:00,2.66,39.46,,,,,,
5244,07/10/2025 22:40:00,2.74,27.52,,,,,,
5245,07/10/2025 22:45:00,2.70,19.73,,,,,,
5246,07/10/2025 22:50:00,2.53,13.54,,,,,,
5247,07/10/2025 22:55:00,2.79,9.63,,,,,,
5248,07/10/2025 23:00:00,2.87,6.16,,,,,,
5249,07/10/2025 23:05:00,3.04,4.49,,,,,,
5250,07/10/2025 23:10:00,2.96,3.06,,,,,,
5251,07/10/2025 23:15:00,2.96,2.45,,,,,,
5252,07/10/2025 23:20:00,2.66,1.22,,,,,,
5253,07/10/2025 23:25:00,2.74,0.81,,,,,,
5254,07/10/2025 23:30:00,2.83,0.40,,,,,,
5255,07/10/2025 23:35:00,2.83,0.20,,,,,,
5256,07/10/2025 23:40:00,2.66,0.00,,,,,,
5257,07/10/2025 23:45:00,2.57,0.00,,,,,,
5258,07/10/2025 23:50:00,2.70,0.00,,,,,,
5259,07/10/2025 23:55:00,2.79,0.00,,,,,,
5260,07/11/2025 00:00:00,2.66,0.00,,,,,,
5261,07/11/2025 00:05:00,2.57,0.00,,,,,,
5262,07/11/2025 00:10:00,2.61,0.00,,,,,,
5263,07/11/2025 00:15:00,2.74,0.00,,,,,,
5264,07/11/2025 00:20:00,2.66,0.00,,,,,,
5265,07/11/2025 00:25:00,2.70,0.00,,,,,,
5266,07/11/2025 00:30:00,2.61,0.00,,,,,,
5267,07/11/2025 00:35:00,2.57,0.00,,,,,,
5268,07/11/2025 00:40:00,2.70,0.00,,,,,,
5269,07/11/2025 00:45:00,2.49,0.00,,,,,,
5270,07/11/2025 00:50:00,2.61,0.00,,,,,,
5271,07/11/2025 00:55:00,2.66,0.00,,,,,,
5272,07/11/2025 01:00:00,2.70,0.00,,,,,,
5273,07/11/2025 01:05:00,2.91,0.00,,,,,,
5274,07/11/2025 01:10:00,2.87,0.00,,,,,,
5275,07/11/2025 01:15:00,2.79,0.00,,,,,,
5276,07/11/2025 01:20:00,3.00,0.00,,,,,,
5277,07/11/2025 01:25:00,2.87,0.00,,,,,,
5278,07/11/2025 01:30:00,2.83,0.00,,,,,,
5279,07/11/2025 01:35:00,2.87,0.00,,,,,,
5280,07/11/2025 01:40:00,2.61,0.00,,,,,,
5281,07/11/2025 01:45:00,2.66,0.00,,,,,,
5282,07/11/2025 01:50:00,2.66,0.00,,,,,,
5283,07/11/2025 01:55:00,2.57,0.00,,,,,,
5284,07/11/2025 02:00:00,2.61,0.00,,,,,,
5285,07/11/2025 02:05:00,2.61,0.00,,,,,,
5286,07/11/2025 02:10:00,2.57,0.00,,,,,,
5287,07/11/2025 02:15:00,2.66,0.00,,,,,,
5288,07/11/2025 02:20:00,2.66,0.00,,,,,,
5289,07/11/2025 02:25:00,2.70,0.20,,,,,,
5290,07/11/2025 02:30:00,2.70,0.40,,,,,,
5291,07/11/2025 02:35:00,2.79,0.61,,,,,,
5292,07/11/2025 02:40:00,2.83,0.81,,,,,,
5293,07/11/2025 02:45:00,2.79,1.43,,,,,,
5294,07/11/2025 02:50:00,2.83,2.04,,,,,,
5295,07/11/2025 02:55:00,2.96,2.86,,,,,,
5296,07/11/2025 03:00:00,3.13,4.49,,,,,,
5297,07/11/2025 03:05:00,3.09,6.77,,,,,,
5298,07/11/2025 03:10:00,3.00,9.43,,,,,,
5299,07/11/2025 03:15:00,2.96,13.54,,,,,,
5300,07/11/2025 03:20:00,2.91,19.09,,,,,,
5301,07/11/2025 03:25:00,2.96,27.73,,,,,,
5302,07/11/2025 03:30:00,2.96,39.87,,,,,,
5303,07/11/2025 03:35:00,2.87,64.96,,,,,,
5304,07/11/2025 03:40:00,3.09,95.48,,,,,,
5305,07/11/2025 03:45:00,2.96,153.16,,,,,,
5306,07/11/2025 03:50:00,3.00,220.80,,,,,,
5307,07/11/2025 03:55:00,3.13,305.44,,,,,,
5308,07/11/2025 04:00:00,3.13,398.24,,,,,,
5309,07/11/2025 04:05:00,3.00,525.12,,,,,,
5310,07/11/2025 04:10:00,3.04,643.20,,,,,,
5311,07/11/2025 04:15:00,3.17,739.20,,,,,,
5312,07/11/2025 04:20:00,3.09,899.52,,,,,,
5313,07/11/2025 04:25:00,2.83,1143.36,,,,,,
5314,07/11/2025 04:30:00,2.49,1400.32,,,,,,
5315,07/11/2025 04:35:00,2.53,1748.48,,,,,,
5316,07/11/2025 04:40:00,2.57,2067.20,,,,,,
5317,07/11/2025 04:45:00,2.61,2437.12,,,,,,
5318,07/11/2025 04:50:00,2.57,2744.32,,,,,,
5319,07/11/2025 04:55:00,2.91,3184.64,,,,,,
5320,07/11/2025 05:00:00,3.09,4108.80,,,,,,
5321,07/11/2025 05:05:00,3.21,4298.24,,,,,,
5322,07/11/2025 05:10:00,3.26,4828.16,,,,,,
5323,07/11/2025 05:15:00,3.56,6161.92,,,,,,
5324,07/11/2025 05:20:00,3.77,6356.48,,,,,,
5325,07/11/2025 05:25:00,3.60,6822.40,,,,,,
5326,07/11/2025 05:30:00,3.64,7897.60,,,,,,
5327,07/11/2025 05:35:00,3.82,8020.48,,,,,,
5328,07/11/2025 05:40:00,3.94,6876.16,,,,,,
5329,07/11/2025 05:45:00,3.60,6881.28,,,,,,
5330,07/11/2025 05:50:00,3.47,6935.04,,,,,,
5331,07/11/2025 05:55:00,3.60,8243.20,,,,,,
5332,07/11/2025 06:00:00,4.03,10240.00,,,,,,
5333,07/11/2025 06:05:00,4.20,13066.24,,,,,,
5334,07/11/2025 06:10:00,4.54,15559.68,,,,,,
5335,07/11/2025 06:15:00,4.76,16947.20,,,,,,
5336,07/11/2025 06:20:00,4.93,15784.96,,,,,,
5337,07/11/2025 06:25:00,5.06,18938.88,,,,,,
5338,07/11/2025 06:30:00,5.36,20336.64,,,,,,
5339,07/11/2025 06:35:00,5.27,19266.56,,,,,,
5340,07/11/2025 06:40:00,5.06,15621.12,,,,,,
5341,07/11/2025 06:45:00,5.19,15877.12,,,,,,
5342,07/11/2025 06:50:00,5.15,16363.52,,,,,,
5343,07/11/2025 06:55:00,5.02,18063.36,,,,,,
5344,07/11/2025 07:00:00,5.15,19159.04,,,,,,
5345,07/11/2025 07:05:00,5.49,21995.52,,,,,,
5346,07/11/2025 07:10:00,6.35,26296.32,,,,,,
5347,07/11/2025 07:15:00,6.35,26163.20,,,,,,
5348,07/11/2025 07:20:00,6.17,27033.60,,,,,,
5349,07/11/2025 07:25:00,6.39,30996.48,,,,,,
5350,07/11/2025 07:30:00,6.60,33249.28,,,,,,
5351,07/11/2025 07:35:00,6.90,30658.56,,,,,,
5352,07/11/2025 07:40:00,6.65,25518.08,,,,,,
5353,07/11/2025 07:45:00,6.17,25098.24,,,,,,
5354,07/11/2025 07:50:00,6.39,30228.48,,,,,,
5355,07/11/2025 07:55:00,7.16,31283.20,,,,,,
5356,07/11/2025 08:00:00,7.25,29777.92,,,,,,
5357,07/11/2025 08:05:00,7.93,38533.12,,,,,,
5358,07/11/2025 08:10:00,8.66,37160.96,,,,,,
5359,07/11/2025 08:15:00,7.93,33064.96,,,,,,
5360,07/11/2025 08:20:00,8.75,44421.12,,,,,,
5361,07/11/2025 08:25:00,9.39,49827.84,,,,,,
5362,07/11/2025 08:30:00,9.65,50196.48,,,,,,
5363,07/11/2025 08:35:00,10.08,53473.28,,,,,,
5364,07/11/2025 08:40:00,11.41,65146.88,,,,,,
5365,07/11/2025 08:45:00,11.45,59555.84,,,,,,
5366,07/11/2025 08:50:00,12.40,66437.12,,,,,,
5367,07/11/2025 08:55:00,13.08,70737.92,,,,,,
5368,07/11/2025 09:00:00,12.87,68075.52,,,,,,
5369,07/11/2025 09:05:00,12.57,66437.12,,,,,,
5370,07/11/2025 09:10:00,11.67,54005.76,,,,,,
5371,07/11/2025 09:15:00,10.51,50196.48,,,,,,
5372,07/11/2025 09:20:00,9.95,45834.24,,,,,,
5373,07/11/2025 09:25:00,10.21,50135.04,,,,,,
5374,07/11/2025 09:30:00,9.95,53616.64,,,,,,
5375,07/11/2025 09:35:00,10.77,56832.00,,,,,,
5376,07/11/2025 09:40:00,12.14,66314.24,,,,,,
5377,07/11/2025 09:45:00,13.43,70369.28,,,,,,
5378,07/11/2025 09:50:00,16.81,77701.12,,,,,,
5379,07/11/2025 09:55:00,20.76,77414.40,,,,,,
5380,07/11/2025 10:00:00,18.92,65003.52,,,,,,
5381,07/11/2025 10:05:00,18.70,73768.96,,,,,,
5382,07/11/2025 10:10:00,17.67,76881.92,,,,,,
5383,07/11/2025 10:15:00,16.90,73687.04,,,,,,
5384,07/11/2025 10:20:00,16.81,75407.36,,,,,,
5385,07/11/2025 10:25:00,16.17,81530.88,,,,,,
5386,07/11/2025 10:30:00,15.66,74936.32,,,,,,
5387,07/11/2025 10:35:00,15.06,83333.12,,,,,,
5388,07/11/2025 10:40:00,14.58,74240.00,,,,,,
5389,07/11/2025 10:45:00,14.20,80424.96,,,,,,
5390,07/11/2025 10:50:00,15.18,84910.08,,,,,,
5391,07/11/2025 10:55:00,16.00,94248.96,,,,,,
5392,07/11/2025 11:00:00,16.43,96911.36,,,,,,
5393,07/11/2025 11:05:00,16.30,90316.80,,,,,,
5394,07/11/2025 11:10:00,17.80,116776.96,,,,,,
5395,07/11/2025 11:15:00,16.69,93347.84,,,,,,
5396,07/11/2025 11:20:00,21.02,131809.28,,,,,,
5397,07/11/2025 11:25:00,20.72,101498.88,,,,,,
5398,07/11/2025 11:30:00,20.98,112680.96,,,,,,
5399,07/11/2025 11:35:00,18.19,98304.00,,,,,,
5400,07/11/2025 11:40:00,18.10,100843.52,,,,,,
5401,07/11/2025 11:45:00,17.97,91340.80,,,,,,
5402,07/11/2025 11:50:00,17.72,105349.12,,,,,,
5403,07/11/2025 11:55:00,17.93,105840.64,,,,,,
5404,07/11/2025 12:00:00,18.23,120709.12,,,,,,
5405,07/11/2025 12:05:00,19.22,97771.52,,,,,,
5406,07/11/2025 12:10:00,17.50,85073.92,,,,,,
5407,07/11/2025 12:15:00,15.36,83619.84,,,,,,
5408,07/11/2025 12:20:00,14.93,82247.68,,,,,,
5409,07/11/2025 12:25:00,14.80,79667.20,,,,,,
5410,07/11/2025 12:30:00,14.28,85524.48,,,,,,
5411,07/11/2025 12:35:00,15.70,95764.48,,,,,,
5412,07/11/2025 12:40:00,16.04,97280.00,,,,,,
5413,07/11/2025 12:45:00,18.83,114769.92,,,,,,
5414,07/11/2025 12:50:00,20.16,108011.52,,,,,,
5415,07/11/2025 12:55:00,17.20,85811.20,,,,,,
5416,07/11/2025 13:00:00,13.17,69734.40,,,,,,
5417,07/11/2025 13:05:00,12.18,73216.00,,,,,,
5418,07/11/2025 13:10:00,12.22,74199.04,,,,,,
5419,07/11/2025 13:15:00,11.88,75182.08,,,,,,
5420,07/11/2025 13:20:00,13.47,88965.12,,,,,,
5421,07/11/2025 13:25:00,15.23,90726.40,,,,,,
5422,07/11/2025 13:30:00,14.88,89006.08,,,,,,
5423,07/11/2025 13:35:00,15.91,99082.24,,,,,,
5424,07/11/2025 13:40:00,18.02,106127.36,,,,,,
5425,07/11/2025 13:45:00,18.83,116285.44,,,,,,
5426,07/11/2025 13:50:00,19.00,94412.80,,,,,,
5427,07/11/2025 13:55:00,19.09,95600.64,,,,,,
5428,07/11/2025 14:00:00,19.43,85565.44,,,,,,
5429,07/11/2025 14:05:00,17.63,77475.84,,,,,,
5430,07/11/2025 14:10:00,15.91,74977.28,,,,,,
5431,07/11/2025 14:15:00,14.50,69222.40,,,,,,
5432,07/11/2025 14:20:00,12.57,71577.60,,,,,,
5433,07/11/2025 14:25:00,12.14,73646.08,,,,,,
5434,07/11/2025 14:30:00,11.71,74096.64,,,,,,
5435,07/11/2025 14:35:00,11.67,77516.80,,,,,,
5436,07/11/2025 14:40:00,13.43,96256.00,,,,,,
5437,07/11/2025 14:45:00,15.61,93429.76,,,,,,
5438,07/11/2025 14:50:00,14.71,84377.60,,,,,,
5439,07/11/2025 14:55:00,16.30,100679.68,,,,,,
5440,07/11/2025 15:00:00,14.71,81121.28,,,,,,
5441,07/11/2025 15:05:00,13.60,85319.68,,,,,,
5442,07/11/2025 15:10:00,14.71,93061.12,,,,,,
5443,07/11/2025 15:15:00,14.33,88801.28,,,,,,
5444,07/11/2025 15:20:00,13.47,84951.04,,,,,,
5445,07/11/2025 15:25:00,11.79,67993.60,,,,,,
5446,07/11/2025 15:30:00,12.57,86630.40,,,,,,
5447,07/11/2025 15:35:00,12.35,69222.40,,,,,,
5448,07/11/2025 15:40:00,11.24,63549.44,,,,,,
5449,07/11/2025 15:45:00,11.41,72540.16,,,,,,
5450,07/11/2025 15:50:00,10.42,55644.16,,,,,,
5451,07/11/2025 15:55:00,11.79,69345.28,,,,,,
5452,07/11/2025 16:00:00,11.58,68218.88,,,,,,
5453,07/11/2025 16:05:00,9.86,48967.68,,,,,,
5454,07/11/2025 16:10:00,8.53,42659.84,,,,,,
5455,07/11/2025 16:15:00,8.32,53698.56,,,,,,
5456,07/11/2025 16:20:00,9.44,63672.32,,,,,,
5457,07/11/2025 16:25:00,11.11,72888.32,,,,,,
5458,07/11/2025 16:30:00,11.02,62730.24,,,,,,
5459,07/11/2025 16:35:00,9.74,57815.04,,,,,,
5460,07/11/2025 16:40:00,10.04,63877.12,,,,,,
5461,07/11/2025 16:45:00,8.75,47063.04,,,,,,
5462,07/11/2025 16:50:00,8.79,50626.56,,,,,,
5463,07/11/2025 16:55:00,8.83,52101.12,,,,,,
5464,07/11/2025 17:00:00,8.96,50688.00,,,,,,
5465,07/11/2025 17:05:00,8.53,44216.32,,,,,,
5466,07/11/2025 17:10:00,8.66,43950.08,,,,,,
5467,07/11/2025 17:15:00,8.06,42618.88,,,,,,
5468,07/11/2025 17:20:00,8.45,48926.72,,,,,,
5469,07/11/2025 17:25:00,8.32,39444.48,,,,,,
5470,07/11/2025 17:30:00,7.25,29655.04,,,,,,
5471,07/11/2025 17:35:00,7.68,40888.32,,,,,,
5472,07/11/2025 17:40:00,7.42,33966.08,,,,,,
5473,07/11/2025 17:45:00,7.16,33955.84,,,,,,
5474,07/11/2025 17:50:00,7.08,34856.96,,,,,,
5475,07/11/2025 17:55:00,7.03,32133.12,,,,,,
5476,07/11/2025 18:00:00,6.65,32337.92,,,,,,
