#,Date-Time (PDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
470,06/19/2025 08:45:00,13.77,51015.68,,,,,,
471,06/19/2025 08:50:00,14.63,52449.28,,,,,,
472,06/19/2025 08:55:00,14.54,53739.52,,,,,,
473,06/19/2025 09:00:00,14.75,56360.96,,,,,,
474,06/19/2025 09:05:00,13.12,40581.12,,,,,,
475,06/19/2025 09:10:00,13.34,59166.72,,,,,,
476,06/19/2025 09:15:00,14.45,57180.16,,,,,,
477,06/19/2025 09:20:00,14.58,57753.60,,,,,,
478,06/19/2025 09:25:00,14.50,58859.52,,,,,,
479,06/19/2025 09:30:00,14.63,59883.52,,,,,,
480,06/19/2025 09:35:00,15.01,60866.56,,,,,,
481,06/19/2025 09:40:00,15.36,61767.68,,,,,,
482,06/19/2025 09:45:00,16.00,62955.52,,,,,,
483,06/19/2025 09:50:00,17.07,63938.56,,,,,,
484,06/19/2025 09:55:00,17.84,63836.16,,,,,,
485,06/19/2025 10:00:00,17.20,63856.64,,,,,,
486,06/19/2025 10:05:00,16.56,65720.32,,,,,,
487,06/19/2025 10:10:00,15.91,63795.20,,,,,,
488,06/19/2025 10:15:00,16.13,68771.84,,,,,,
489,06/19/2025 10:20:00,16.60,68464.64,,,,,,
490,06/19/2025 10:25:00,16.47,70410.24,,,,,,
491,06/19/2025 10:30:00,16.99,74117.12,,,,,,
492,06/19/2025 10:35:00,16.47,72724.48,,,,,,
493,06/19/2025 10:40:00,17.16,61276.16,,,,,,
494,06/19/2025 10:45:00,17.54,75284.48,,,,,,
495,06/19/2025 10:50:00,17.93,82022.40,,,,,,
496,06/19/2025 10:55:00,19.26,81080.32,,,,,,
497,06/19/2025 11:00:00,19.86,83210.24,,,,,,
498,06/19/2025 11:05:00,18.79,68915.20,,,,,,
499,06/19/2025 11:10:00,20.37,83660.80,,,,,,
500,06/19/2025 11:15:00,23.25,84541.44,,,,,,
501,06/19/2025 11:20:00,24.32,84992.00,,,,,,
502,06/19/2025 11:25:00,26.21,84295.68,,,,,,
503,06/19/2025 11:30:00,27.75,86425.60,,,,,,
504,06/19/2025 11:35:00,29.04,86384.64,,,,,,
505,06/19/2025 11:40:00,27.63,86671.36,,,,,,
506,06/19/2025 11:45:00,29.00,87408.64,,,,,,
507,06/19/2025 11:50:00,27.37,87900.16,,,,,,
508,06/19/2025 11:55:00,23.94,82513.92,,,,,,
509,06/19/2025 12:00:00,22.18,92897.28,,,,,,
510,06/19/2025 12:05:00,23.81,90234.88,,,,,,
511,06/19/2025 12:10:00,23.51,97648.64,,,,,,
512,06/19/2025 12:15:00,25.18,92569.60,,,,,,
513,06/19/2025 12:20:00,26.17,93511.68,,,,,,
514,06/19/2025 12:25:00,28.01,93593.60,,,,,,
515,06/19/2025 12:30:00,28.05,96993.28,,,,,,
516,06/19/2025 12:35:00,25.22,92241.92,,,,,,
517,06/19/2025 12:40:00,26.21,93839.36,,,,,,
518,06/19/2025 12:45:00,25.82,95805.44,,,,,,
519,06/19/2025 12:50:00,26.12,96501.76,,,,,,
520,06/19/2025 12:55:00,26.85,97280.00,,,,,,
521,06/19/2025 13:00:00,27.88,95641.60,,,,,,
522,06/19/2025 13:05:00,29.21,96788.48,,,,,,
523,06/19/2025 13:10:00,32.43,88637.44,,,,,,
524,06/19/2025 13:15:00,31.66,95928.32,,,,,,
525,06/19/2025 13:20:00,31.66,95846.40,,,,,,
526,06/19/2025 13:25:00,33.89,99778.56,,,,,,
527,06/19/2025 13:30:00,34.06,99983.36,,,,,,
528,06/19/2025 13:35:00,32.04,92405.76,,,,,,
529,06/19/2025 13:40:00,30.84,100515.84,,,,,,
530,06/19/2025 13:45:00,29.43,101580.80,,,,,,
531,06/19/2025 13:50:00,32.26,98508.80,,,,,,
532,06/19/2025 13:55:00,30.67,93388.80,,,,,,
533,06/19/2025 14:00:00,29.81,91299.84,,,,,,
534,06/19/2025 14:05:00,28.53,84869.12,,,,,,
535,06/19/2025 14:10:00,29.51,91176.96,,,,,,
536,06/19/2025 14:15:00,28.78,92078.08,,,,,,
537,06/19/2025 14:20:00,27.02,94289.92,,,,,,
538,06/19/2025 14:25:00,26.47,94699.52,,,,,,
539,06/19/2025 14:30:00,25.05,91750.40,,,,,,
540,06/19/2025 14:35:00,23.34,94248.96,,,,,,
541,06/19/2025 14:40:00,23.76,93880.32,,,,,,
542,06/19/2025 14:45:00,24.58,97935.36,,,,,,
543,06/19/2025 14:50:00,26.34,95068.16,,,,,,
544,06/19/2025 14:55:00,27.41,95805.44,,,,,,
545,06/19/2025 15:00:00,29.51,94412.80,,,,,,
546,06/19/2025 15:05:00,30.84,95068.16,,,,,,
547,06/19/2025 15:10:00,32.30,92078.08,,,,,,
548,06/19/2025 15:15:00,31.27,92160.00,,,,,,
549,06/19/2025 15:20:00,29.68,93102.08,,,,,,
550,06/19/2025 15:25:00,28.91,93143.04,,,,,,
551,06/19/2025 15:30:00,31.06,92979.20,,,,,,
552,06/19/2025 15:35:00,31.01,91832.32,,,,,,
553,06/19/2025 15:40:00,31.10,89497.60,,,,,,
554,06/19/2025 15:45:00,29.60,91463.68,,,,,,
555,06/19/2025 15:50:00,26.98,91791.36,,,,,,
556,06/19/2025 15:55:00,25.22,91504.64,,,,,,
557,06/19/2025 16:00:00,25.87,89866.24,,,,,,
558,06/19/2025 16:05:00,26.47,87982.08,,,,,,
559,06/19/2025 16:10:00,23.29,88350.72,,,,,,
560,06/19/2025 16:15:00,22.99,89497.60,,,,,,
561,06/19/2025 16:20:00,23.59,87736.32,,,,,,
562,06/19/2025 16:25:00,21.88,86999.04,,,,,,
563,06/19/2025 16:30:00,20.33,86999.04,,,,,,
564,06/19/2025 16:35:00,23.29,88023.04,,,,,,
565,06/19/2025 16:40:00,24.92,87859.20,,,,,,
566,06/19/2025 16:45:00,27.07,85770.24,,,,,,
567,06/19/2025 16:50:00,28.83,86179.84,,,,,,
568,06/19/2025 16:55:00,28.91,85811.20,,,,,,
569,06/19/2025 17:00:00,24.36,84910.08,,,,,,
570,06/19/2025 17:05:00,21.96,85852.16,,,,,,
571,06/19/2025 17:10:00,23.51,86876.16,,,,,,
572,06/19/2025 17:15:00,21.36,50688.00,,,,,,
573,06/19/2025 17:20:00,16.43,59023.36,,,,,,
574,06/19/2025 17:25:00,13.25,52940.80,,,,,,
575,06/19/2025 17:30:00,13.77,62873.60,,,,,,
576,06/19/2025 17:35:00,15.66,57262.08,,,,,,
577,06/19/2025 17:40:00,16.34,92610.56,,,,,,
578,06/19/2025 17:45:00,19.52,81920.00,,,,,,
579,06/19/2025 17:50:00,20.76,78028.80,,,,,,
580,06/19/2025 17:55:00,20.63,76759.04,,,,,,
581,06/19/2025 18:00:00,20.93,73728.00,,,,,,
582,06/19/2025 18:05:00,22.09,72744.96,,,,,,
583,06/19/2025 18:10:00,22.52,72335.36,,,,,,
584,06/19/2025 18:15:00,23.21,70512.64,,,,,,
585,06/19/2025 18:20:00,23.98,70307.84,,,,,,
586,06/19/2025 18:25:00,22.78,68218.88,,,,,,
587,06/19/2025 18:30:00,22.61,67153.92,,,,,,
588,06/19/2025 18:35:00,20.16,67379.20,,,,,,
589,06/19/2025 18:40:00,20.12,65003.52,,,,,,
590,06/19/2025 18:45:00,20.55,63467.52,,,,,,
591,06/19/2025 18:50:00,20.85,61440.00,,,,,,
592,06/19/2025 18:55:00,20.76,59555.84,,,,,,
593,06/19/2025 19:00:00,20.29,58449.92,,,,,,
594,06/19/2025 19:05:00,20.98,56360.96,,,,,,
595,06/19/2025 19:10:00,19.35,55377.92,,,,,,
596,06/19/2025 19:15:00,19.22,55009.28,,,,,,
597,06/19/2025 19:20:00,19.69,53268.48,,,,,,
598,06/19/2025 19:25:00,19.95,51793.92,,,,,,
599,06/19/2025 19:30:00,19.73,50749.44,,,,,,
600,06/19/2025 19:35:00,19.47,51302.40,,,,,,
601,06/19/2025 19:40:00,20.93,57364.48,,,,,,
602,06/19/2025 19:45:00,22.86,68423.68,,,,,,
603,06/19/2025 19:50:00,21.70,46039.04,,,,,,
604,06/19/2025 19:55:00,19.99,48619.52,,,,,,
605,06/19/2025 20:00:00,18.36,45260.80,,,,,,
606,06/19/2025 20:05:00,13.47,26224.64,,,,,,
607,06/19/2025 20:10:00,10.72,18647.04,,,,,,
608,06/19/2025 20:15:00,9.56,13952.00,,,,,,
609,06/19/2025 20:20:00,9.56,13475.84,,,,,,
610,06/19/2025 20:25:00,9.99,16148.48,,,,,,
611,06/19/2025 20:30:00,11.19,29327.36,,,,,,
612,06/19/2025 20:35:00,13.98,36075.52,,,,,,
613,06/19/2025 20:40:00,16.00,28764.16,,,,,,
614,06/19/2025 20:45:00,13.85,20602.88,,,,,,
615,06/19/2025 20:50:00,11.11,15467.52,,,,,,
616,06/19/2025 20:55:00,9.09,12456.96,,,,,,
617,06/19/2025 21:00:00,8.41,11304.96,,,,,,
618,06/19/2025 21:05:00,7.33,11883.52,,,,,,
619,06/19/2025 21:10:00,7.25,13788.16,,,,,,
620,06/19/2025 21:15:00,8.23,12272.64,,,,,,
621,06/19/2025 21:20:00,9.52,11566.08,,,,,,
622,06/19/2025 21:25:00,9.56,11048.96,,,,,,
623,06/19/2025 21:30:00,8.92,9832.96,,,,,,
624,06/19/2025 21:35:00,8.19,9745.92,,,,,,
625,06/19/2025 21:40:00,8.28,10140.16,,,,,,
626,06/19/2025 21:45:00,7.29,6963.20,,,,,,
627,06/19/2025 21:50:00,6.52,6341.12,,,,,,
628,06/19/2025 21:55:00,6.26,5962.24,,,,,,
629,06/19/2025 22:00:00,5.96,5304.32,,,,,,
630,06/19/2025 22:05:00,5.83,4856.32,,,,,,
631,06/19/2025 22:10:00,4.59,4057.60,,,,,,
632,06/19/2025 22:15:00,4.76,3205.12,,,,,,
633,06/19/2025 22:20:00,3.17,2818.56,,,,,,
634,06/19/2025 22:25:00,2.91,2337.28,,,,,,
635,06/19/2025 22:30:00,3.13,2061.44,,,,,,
636,06/19/2025 22:35:00,2.96,1895.68,,,,,,
637,06/19/2025 22:40:00,3.09,1592.32,,,,,,
638,06/19/2025 22:45:00,3.17,1276.16,,,,,,
639,06/19/2025 22:50:00,3.56,1023.68,,,,,,
640,06/19/2025 22:55:00,3.69,881.28,,,,,,
641,06/19/2025 23:00:00,3.99,727.04,,,,,,
642,06/19/2025 23:05:00,4.46,577.92,,,,,,
643,06/19/2025 23:10:00,4.33,436.48,,,,,,
644,06/19/2025 23:15:00,3.82,349.76,,,,,,
645,06/19/2025 23:20:00,3.52,281.28,,,,,,
646,06/19/2025 23:25:00,3.69,223.76,,,,,,
647,06/19/2025 23:30:00,3.77,169.76,,,,,,
648,06/19/2025 23:35:00,3.69,127.76,,,,,,
649,06/19/2025 23:40:00,3.82,97.60,,,,,,
650,06/19/2025 23:45:00,3.99,71.56,,,,,,
651,06/19/2025 23:50:00,3.77,52.70,,,,,,
652,06/19/2025 23:55:00,3.86,39.43,,,,,,
653,06/20/2025 00:00:00,3.34,29.57,,,,,,
654,06/20/2025 00:05:00,3.47,23.49,,,,,,
655,06/20/2025 00:10:00,3.21,16.49,,,,,,
656,06/20/2025 00:15:00,4.16,12.60,,,,,,
657,06/20/2025 00:20:00,4.84,8.36,,,,,,
658,06/20/2025 00:25:00,4.54,6.20,,,,,,
659,06/20/2025 00:30:00,4.29,4.28,,,,,,
660,06/20/2025 00:35:00,4.59,3.41,,,,,,
661,06/20/2025 00:40:00,4.93,2.77,,,,,,
662,06/20/2025 00:45:00,5.19,2.13,,,,,,
663,06/20/2025 00:50:00,5.36,1.70,,,,,,
664,06/20/2025 00:55:00,5.27,1.49,,,,,,
665,06/20/2025 01:00:00,5.27,1.06,,,,,,
666,06/20/2025 01:05:00,5.27,0.85,,,,,,
667,06/20/2025 01:10:00,5.45,0.85,,,,,,
668,06/20/2025 01:15:00,5.27,0.63,,,,,,
669,06/20/2025 01:20:00,5.19,0.63,,,,,,
670,06/20/2025 01:25:00,5.40,0.63,,,,,,
671,06/20/2025 01:30:00,5.23,0.63,,,,,,
672,06/20/2025 01:35:00,4.72,0.63,,,,,,
673,06/20/2025 01:40:00,4.54,0.63,,,,,,
674,06/20/2025 01:45:00,4.63,0.63,,,,,,
675,06/20/2025 01:50:00,4.50,0.42,,,,,,
676,06/20/2025 01:55:00,4.24,0.00,,,,,,
677,06/20/2025 02:00:00,4.24,0.00,,,,,,
678,06/20/2025 02:05:00,4.33,0.42,,,,,,
679,06/20/2025 02:10:00,4.37,0.63,,,,,,
680,06/20/2025 02:15:00,4.46,0.63,,,,,,
681,06/20/2025 02:20:00,4.67,0.63,,,,,,
682,06/20/2025 02:25:00,5.02,0.63,,,,,,
683,06/20/2025 02:30:00,4.93,0.63,,,,,,
684,06/20/2025 02:35:00,5.15,0.85,,,,,,
685,06/20/2025 02:40:00,5.32,0.85,,,,,,
686,06/20/2025 02:45:00,4.89,1.06,,,,,,
687,06/20/2025 02:50:00,4.63,1.27,,,,,,
688,06/20/2025 02:55:00,4.72,1.27,,,,,,
689,06/20/2025 03:00:00,4.89,1.49,,,,,,
690,06/20/2025 03:05:00,5.06,1.70,,,,,,
691,06/20/2025 03:10:00,4.97,1.91,,,,,,
692,06/20/2025 03:15:00,4.89,2.13,,,,,,
693,06/20/2025 03:20:00,4.46,2.98,,,,,,
694,06/20/2025 03:25:00,4.20,3.86,,,,,,
695,06/20/2025 03:30:00,4.12,4.92,,,,,,
696,06/20/2025 03:35:00,4.03,5.99,,,,,,
697,06/20/2025 03:40:00,4.24,7.48,,,,,,
698,06/20/2025 03:45:00,4.46,9.21,,,,,,
699,06/20/2025 03:50:00,5.19,12.41,,,,,,
700,06/20/2025 03:55:00,4.29,19.18,,,,,,
701,06/20/2025 04:00:00,4.03,28.61,,,,,,
702,06/20/2025 04:05:00,4.33,40.76,,,,,,
703,06/20/2025 04:10:00,4.07,64.36,,,,,,
704,06/20/2025 04:15:00,4.37,92.16,,,,,,
705,06/20/2025 04:20:00,4.54,117.44,,,,,,
706,06/20/2025 04:25:00,4.37,156.96,,,,,,
707,06/20/2025 04:30:00,4.20,221.44,,,,,,
708,06/20/2025 04:35:00,4.76,314.96,,,,,,
709,06/20/2025 04:40:00,4.97,420.32,,,,,,
710,06/20/2025 04:45:00,4.76,570.24,,,,,,
711,06/20/2025 04:50:00,4.72,693.76,,,,,,
712,06/20/2025 04:55:00,4.46,913.92,,,,,,
713,06/20/2025 05:00:00,4.67,1199.36,,,,,,
714,06/20/2025 05:05:00,4.07,1664.00,,,,,,
715,06/20/2025 05:10:00,3.43,2110.72,,,,,,
716,06/20/2025 05:15:00,3.13,2412.80,,,,,,
717,06/20/2025 05:20:00,3.43,2497.92,,,,,,
718,06/20/2025 05:25:00,3.56,2569.60,,,,,,
719,06/20/2025 05:30:00,3.60,2707.20,,,,,,
720,06/20/2025 05:35:00,3.43,2869.76,,,,,,
721,06/20/2025 05:40:00,3.47,2983.68,,,,,,
722,06/20/2025 05:45:00,3.73,3415.04,,,,,,
723,06/20/2025 05:50:00,3.99,3668.48,,,,,,
724,06/20/2025 05:55:00,4.76,4071.68,,,,,,
725,06/20/2025 06:00:00,5.02,4596.48,,,,,,
726,06/20/2025 06:05:00,5.49,5299.20,,,,,,
727,06/20/2025 06:10:00,5.96,5693.44,,,,,,
728,06/20/2025 06:15:00,5.70,6720.00,,,,,,
729,06/20/2025 06:20:00,5.45,9799.68,,,,,,
730,06/20/2025 06:25:00,5.83,13061.12,,,,,,
731,06/20/2025 06:30:00,6.86,15370.24,,,,,,
732,06/20/2025 06:35:00,6.56,13163.52,,,,,,
733,06/20/2025 06:40:00,6.17,13639.68,,,,,,
734,06/20/2025 06:45:00,6.30,12037.12,,,,,,
735,06/20/2025 06:50:00,6.39,12881.92,,,,,,
736,06/20/2025 06:55:00,5.83,11960.32,,,,,,
737,06/20/2025 07:00:00,5.45,11893.76,,,,,,
738,06/20/2025 07:05:00,5.57,15805.44,,,,,,
739,06/20/2025 07:10:00,6.17,14735.36,,,,,,
740,06/20/2025 07:15:00,6.73,19036.16,,,,,,
741,06/20/2025 07:20:00,8.49,32133.12,,,,,,
742,06/20/2025 07:25:00,13.73,41441.28,,,,,,
743,06/20/2025 07:30:00,13.12,30638.08,,,,,,
744,06/20/2025 07:35:00,11.92,13066.24,,,,,,
745,06/20/2025 07:40:00,8.92,11448.32,,,,,,
746,06/20/2025 07:45:00,7.81,12308.48,,,,,,
747,06/20/2025 07:50:00,7.81,14745.60,,,,,,
748,06/20/2025 07:55:00,8.11,18042.88,,,,,,
749,06/20/2025 08:00:00,9.22,29163.52,,,,,,
750,06/20/2025 08:05:00,14.15,50974.72,,,,,,
751,06/20/2025 08:10:00,17.24,52121.60,,,,,,
752,06/20/2025 08:15:00,17.41,51998.72,,,,,,
753,06/20/2025 08:20:00,18.02,51179.52,,,,,,
754,06/20/2025 08:25:00,19.65,50872.32,,,,,,
755,06/20/2025 08:30:00,20.29,49111.04,,,,,,
756,06/20/2025 08:35:00,19.99,47943.68,,,,,,
757,06/20/2025 08:40:00,17.72,47636.48,,,,,,
758,06/20/2025 08:45:00,17.46,48291.84,,,,,,
759,06/20/2025 08:50:00,17.20,48885.76,,,,,,
760,06/20/2025 08:55:00,16.86,49500.16,,,,,,
761,06/20/2025 09:00:00,17.80,50032.64,,,,,,
762,06/20/2025 09:05:00,19.90,50544.64,,,,,,
763,06/20/2025 09:10:00,20.89,51589.12,,,,,,
764,06/20/2025 09:15:00,21.62,52387.84,,,,,,
765,06/20/2025 09:20:00,22.39,53268.48,,,,,,
766,06/20/2025 09:25:00,23.21,54374.40,,,,,,
767,06/20/2025 09:30:00,23.08,55500.80,,,,,,
768,06/20/2025 09:35:00,22.56,56934.40,,,,,,
769,06/20/2025 09:40:00,20.46,58265.60,,,,,,
770,06/20/2025 09:45:00,21.28,59637.76,,,,,,
771,06/20/2025 09:50:00,23.03,60661.76,,,,,,
772,06/20/2025 09:55:00,23.76,61931.52,,,,,,
773,06/20/2025 10:00:00,23.16,63262.72,,,,,,
774,06/20/2025 10:05:00,22.48,64737.28,,,,,,
775,06/20/2025 10:10:00,22.39,65986.56,,,,,,
776,06/20/2025 10:15:00,22.86,67133.44,,,,,,
777,06/20/2025 10:20:00,24.02,68198.40,,,,,,
778,06/20/2025 10:25:00,25.31,69181.44,,,,,,
779,06/20/2025 10:30:00,27.15,70410.24,,,,,,
780,06/20/2025 10:35:00,26.90,71557.12,,,,,,
781,06/20/2025 10:40:00,26.30,72417.28,,,,,,
782,06/20/2025 10:45:00,26.12,73441.28,,,,,,
783,06/20/2025 10:50:00,25.48,74506.24,,,,,,
784,06/20/2025 10:55:00,26.38,75264.00,,,,,,
785,06/20/2025 11:00:00,27.24,76185.60,,,,,,
786,06/20/2025 11:05:00,27.84,77168.64,,,,,,
787,06/20/2025 11:10:00,28.53,78254.08,,,,,,
788,06/20/2025 11:15:00,29.73,79298.56,,,,,,
789,06/20/2025 11:20:00,28.83,79892.48,,,,,,
790,06/20/2025 11:25:00,27.97,80384.00,,,,,,
791,06/20/2025 11:30:00,28.14,81264.64,,,,,,
792,06/20/2025 11:35:00,28.18,82104.32,,,,,,
793,06/20/2025 11:40:00,27.67,82882.56,,,,,,
794,06/20/2025 11:45:00,26.81,83394.56,,,,,,
795,06/20/2025 11:50:00,26.47,83968.00,,,,,,
796,06/20/2025 11:55:00,26.42,84623.36,,,,,,
797,06/20/2025 12:00:00,27.41,85278.72,,,,,,
798,06/20/2025 12:05:00,30.03,85606.40,,,,,,
799,06/20/2025 12:10:00,33.85,86016.00,,,,,,
800,06/20/2025 12:15:00,36.42,86425.60,,,,,,
801,06/20/2025 12:20:00,39.12,87080.96,,,,,,
802,06/20/2025 12:25:00,37.75,87613.44,,,,,,
803,06/20/2025 12:30:00,38.31,88064.00,,,,,,
804,06/20/2025 12:35:00,39.72,88555.52,,,,,,
805,06/20/2025 12:40:00,40.28,88760.32,,,,,,
806,06/20/2025 12:45:00,34.75,89456.64,,,,,,
807,06/20/2025 12:50:00,32.90,89948.16,,,,,,
808,06/20/2025 12:55:00,33.07,90275.84,,,,,,
809,06/20/2025 13:00:00,35.13,90603.52,,,,,,
810,06/20/2025 13:05:00,38.82,90685.44,,,,,,
811,06/20/2025 13:10:00,41.44,90849.28,,,,,,
812,06/20/2025 13:15:00,38.22,91217.92,,,,,,
813,06/20/2025 13:20:00,31.66,92037.12,,,,,,
814,06/20/2025 13:25:00,28.70,92487.68,,,,,,
815,06/20/2025 13:30:00,27.37,92733.44,,,,,,
816,06/20/2025 13:35:00,26.17,93143.04,,,,,,
817,06/20/2025 13:40:00,25.65,92897.28,,,,,,
818,06/20/2025 13:45:00,26.42,93224.96,,,,,,
819,06/20/2025 13:50:00,27.67,93143.04,,,,,,
820,06/20/2025 13:55:00,28.78,93388.80,,,,,,
821,06/20/2025 14:00:00,30.24,93798.40,,,,,,
822,06/20/2025 14:05:00,30.59,94126.08,,,,,,
823,06/20/2025 14:10:00,30.80,95313.92,,,,,,
824,06/20/2025 14:15:00,30.28,98099.20,,,,,,
825,06/20/2025 14:20:00,30.54,97771.52,,,,,,
826,06/20/2025 14:25:00,26.47,88678.40,,,,,,
827,06/20/2025 14:30:00,28.31,114442.24,,,,,,
828,06/20/2025 14:35:00,26.72,68116.48,,,,,,
829,06/20/2025 14:40:00,23.46,60211.20,,,,,,
830,06/20/2025 14:45:00,21.49,71311.36,,,,,,
831,06/20/2025 14:50:00,22.78,60887.04,,,,,,
832,06/20/2025 14:55:00,28.05,101130.24,,,,,,
833,06/20/2025 15:00:00,28.74,97157.12,,,,,,
834,06/20/2025 15:05:00,28.31,93634.56,,,,,,
835,06/20/2025 15:10:00,27.54,94822.40,,,,,,
836,06/20/2025 15:15:00,27.24,94740.48,,,,,,
837,06/20/2025 15:20:00,25.39,95723.52,,,,,,
838,06/20/2025 15:25:00,26.68,97648.64,,,,,,
839,06/20/2025 15:30:00,24.06,98017.28,,,,,,
840,06/20/2025 15:35:00,22.65,96542.72,,,,,,
841,06/20/2025 15:40:00,23.42,93798.40,,,,,,
842,06/20/2025 15:45:00,23.29,91750.40,,,,,,
843,06/20/2025 15:50:00,22.43,91013.12,,,,,,
844,06/20/2025 15:55:00,21.79,90603.52,,,,,,
845,06/20/2025 16:00:00,21.45,91463.68,,,,,,
846,06/20/2025 16:05:00,20.72,93757.44,,,,,,
847,06/20/2025 16:10:00,18.49,65105.92,,,,,,
848,06/20/2025 16:15:00,19.69,91340.80,,,,,,
849,06/20/2025 16:20:00,20.33,94822.40,,,,,,
850,06/20/2025 16:25:00,21.70,95027.20,,,,,,
851,06/20/2025 16:30:00,22.61,98263.04,,,,,,
852,06/20/2025 16:35:00,22.65,94003.20,,,,,,
853,06/20/2025 16:40:00,22.09,94986.24,,,,,,
854,06/20/2025 16:45:00,22.56,88473.60,,,,,,
855,06/20/2025 16:50:00,22.56,87080.96,,,,,,
856,06/20/2025 16:55:00,23.25,92323.84,,,,,,
857,06/20/2025 17:00:00,22.56,90603.52,,,,,,
858,06/20/2025 17:05:00,20.89,78336.00,,,,,,
859,06/20/2025 17:10:00,20.37,71761.92,,,,,,
860,06/20/2025 17:15:00,19.17,66252.80,,,,,,
861,06/20/2025 17:20:00,15.23,55541.76,,,,,,
862,06/20/2025 17:25:00,13.43,54988.80,,,,,,
863,06/20/2025 17:30:00,15.14,67399.68,,,,,,
864,06/20/2025 17:35:00,15.44,72499.20,,,,,,
865,06/20/2025 17:40:00,18.57,81653.76,,,,,,
866,06/20/2025 17:45:00,20.12,80035.84,,,,,,
867,06/20/2025 17:50:00,19.30,70348.80,,,,,,
868,06/20/2025 17:55:00,19.60,76718.08,,,,,,
869,06/20/2025 18:00:00,20.55,77373.44,,,,,,
870,06/20/2025 18:05:00,21.10,77332.48,,,,,,
871,06/20/2025 18:10:00,20.68,75264.00,,,,,,
872,06/20/2025 18:15:00,20.89,77885.44,,,,,,
873,06/20/2025 18:20:00,22.61,83066.88,,,,,,
874,06/20/2025 18:25:00,23.59,87490.56,,,,,,
875,06/20/2025 18:30:00,25.09,88227.84,,,,,,
876,06/20/2025 18:35:00,26.90,80998.40,,,,,,
877,06/20/2025 18:40:00,28.44,68853.76,,,,,,
878,06/20/2025 18:45:00,24.02,35788.80,,,,,,
879,06/20/2025 18:50:00,18.83,40642.56,,,,,,
880,06/20/2025 18:55:00,22.22,59904.00,,,,,,
881,06/20/2025 19:00:00,21.40,40806.40,,,,,,
882,06/20/2025 19:05:00,15.57,19722.24,,,,,,
883,06/20/2025 19:10:00,12.95,19312.64,,,,,,
884,06/20/2025 19:15:00,11.67,20787.20,,,,,,
885,06/20/2025 19:20:00,12.18,27668.48,,,,,,
886,06/20/2025 19:25:00,12.18,28764.16,,,,,,
887,06/20/2025 19:30:00,11.79,20090.88,,,,,,
888,06/20/2025 19:35:00,10.68,23418.88,,,,,,
889,06/20/2025 19:40:00,10.81,16967.68,,,,,,
890,06/20/2025 19:45:00,11.62,15882.24,,,,,,
891,06/20/2025 19:50:00,11.02,16225.28,,,,,,
892,06/20/2025 19:55:00,10.98,16762.88,,,,,,
893,06/20/2025 20:00:00,10.98,18790.40,,,,,,
894,06/20/2025 20:05:00,12.70,36648.96,,,,,,
895,06/20/2025 20:10:00,13.51,25999.36,,,,,,
896,06/20/2025 20:15:00,11.88,36239.36,,,,,,
897,06/20/2025 20:20:00,13.30,43827.20,,,,,,
898,06/20/2025 20:25:00,11.58,32747.52,,,,,,
899,06/20/2025 20:30:00,11.58,40581.12,,,,,,
900,06/20/2025 20:35:00,11.11,33566.72,,,,,,
901,06/20/2025 20:40:00,10.72,37181.44,,,,,,
902,06/20/2025 20:45:00,8.92,22650.88,,,,,,
903,06/20/2025 20:50:00,8.28,24064.00,,,,,,
904,06/20/2025 20:55:00,8.96,28405.76,,,,,,
905,06/20/2025 21:00:00,10.89,31365.12,,,,,,
906,06/20/2025 21:05:00,12.01,22794.24,,,,,,
907,06/20/2025 21:10:00,12.48,26798.08,,,,,,
908,06/20/2025 21:15:00,10.12,24719.36,,,,,,
909,06/20/2025 21:20:00,10.08,22650.88,,,,,,
910,06/20/2025 21:25:00,9.82,20198.40,,,,,,
911,06/20/2025 21:30:00,10.04,17536.00,,,,,,
912,06/20/2025 21:35:00,10.08,13854.72,,,,,,
913,06/20/2025 21:40:00,9.44,13747.20,,,,,,
914,06/20/2025 21:45:00,9.86,15575.04,,,,,,
915,06/20/2025 21:50:00,10.16,16000.00,,,,,,
916,06/20/2025 21:55:00,9.99,12968.96,,,,,,
917,06/20/2025 22:00:00,9.18,12119.04,,,,,,
918,06/20/2025 22:05:00,8.88,9615.36,,,,,,
919,06/20/2025 22:10:00,8.32,7754.24,,,,,,
920,06/20/2025 22:15:00,6.99,5760.00,,,,,,
921,06/20/2025 22:20:00,7.50,4272.64,,,,,,
922,06/20/2025 22:25:00,7.81,3421.44,,,,,,
923,06/20/2025 22:30:00,8.06,2845.44,,,,,,
924,06/20/2025 22:35:00,8.83,2433.28,,,,,,
925,06/20/2025 22:40:00,8.92,2107.52,,,,,,
926,06/20/2025 22:45:00,7.72,1817.60,,,,,,
927,06/20/2025 22:50:00,6.30,1543.04,,,,,,
928,06/20/2025 22:55:00,4.93,1305.28,,,,,,
929,06/20/2025 23:00:00,3.86,1075.84,,,,,,
930,06/20/2025 23:05:00,3.26,866.56,,,,,,
931,06/20/2025 23:10:00,2.40,686.08,,,,,,
932,06/20/2025 23:15:00,4.07,532.00,,,,,,
933,06/20/2025 23:20:00,4.63,404.96,,,,,,
934,06/20/2025 23:25:00,5.57,302.00,,,,,,
935,06/20/2025 23:30:00,6.39,228.24,,,,,,
936,06/20/2025 23:35:00,6.95,168.96,,,,,,
