#,Date-Time (PDT),Temperature   (°C),Light   (lux),Host Connected,Started,Button Down,Button Up,Stopped,End of File
11197,07/28/2025 12:50:00,25.99,86425.60,,,,,,
11198,07/28/2025 12:55:00,26.34,86466.56,,,,,,
11199,07/28/2025 13:00:00,27.02,86507.52,,,,,,
11200,07/28/2025 13:05:00,26.30,86548.48,,,,,,
11201,07/28/2025 13:10:00,27.15,86302.72,,,,,,
11202,07/28/2025 13:15:00,26.72,86384.64,,,,,,
11203,07/28/2025 13:20:00,27.07,86302.72,,,,,,
11204,07/28/2025 13:25:00,27.41,86261.76,,,,,,
11205,07/28/2025 13:30:00,26.72,86016.00,,,,,,
11206,07/28/2025 13:35:00,25.95,85893.12,,,,,,
11207,07/28/2025 13:40:00,25.99,85688.32,,,,,,
11208,07/28/2025 13:45:00,26.51,85524.48,,,,,,
11209,07/28/2025 13:50:00,27.67,85319.68,,,,,,
11210,07/28/2025 13:55:00,26.47,85237.76,,,,,,
11211,07/28/2025 14:00:00,24.15,85073.92,,,,,,
11212,07/28/2025 14:05:00,22.65,84910.08,,,,,,
11213,07/28/2025 14:10:00,21.96,84664.32,,,,,,
11214,07/28/2025 14:15:00,21.19,84418.56,,,,,,
11215,07/28/2025 14:20:00,20.76,84090.88,,,,,,
11216,07/28/2025 14:25:00,20.55,83845.12,,,,,,
11217,07/28/2025 14:30:00,21.45,83435.52,,,,,,
11218,07/28/2025 14:35:00,21.92,83128.32,,,,,,
11219,07/28/2025 14:40:00,20.68,82800.64,,,,,,
11220,07/28/2025 14:45:00,20.37,82329.60,,,,,,
11221,07/28/2025 14:50:00,19.65,82022.40,,,,,,
11222,07/28/2025 14:55:00,19.82,81592.32,,,,,,
11223,07/28/2025 15:00:00,19.65,80998.40,,,,,,
11224,07/28/2025 15:05:00,19.65,80384.00,,,,,,
11225,07/28/2025 15:10:00,20.12,79564.80,,,,,,
11226,07/28/2025 15:15:00,20.50,78909.44,,,,,,
11227,07/28/2025 15:20:00,20.20,78233.60,,,,,,
11228,07/28/2025 15:25:00,19.73,77680.64,,,,,,
11229,07/28/2025 15:30:00,19.52,77230.08,,,,,,
11230,07/28/2025 15:35:00,19.13,76718.08,,,,,,
11231,07/28/2025 15:40:00,19.47,76165.12,,,,,,
11232,07/28/2025 15:45:00,19.90,75694.08,,,,,,
11233,07/28/2025 15:50:00,19.77,75304.96,,,,,,
11234,07/28/2025 15:55:00,19.73,75038.72,,,,,,
11235,07/28/2025 16:00:00,19.90,74854.40,,,,,,
11236,07/28/2025 16:05:00,19.82,74752.00,,,,,,
11237,07/28/2025 16:10:00,19.47,74956.80,,,,,,
11238,07/28/2025 16:15:00,19.35,75304.96,,,,,,
11239,07/28/2025 16:20:00,19.30,75960.32,,,,,,
11240,07/28/2025 16:25:00,19.43,76861.44,,,,,,
11241,07/28/2025 16:30:00,19.30,77905.92,,,,,,
11242,07/28/2025 16:35:00,19.26,78602.24,,,,,,
11243,07/28/2025 16:40:00,19.09,79462.40,,,,,,
11244,07/28/2025 16:45:00,18.96,79400.96,,,,,,
11245,07/28/2025 16:50:00,19.00,78602.24,,,,,,
11246,07/28/2025 16:55:00,19.26,77987.84,,,,,,
11247,07/28/2025 17:00:00,19.35,75673.60,,,,,,
11248,07/28/2025 17:05:00,18.66,73482.24,,,,,,
11249,07/28/2025 17:10:00,18.40,72540.16,,,,,,
11250,07/28/2025 17:15:00,18.70,68935.68,,,,,,
11251,07/28/2025 17:20:00,18.87,68096.00,,,,,,
11252,07/28/2025 17:25:00,18.92,65986.56,,,,,,
11253,07/28/2025 17:30:00,18.96,63877.12,,,,,,
11254,07/28/2025 17:35:00,18.92,62238.72,,,,,,
11255,07/28/2025 17:40:00,18.02,59617.28,,,,,,
11256,07/28/2025 17:45:00,16.86,58695.68,,,,,,
11257,07/28/2025 17:50:00,16.90,57896.96,,,,,,
11258,07/28/2025 17:55:00,16.90,56872.96,,,,,,
11259,07/28/2025 18:00:00,16.51,55541.76,,,,,,
11260,07/28/2025 18:05:00,16.21,54312.96,,,,,,
11261,07/28/2025 18:10:00,15.61,53329.92,,,,,,
11262,07/28/2025 18:15:00,15.36,52285.44,,,,,,
11263,07/28/2025 18:20:00,15.31,51425.28,,,,,,
11264,07/28/2025 18:25:00,15.18,50442.24,,,,,,
11265,07/28/2025 18:30:00,14.97,49274.88,,,,,,
11266,07/28/2025 18:35:00,14.71,48373.76,,,,,,
11267,07/28/2025 18:40:00,14.63,47554.56,,,,,,
11268,07/28/2025 18:45:00,14.58,46653.44,,,,,,
11269,07/28/2025 18:50:00,14.97,45854.72,,,,,,
11270,07/28/2025 18:55:00,15.27,45035.52,,,,,,
11271,07/28/2025 19:00:00,15.10,44011.52,,,,,,
11272,07/28/2025 19:05:00,15.87,42946.56,,,,,,
11273,07/28/2025 19:10:00,17.33,41768.96,,,,,,
11274,07/28/2025 19:15:00,16.73,40478.72,,,,,,
11275,07/28/2025 19:20:00,16.08,39270.40,,,,,,
11276,07/28/2025 19:25:00,15.78,38205.44,,,,,,
11277,07/28/2025 19:30:00,15.74,36833.28,,,,,,
11278,07/28/2025 19:35:00,14.33,35491.84,,,,,,
11279,07/28/2025 19:40:00,13.81,34007.04,,,,,,
11280,07/28/2025 19:45:00,14.11,32542.72,,,,,,
11281,07/28/2025 19:50:00,14.15,31119.36,,,,,,
11282,07/28/2025 19:55:00,13.55,30044.16,,,,,,
11283,07/28/2025 20:00:00,13.25,28231.68,,,,,,
11284,07/28/2025 20:05:00,13.17,27893.76,,,,,,
11285,07/28/2025 20:10:00,12.82,27033.60,,,,,,
11286,07/28/2025 20:15:00,12.40,26275.84,,,,,,
11287,07/28/2025 20:20:00,11.45,23889.92,,,,,,
11288,07/28/2025 20:25:00,11.32,23429.12,,,,,,
11289,07/28/2025 20:30:00,12.01,23398.40,,,,,,
11290,07/28/2025 20:35:00,11.32,22374.40,,,,,,
11291,07/28/2025 20:40:00,10.77,21575.68,,,,,,
11292,07/28/2025 20:45:00,9.82,20490.24,,,,,,
11293,07/28/2025 20:50:00,9.09,19630.08,,,,,,
11294,07/28/2025 20:55:00,8.32,18682.88,,,,,,
11295,07/28/2025 21:00:00,7.98,17208.32,,,,,,
11296,07/28/2025 21:05:00,7.81,16593.92,,,,,,
11297,07/28/2025 21:10:00,7.29,15324.16,,,,,,
11298,07/28/2025 21:15:00,7.12,14167.04,,,,,,
11299,07/28/2025 21:20:00,6.82,12835.84,,,,,,
11300,07/28/2025 21:25:00,6.13,11525.12,,,,,,
11301,07/28/2025 21:30:00,5.92,10337.28,,,,,,
11302,07/28/2025 21:35:00,5.75,8824.32,,,,,,
11303,07/28/2025 21:40:00,5.27,7403.52,,,,,,
11304,07/28/2025 21:45:00,4.76,6758.40,,,,,,
11305,07/28/2025 21:50:00,4.50,5946.88,,,,,,
11306,07/28/2025 21:55:00,4.72,4613.12,,,,,,
11307,07/28/2025 22:00:00,3.52,2644.48,,,,,,
11308,07/28/2025 22:05:00,3.99,2230.40,,,,,,
11309,07/28/2025 22:10:00,4.63,1822.72,,,,,,
11310,07/28/2025 22:15:00,5.40,1456.00,,,,,,
11311,07/28/2025 22:20:00,4.72,1139.84,,,,,,
11312,07/28/2025 22:25:00,4.59,862.72,,,,,,
11313,07/28/2025 22:30:00,3.82,632.48,,,,,,
11314,07/28/2025 22:35:00,3.43,445.92,,,,,,
11315,07/28/2025 22:40:00,3.99,292.00,,,,,,
11316,07/28/2025 22:45:00,3.56,182.96,,,,,,
11317,07/28/2025 22:50:00,3.26,116.60,,,,,,
11318,07/28/2025 22:55:00,3.34,71.96,,,,,,
11319,07/28/2025 23:00:00,3.43,45.50,,,,,,
11320,07/28/2025 23:05:00,2.74,28.53,,,,,,
11321,07/28/2025 23:10:00,2.57,18.53,,,,,,
11322,07/28/2025 23:15:00,2.87,11.92,,,,,,
11323,07/28/2025 23:20:00,2.96,7.22,,,,,,
11324,07/28/2025 23:25:00,2.91,4.73,,,,,,
11325,07/28/2025 23:30:00,3.30,3.08,,,,,,
11326,07/28/2025 23:35:00,3.39,1.85,,,,,,
11327,07/28/2025 23:40:00,3.43,1.23,,,,,,
11328,07/28/2025 23:45:00,4.63,0.41,,,,,,
11329,07/28/2025 23:50:00,4.89,0.20,,,,,,
11330,07/28/2025 23:55:00,5.40,0.20,,,,,,
11331,07/29/2025 00:00:00,4.72,0.00,,,,,,
11332,07/29/2025 00:05:00,3.94,0.41,,,,,,
11333,07/29/2025 00:10:00,3.69,0.00,,,,,,
11334,07/29/2025 00:15:00,3.77,0.00,,,,,,
11335,07/29/2025 00:20:00,3.52,0.00,,,,,,
11336,07/29/2025 00:25:00,3.82,0.00,,,,,,
11337,07/29/2025 00:30:00,4.67,0.00,,,,,,
11338,07/29/2025 00:35:00,2.83,0.00,,,,,,
11339,07/29/2025 00:40:00,2.23,0.00,,,,,,
11340,07/29/2025 00:45:00,2.14,0.00,,,,,,
11341,07/29/2025 00:50:00,2.40,0.00,,,,,,
11342,07/29/2025 00:55:00,3.00,0.00,,,,,,
11343,07/29/2025 01:00:00,3.82,0.00,,,,,,
11344,07/29/2025 01:05:00,4.29,0.00,,,,,,
11345,07/29/2025 01:10:00,4.59,0.00,,,,,,
11346,07/29/2025 01:15:00,4.59,0.00,,,,,,
11347,07/29/2025 01:20:00,4.33,0.00,,,,,,
11348,07/29/2025 01:25:00,3.99,0.00,,,,,,
11349,07/29/2025 01:30:00,2.61,0.00,,,,,,
11350,07/29/2025 01:35:00,4.07,0.00,,,,,,
11351,07/29/2025 01:40:00,4.50,0.00,,,,,,
11352,07/29/2025 01:45:00,5.02,0.00,,,,,,
11353,07/29/2025 01:50:00,4.20,0.00,,,,,,
11354,07/29/2025 01:55:00,3.94,0.00,,,,,,
11355,07/29/2025 02:00:00,4.24,0.00,,,,,,
11356,07/29/2025 02:05:00,3.90,0.00,,,,,,
11357,07/29/2025 02:10:00,3.77,0.00,,,,,,
11358,07/29/2025 02:15:00,4.07,0.00,,,,,,
11359,07/29/2025 02:20:00,4.16,0.00,,,,,,
11360,07/29/2025 02:25:00,3.60,0.00,,,,,,
11361,07/29/2025 02:30:00,3.30,0.00,,,,,,
11362,07/29/2025 02:35:00,3.82,0.00,,,,,,
11363,07/29/2025 02:40:00,4.16,0.00,,,,,,
11364,07/29/2025 02:45:00,4.12,0.00,,,,,,
11365,07/29/2025 02:50:00,3.94,0.00,,,,,,
11366,07/29/2025 02:55:00,3.99,0.00,,,,,,
11367,07/29/2025 03:00:00,3.47,0.00,,,,,,
11368,07/29/2025 03:05:00,3.43,0.00,,,,,,
11369,07/29/2025 03:10:00,4.24,0.00,,,,,,
11370,07/29/2025 03:15:00,4.84,0.00,,,,,,
11371,07/29/2025 03:20:00,4.42,0.00,,,,,,
11372,07/29/2025 03:25:00,5.10,0.00,,,,,,
11373,07/29/2025 03:30:00,5.62,0.00,,,,,,
11374,07/29/2025 03:35:00,5.83,0.00,,,,,,
11375,07/29/2025 03:40:00,4.50,0.00,,,,,,
11376,07/29/2025 03:45:00,3.60,0.00,,,,,,
11377,07/29/2025 03:50:00,3.47,0.00,,,,,,
11378,07/29/2025 03:55:00,3.39,0.00,,,,,,
11379,07/29/2025 04:00:00,3.64,0.00,,,,,,
11380,07/29/2025 04:05:00,3.47,0.00,,,,,,
11381,07/29/2025 04:10:00,3.26,0.00,,,,,,
11382,07/29/2025 04:15:00,3.17,0.00,,,,,,
11383,07/29/2025 04:20:00,3.43,0.00,,,,,,
11384,07/29/2025 04:25:00,3.00,0.41,,,,,,
11385,07/29/2025 04:30:00,3.17,1.64,,,,,,
11386,07/29/2025 04:35:00,2.87,1.43,,,,,,
11387,07/29/2025 04:40:00,3.26,2.46,,,,,,
11388,07/29/2025 04:45:00,3.30,4.93,,,,,,
11389,07/29/2025 04:50:00,3.26,6.60,,,,,,
11390,07/29/2025 04:55:00,3.21,11.15,,,,,,
11391,07/29/2025 05:00:00,3.77,20.00,,,,,,
11392,07/29/2025 05:05:00,4.50,32.69,,,,,,
11393,07/29/2025 05:10:00,5.36,55.42,,,,,,
11394,07/29/2025 05:15:00,5.02,89.44,,,,,,
11395,07/29/2025 05:20:00,4.42,143.92,,,,,,
11396,07/29/2025 05:25:00,4.46,218.56,,,,,,
11397,07/29/2025 05:30:00,4.12,318.56,,,,,,
11398,07/29/2025 05:35:00,5.45,438.40,,,,,,
11399,07/29/2025 05:40:00,5.62,591.04,,,,,,
11400,07/29/2025 05:45:00,4.89,779.84,,,,,,
11401,07/29/2025 05:50:00,4.59,1016.64,,,,,,
11402,07/29/2025 05:55:00,5.87,1367.68,,,,,,
11403,07/29/2025 06:00:00,5.87,1702.40,,,,,,
11404,07/29/2025 06:05:00,5.75,2234.24,,,,,,
11405,07/29/2025 06:10:00,5.79,2704.64,,,,,,
11406,07/29/2025 06:15:00,5.70,3339.52,,,,,,
11407,07/29/2025 06:20:00,5.49,3770.88,,,,,,
11408,07/29/2025 06:25:00,5.27,3816.96,,,,,,
11409,07/29/2025 06:30:00,5.19,3859.20,,,,,,
11410,07/29/2025 06:35:00,5.15,4215.04,,,,,,
11411,07/29/2025 06:40:00,4.67,4774.40,,,,,,
11412,07/29/2025 06:45:00,5.06,6458.88,,,,,,
11413,07/29/2025 06:50:00,6.09,9146.88,,,,,,
11414,07/29/2025 06:55:00,6.90,10485.76,,,,,,
11415,07/29/2025 07:00:00,7.59,12282.88,,,,,,
11416,07/29/2025 07:05:00,8.11,15764.48,,,,,,
11417,07/29/2025 07:10:00,8.66,16399.36,,,,,,
11418,07/29/2025 07:15:00,9.14,15109.12,,,,,,
11419,07/29/2025 07:20:00,10.08,27013.12,,,,,,
11420,07/29/2025 07:25:00,9.35,17320.96,,,,,,
11421,07/29/2025 07:30:00,9.39,25241.60,,,,,,
11422,07/29/2025 07:35:00,7.03,16793.60,,,,,,
11423,07/29/2025 07:40:00,6.56,17740.80,,,,,,
11424,07/29/2025 07:45:00,6.60,17648.64,,,,,,
11425,07/29/2025 07:50:00,6.82,16291.84,,,,,,
11426,07/29/2025 07:55:00,7.25,18001.92,,,,,,
11427,07/29/2025 08:00:00,7.59,18252.80,,,,,,
11428,07/29/2025 08:05:00,8.19,24586.24,,,,,,
11429,07/29/2025 08:10:00,9.82,32808.96,,,,,,
11430,07/29/2025 08:15:00,9.99,31098.88,,,,,,
11431,07/29/2025 08:20:00,11.92,32276.48,,,,,,
11432,07/29/2025 08:25:00,11.49,26378.24,,,,,,
11433,07/29/2025 08:30:00,10.77,26880.00,,,,,,
11434,07/29/2025 08:35:00,10.51,26214.40,,,,,,
11435,07/29/2025 08:40:00,10.68,26306.56,,,,,,
11436,07/29/2025 08:45:00,11.11,29665.28,,,,,,
11437,07/29/2025 08:50:00,11.75,32317.44,,,,,,
11438,07/29/2025 08:55:00,12.10,35809.28,,,,,,
11439,07/29/2025 09:00:00,11.11,26347.52,,,,,,
11440,07/29/2025 09:05:00,10.42,24678.40,,,,,,
11441,07/29/2025 09:10:00,10.68,28487.68,,,,,,
11442,07/29/2025 09:15:00,11.41,29829.12,,,,,,
11443,07/29/2025 09:20:00,11.62,32768.00,,,,,,
11444,07/29/2025 09:25:00,13.73,45629.44,,,,,,
11445,07/29/2025 09:30:00,13.08,34273.28,,,,,,
11446,07/29/2025 09:35:00,13.38,35983.36,,,,,,
11447,07/29/2025 09:40:00,13.04,33054.72,,,,,,
11448,07/29/2025 09:45:00,12.87,34580.48,,,,,,
11449,07/29/2025 09:50:00,13.08,39536.64,,,,,,
11450,07/29/2025 09:55:00,13.12,40704.00,,,,,,
11451,07/29/2025 10:00:00,13.60,45260.80,,,,,,
11452,07/29/2025 10:05:00,18.62,75591.68,,,,,,
11453,07/29/2025 10:10:00,26.85,76410.88,,,,,,
11454,07/29/2025 10:15:00,24.71,50606.08,,,,,,
11455,07/29/2025 10:20:00,21.70,42393.60,,,,,,
11456,07/29/2025 10:25:00,19.39,44195.84,,,,,,
11457,07/29/2025 10:30:00,16.43,47779.84,,,,,,
11458,07/29/2025 10:35:00,14.11,51630.08,,,,,,
11459,07/29/2025 10:40:00,13.73,55930.88,,,,,,
11460,07/29/2025 10:45:00,14.28,60518.40,,,,,,
11461,07/29/2025 10:50:00,15.61,60190.72,,,,,,
11462,07/29/2025 10:55:00,17.72,74854.40,,,,,,
11463,07/29/2025 11:00:00,19.56,64040.96,,,,,,
11464,07/29/2025 11:05:00,15.96,57937.92,,,,,,
11465,07/29/2025 11:10:00,13.60,52879.36,,,,,,
11466,07/29/2025 11:15:00,13.60,57159.68,,,,,,
11467,07/29/2025 11:20:00,12.91,59699.20,,,,,,
11468,07/29/2025 11:25:00,12.35,68218.88,,,,,,
11469,07/29/2025 11:30:00,13.47,70758.40,,,,,,
11470,07/29/2025 11:35:00,14.33,73666.56,,,,,,
11471,07/29/2025 11:40:00,16.08,87777.28,,,,,,
11472,07/29/2025 11:45:00,18.36,77250.56,,,,,,
11473,07/29/2025 11:50:00,17.84,81203.20,,,,,,
11474,07/29/2025 11:55:00,18.87,84254.72,,,,,,
11475,07/29/2025 12:00:00,19.00,81920.00,,,,,,
11476,07/29/2025 12:05:00,18.79,72519.68,,,,,,
11477,07/29/2025 12:10:00,21.66,99164.16,,,,,,
11478,07/29/2025 12:15:00,23.55,80588.80,,,,,,
11479,07/29/2025 12:20:00,19.99,76410.88,,,,,,
11480,07/29/2025 12:25:00,17.84,81858.56,,,,,,
11481,07/29/2025 12:30:00,17.29,70942.72,,,,,,
11482,07/29/2025 12:35:00,17.37,83251.20,,,,,,
11483,07/29/2025 12:40:00,18.83,87203.84,,,,,,
11484,07/29/2025 12:45:00,20.50,94126.08,,,,,,
11485,07/29/2025 12:50:00,19.77,82350.08,,,,,,
11486,07/29/2025 12:55:00,20.12,95887.36,,,,,,
11487,07/29/2025 13:00:00,19.60,86261.76,,,,,,
11488,07/29/2025 13:05:00,22.26,80179.20,,,,,,
11489,07/29/2025 13:10:00,22.52,77803.52,,,,,,
11490,07/29/2025 13:15:00,24.36,104325.12,,,,,,
11491,07/29/2025 13:20:00,24.28,74731.52,,,,,,
11492,07/29/2025 13:25:00,21.32,82145.28,,,,,,
11493,07/29/2025 13:30:00,21.79,97976.32,,,,,,
11494,07/29/2025 13:35:00,22.43,93675.52,,,,,,
11495,07/29/2025 13:40:00,22.69,92487.68,,,,,,
11496,07/29/2025 13:45:00,18.06,66478.08,,,,,,
11497,07/29/2025 13:50:00,17.33,85278.72,,,,,,
11498,07/29/2025 13:55:00,16.60,76206.08,,,,,,
11499,07/29/2025 14:00:00,16.81,72826.88,,,,,,
11500,07/29/2025 14:05:00,16.69,69222.40,,,,,,
11501,07/29/2025 14:10:00,21.49,120217.60,,,,,,
11502,07/29/2025 14:15:00,19.56,53145.60,,,,,,
11503,07/29/2025 14:20:00,17.84,73912.32,,,,,,
11504,07/29/2025 14:25:00,19.60,115343.36,,,,,,
11505,07/29/2025 14:30:00,21.83,74035.20,,,,,,
11506,07/29/2025 14:35:00,18.40,75776.00,,,,,,
11507,07/29/2025 14:40:00,16.64,79196.16,,,,,,
11508,07/29/2025 14:45:00,13.08,61071.36,,,,,,
11509,07/29/2025 14:50:00,11.32,58818.56,,,,,,
11510,07/29/2025 14:55:00,11.02,64860.16,,,,,,
11511,07/29/2025 15:00:00,11.37,71639.04,,,,,,
11512,07/29/2025 15:05:00,11.67,75018.24,,,,,,
11513,07/29/2025 15:10:00,12.40,80855.04,,,,,,
11514,07/29/2025 15:15:00,12.65,77455.36,,,,,,
11515,07/29/2025 15:20:00,12.48,74874.88,,,,,,
11516,07/29/2025 15:25:00,12.18,71557.12,,,,,,
11517,07/29/2025 15:30:00,12.22,74854.40,,,,,,
11518,07/29/2025 15:35:00,12.91,77864.96,,,,,,
11519,07/29/2025 15:40:00,13.30,75161.60,,,,,,
11520,07/29/2025 15:45:00,12.95,76718.08,,,,,,
11521,07/29/2025 15:50:00,13.34,74096.64,,,,,,
11522,07/29/2025 15:55:00,12.14,56565.76,,,,,,
11523,07/29/2025 16:00:00,11.11,56483.84,,,,,,
11524,07/29/2025 16:05:00,11.54,62464.00,,,,,,
11525,07/29/2025 16:10:00,11.84,61952.00,,,,,,
11526,07/29/2025 16:15:00,11.97,63160.32,,,,,,
11527,07/29/2025 16:20:00,12.01,63774.72,,,,,,
11528,07/29/2025 16:25:00,12.22,64552.96,,,,,,
11529,07/29/2025 16:30:00,12.82,67665.92,,,,,,
11530,07/29/2025 16:35:00,12.87,64634.88,,,,,,
11531,07/29/2025 16:40:00,12.82,63959.04,,,,,,
11532,07/29/2025 16:45:00,13.34,63447.04,,,,,,
11533,07/29/2025 16:50:00,12.44,55787.52,,,,,,
11534,07/29/2025 16:55:00,11.37,53391.36,,,,,,
11535,07/29/2025 17:00:00,10.89,52715.52,,,,,,
11536,07/29/2025 17:05:00,10.72,48865.28,,,,,,
11537,07/29/2025 17:10:00,10.12,46366.72,,,,,,
11538,07/29/2025 17:15:00,10.16,48619.52,,,,,,
11539,07/29/2025 17:20:00,10.68,51589.12,,,,,,
11540,07/29/2025 17:25:00,10.89,51978.24,,,,,,
11541,07/29/2025 17:30:00,11.02,54374.40,,,,,,
11542,07/29/2025 17:35:00,10.68,50995.20,,,,,,
11543,07/29/2025 17:40:00,10.89,57856.00,,,,,,
11544,07/29/2025 17:45:00,10.89,56115.20,,,,,,
11545,07/29/2025 17:50:00,11.15,60006.40,,,,,,
11546,07/29/2025 17:55:00,10.59,47738.88,,,,,,
11547,07/29/2025 18:00:00,9.61,43724.80,,,,,,
11548,07/29/2025 18:05:00,8.75,34754.56,,,,,,
11549,07/29/2025 18:10:00,8.62,38440.96,,,,,,
11550,07/29/2025 18:15:00,8.15,32819.20,,,,,,
11551,07/29/2025 18:20:00,7.63,31856.64,,,,,,
11552,07/29/2025 18:25:00,7.85,33628.16,,,,,,
11553,07/29/2025 18:30:00,7.68,31723.52,,,,,,
11554,07/29/2025 18:35:00,6.95,25600.00,,,,,,
11555,07/29/2025 18:40:00,7.03,29521.92,,,,,,
11556,07/29/2025 18:45:00,6.90,27863.04,,,,,,
11557,07/29/2025 18:50:00,6.69,25978.88,,,,,,
11558,07/29/2025 18:55:00,6.43,20556.80,,,,,,
11559,07/29/2025 19:00:00,6.17,20541.44,,,,,,
11560,07/29/2025 19:05:00,6.00,19374.08,,,,,,
11561,07/29/2025 19:10:00,5.70,14725.12,,,,,,
11562,07/29/2025 19:15:00,5.45,15042.56,,,,,,
11563,07/29/2025 19:20:00,5.23,15575.04,,,,,,
11564,07/29/2025 19:25:00,5.02,14443.52,,,,,,
11565,07/29/2025 19:30:00,4.76,12605.44,,,,,,
11566,07/29/2025 19:35:00,5.10,14085.12,,,,,,
11567,07/29/2025 19:40:00,5.23,13301.76,,,,,,
11568,07/29/2025 19:45:00,5.36,13035.52,,,,,,
11569,07/29/2025 19:50:00,5.23,13102.08,,,,,,
11570,07/29/2025 19:55:00,5.06,13117.44,,,,,,
11571,07/29/2025 20:00:00,4.97,14100.48,,,,,,
11572,07/29/2025 20:05:00,5.15,14812.16,,,,,,
11573,07/29/2025 20:10:00,5.15,15206.40,,,,,,
11574,07/29/2025 20:15:00,5.53,15534.08,,,,,,
11575,07/29/2025 20:20:00,5.27,16030.72,,,,,,
11576,07/29/2025 20:25:00,5.15,14289.92,,,,,,
11577,07/29/2025 20:30:00,4.72,13455.36,,,,,,
11578,07/29/2025 20:35:00,4.50,13209.60,,,,,,
11579,07/29/2025 20:40:00,4.89,14510.08,,,,,,
11580,07/29/2025 20:45:00,4.93,12508.16,,,,,,
11581,07/29/2025 20:50:00,4.42,10035.20,,,,,,
11582,07/29/2025 20:55:00,4.37,9612.80,,,,,,
11583,07/29/2025 21:00:00,4.46,8921.60,,,,,,
11584,07/29/2025 21:05:00,4.46,8765.44,,,,,,
11585,07/29/2025 21:10:00,4.37,8343.04,,,,,,
11586,07/29/2025 21:15:00,3.99,6269.44,,,,,,
11587,07/29/2025 21:20:00,3.86,4517.12,,,,,,
11588,07/29/2025 21:25:00,3.60,4889.60,,,,,,
11589,07/29/2025 21:30:00,3.60,4520.96,,,,,,
11590,07/29/2025 21:35:00,3.73,3793.92,,,,,,
11591,07/29/2025 21:40:00,3.77,3662.08,,,,,,
11592,07/29/2025 21:45:00,3.39,3080.96,,,,,,
11593,07/29/2025 21:50:00,2.87,2268.16,,,,,,
11594,07/29/2025 21:55:00,2.61,1722.88,,,,,,
11595,07/29/2025 22:00:00,2.70,1441.92,,,,,,
11596,07/29/2025 22:05:00,3.00,1294.72,,,,,,
11597,07/29/2025 22:10:00,3.09,993.60,,,,,,
11598,07/29/2025 22:15:00,2.96,834.88,,,,,,
11599,07/29/2025 22:20:00,2.96,675.52,,,,,,
11600,07/29/2025 22:25:00,2.66,540.32,,,,,,
11601,07/29/2025 22:30:00,2.53,415.36,,,,,,
11602,07/29/2025 22:35:00,2.70,273.92,,,,,,
11603,07/29/2025 22:40:00,2.87,168.00,,,,,,
11604,07/29/2025 22:45:00,3.39,101.76,,,,,,
11605,07/29/2025 22:50:00,3.34,61.64,,,,,,
11606,07/29/2025 22:55:00,3.39,37.22,,,,,,
11607,07/29/2025 23:00:00,3.30,22.72,,,,,,
11608,07/29/2025 23:05:00,3.04,15.01,,,,,,
11609,07/29/2025 23:10:00,3.00,8.86,,,,,,
11610,07/29/2025 23:15:00,3.13,5.75,,,,,,
11611,07/29/2025 23:20:00,3.17,3.70,,,,,,
11612,07/29/2025 23:25:00,3.26,2.05,,,,,,
11613,07/29/2025 23:30:00,3.52,1.02,,,,,,
11614,07/29/2025 23:35:00,3.56,0.20,,,,,,
11615,07/29/2025 23:40:00,3.34,0.41,,,,,,
11616,07/29/2025 23:45:00,3.13,0.20,,,,,,
11617,07/29/2025 23:50:00,3.00,0.00,,,,,,
11618,07/29/2025 23:55:00,3.09,0.00,,,,,,
11619,07/30/2025 00:00:00,3.13,0.00,,,,,,
11620,07/30/2025 00:05:00,3.17,0.00,,,,,,
11621,07/30/2025 00:10:00,3.09,0.00,,,,,,
11622,07/30/2025 00:15:00,3.04,0.00,,,,,,
11623,07/30/2025 00:20:00,2.96,0.00,,,,,,
11624,07/30/2025 00:25:00,2.91,0.00,,,,,,
11625,07/30/2025 00:30:00,2.87,0.00,,,,,,
11626,07/30/2025 00:35:00,2.91,0.00,,,,,,
11627,07/30/2025 00:40:00,2.87,0.00,,,,,,
11628,07/30/2025 00:45:00,2.87,0.00,,,,,,
11629,07/30/2025 00:50:00,2.91,0.00,,,,,,
11630,07/30/2025 00:55:00,2.96,0.00,,,,,,
11631,07/30/2025 01:00:00,2.74,0.00,,,,,,
11632,07/30/2025 01:05:00,2.61,0.00,,,,,,
11633,07/30/2025 01:10:00,3.00,0.00,,,,,,
11634,07/30/2025 01:15:00,3.34,0.00,,,,,,
11635,07/30/2025 01:20:00,3.21,0.00,,,,,,
11636,07/30/2025 01:25:00,2.91,0.00,,,,,,
11637,07/30/2025 01:30:00,2.96,0.00,,,,,,
11638,07/30/2025 01:35:00,3.17,0.00,,,,,,
11639,07/30/2025 01:40:00,3.09,0.00,,,,,,
11640,07/30/2025 01:45:00,2.91,0.00,,,,,,
11641,07/30/2025 01:50:00,3.17,0.00,,,,,,
11642,07/30/2025 01:55:00,3.04,0.00,,,,,,
11643,07/30/2025 02:00:00,3.26,0.00,,,,,,
11644,07/30/2025 02:05:00,3.39,0.00,,,,,,
11645,07/30/2025 02:10:00,3.21,0.00,,,,,,
11646,07/30/2025 02:15:00,3.13,0.00,,,,,,
11647,07/30/2025 02:20:00,3.09,0.00,,,,,,
11648,07/30/2025 02:25:00,3.43,0.00,,,,,,
11649,07/30/2025 02:30:00,3.43,0.00,,,,,,
11650,07/30/2025 02:35:00,3.39,0.00,,,,,,
