#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,End of File
10585,07/26/2025 10:30:00,23.16,88801.28,,,,,
10586,07/26/2025 10:35:00,22.56,89333.76,,,,,
10587,07/26/2025 10:40:00,21.62,89784.32,,,,,
10588,07/26/2025 10:45:00,22.05,90152.96,,,,,
10589,07/26/2025 10:50:00,21.75,90726.40,,,,,
10590,07/26/2025 10:55:00,22.73,90890.24,,,,,
10591,07/26/2025 11:00:00,23.59,91422.72,,,,,
10592,07/26/2025 11:05:00,24.24,91750.40,,,,,
10593,07/26/2025 11:10:00,24.49,92282.88,,,,,
10594,07/26/2025 11:15:00,24.66,92405.76,,,,,
10595,07/26/2025 11:20:00,25.22,92651.52,,,,,
10596,07/26/2025 11:25:00,23.76,92815.36,,,,,
10597,07/26/2025 11:30:00,24.11,93020.16,,,,,
10598,07/26/2025 11:35:00,24.36,93265.92,,,,,
10599,07/26/2025 11:40:00,24.66,93347.84,,,,,
10600,07/26/2025 11:45:00,25.52,93429.76,,,,,
10601,07/26/2025 11:50:00,25.18,93716.48,,,,,
10602,07/26/2025 11:55:00,25.09,93757.44,,,,,
10603,07/26/2025 12:00:00,26.55,93675.52,,,,,
10604,07/26/2025 12:05:00,26.38,93552.64,,,,,
10605,07/26/2025 12:10:00,26.17,93839.36,,,,,
10606,07/26/2025 12:15:00,26.51,93962.24,,,,,
10607,07/26/2025 12:20:00,25.91,94085.12,,,,,
10608,07/26/2025 12:25:00,25.87,94167.04,,,,,
10609,07/26/2025 12:30:00,26.08,93798.40,,,,,
10610,07/26/2025 12:35:00,26.85,93470.72,,,,,
10611,07/26/2025 12:40:00,27.41,93306.88,,,,,
10612,07/26/2025 12:45:00,27.54,93143.04,,,,,
10613,07/26/2025 12:50:00,26.51,92938.24,,,,,
10614,07/26/2025 12:55:00,24.92,92528.64,,,,,
10615,07/26/2025 13:00:00,24.58,92160.00,,,,,
10616,07/26/2025 13:05:00,23.42,91627.52,,,,,
10617,07/26/2025 13:10:00,23.21,91136.00,,,,,
10618,07/26/2025 13:15:00,22.69,90644.48,,,,,
10619,07/26/2025 13:20:00,22.69,89948.16,,,,,
10620,07/26/2025 13:25:00,22.52,89333.76,,,,,
10621,07/26/2025 13:30:00,22.52,88801.28,,,,,
10622,07/26/2025 13:35:00,22.95,88227.84,,,,,
10623,07/26/2025 13:40:00,24.84,87285.76,,,,,
10624,07/26/2025 13:45:00,26.94,86589.44,,,,,
10625,07/26/2025 13:50:00,26.38,85975.04,,,,,
10626,07/26/2025 13:55:00,25.78,85196.80,,,,,
10627,07/26/2025 14:00:00,25.14,84541.44,,,,,
10628,07/26/2025 14:05:00,26.55,83783.68,,,,,
10629,07/26/2025 14:10:00,26.12,83046.40,,,,,
10630,07/26/2025 14:15:00,25.05,82411.52,,,,,
10631,07/26/2025 14:20:00,23.42,81571.84,,,,,
10632,07/26/2025 14:25:00,22.82,80773.12,,,,,
10633,07/26/2025 14:30:00,22.26,80158.72,,,,,
10634,07/26/2025 14:35:00,21.92,79298.56,,,,,
10635,07/26/2025 14:40:00,22.43,78397.44,,,,,
10636,07/26/2025 14:45:00,22.13,77393.92,,,,,
10637,07/26/2025 14:50:00,21.66,76656.64,,,,,
10638,07/26/2025 14:55:00,21.15,75735.04,,,,,
10639,07/26/2025 15:00:00,22.56,74629.12,,,,,
10640,07/26/2025 15:05:00,22.13,73584.64,,,,,
10641,07/26/2025 15:10:00,22.22,72642.56,,,,,
10642,07/26/2025 15:15:00,22.09,71557.12,,,,,
10643,07/26/2025 15:20:00,20.63,70656.00,,,,,
10644,07/26/2025 15:25:00,20.16,69857.28,,,,,
10645,07/26/2025 15:30:00,19.99,68935.68,,,,,
10646,07/26/2025 15:35:00,20.46,67973.12,,,,,
10647,07/26/2025 15:40:00,19.86,67031.04,,,,,
10648,07/26/2025 15:45:00,18.79,66129.92,,,,,
10649,07/26/2025 15:50:00,19.47,65126.40,,,,,
10650,07/26/2025 15:55:00,20.12,64163.84,,,,,
10651,07/26/2025 16:00:00,20.68,63180.80,,,,,
10652,07/26/2025 16:05:00,20.25,62218.24,,,,,
10653,07/26/2025 16:10:00,20.59,61317.12,,,,,
10654,07/26/2025 16:15:00,20.85,60313.60,,,,,
10655,07/26/2025 16:20:00,21.66,59351.04,,,,,
10656,07/26/2025 16:25:00,21.79,58593.28,,,,,
10657,07/26/2025 16:30:00,21.28,57856.00,,,,,
10658,07/26/2025 16:35:00,19.86,57118.72,,,,,
10659,07/26/2025 16:40:00,18.79,56463.36,,,,,
10660,07/26/2025 16:45:00,18.83,55521.28,,,,,
10661,07/26/2025 16:50:00,19.09,54640.64,,,,,
10662,07/26/2025 16:55:00,19.17,53637.12,,,,,
10663,07/26/2025 17:00:00,18.83,52428.80,,,,,
10664,07/26/2025 17:05:00,17.41,51486.72,,,,,
10665,07/26/2025 17:10:00,16.39,50503.68,,,,,
10666,07/26/2025 17:15:00,14.93,49479.68,,,,,
10667,07/26/2025 17:20:00,14.54,48168.96,,,,,
10668,07/26/2025 17:25:00,14.20,46837.76,,,,,
10669,07/26/2025 17:30:00,13.68,45322.24,,,,,
10670,07/26/2025 17:35:00,13.55,43663.36,,,,,
10671,07/26/2025 17:40:00,13.81,42618.88,,,,,
10672,07/26/2025 17:45:00,13.43,41185.28,,,,,
10673,07/26/2025 17:50:00,13.73,39065.60,,,,,
10674,07/26/2025 17:55:00,13.68,37550.08,,,,,
10675,07/26/2025 18:00:00,13.08,36280.32,,,,,
10676,07/26/2025 18:05:00,12.95,34846.72,,,,,
10677,07/26/2025 18:10:00,13.77,33628.16,,,,,
10678,07/26/2025 18:15:00,13.85,31139.84,,,,,
10679,07/26/2025 18:20:00,12.78,29900.80,,,,,
10680,07/26/2025 18:25:00,11.28,27566.08,,,,,
10681,07/26/2025 18:30:00,11.49,29747.20,,,,,
10682,07/26/2025 18:35:00,9.99,24176.64,,,,,
10683,07/26/2025 18:40:00,10.72,27002.88,,,,,
10684,07/26/2025 18:45:00,11.02,25989.12,,,,,
10685,07/26/2025 18:50:00,10.94,24842.24,,,,,
10686,07/26/2025 18:55:00,10.59,23808.00,,,,,
10687,07/26/2025 19:00:00,10.12,22855.68,,,,,
10688,07/26/2025 19:05:00,9.78,21872.64,,,,,
10689,07/26/2025 19:10:00,9.39,21002.24,,,,,
10690,07/26/2025 19:15:00,8.96,20208.64,,,,,
10691,07/26/2025 19:20:00,8.71,19415.04,,,,,
10692,07/26/2025 19:25:00,8.88,18600.96,,,,,
10693,07/26/2025 19:30:00,8.71,17827.84,,,,,
10694,07/26/2025 19:35:00,8.36,16911.36,,,,,
10695,07/26/2025 19:40:00,7.85,16128.00,,,,,
10696,07/26/2025 19:45:00,7.50,15242.24,,,,,
10697,07/26/2025 19:50:00,7.29,14387.20,,,,,
10698,07/26/2025 19:55:00,6.86,13491.20,,,,,
10699,07/26/2025 20:00:00,6.56,12584.96,,,,,
10700,07/26/2025 20:05:00,6.35,11719.68,,,,,
10701,07/26/2025 20:10:00,5.75,10936.32,,,,,
10702,07/26/2025 20:15:00,5.27,10135.04,,,,,
10703,07/26/2025 20:20:00,4.84,9336.32,,,,,
10704,07/26/2025 20:25:00,4.67,8542.72,,,,,
10705,07/26/2025 20:30:00,4.42,7726.08,,,,,
10706,07/26/2025 20:35:00,4.07,6996.48,,,,,
10707,07/26/2025 20:40:00,3.90,6274.56,,,,,
10708,07/26/2025 20:45:00,3.64,5578.24,,,,,
10709,07/26/2025 20:50:00,3.39,4880.64,,,,,
10710,07/26/2025 20:55:00,3.09,4239.36,,,,,
10711,07/26/2025 21:00:00,2.66,3400.96,,,,,
10712,07/26/2025 21:05:00,1.41,2362.24,,,,,
10713,07/26/2025 21:10:00,1.07,1995.52,,,,,
10714,07/26/2025 21:15:00,0.77,1648.64,,,,,
10715,07/26/2025 21:20:00,0.34,1332.48,,,,,
10716,07/26/2025 21:25:00,0.30,1041.28,,,,,
10717,07/26/2025 21:30:00,0.51,794.56,,,,,
10718,07/26/2025 21:35:00,0.64,581.28,,,,,
10719,07/26/2025 21:40:00,0.60,408.96,,,,,
10720,07/26/2025 21:45:00,0.47,278.00,,,,,
10721,07/26/2025 21:50:00,0.55,184.56,,,,,
10722,07/26/2025 21:55:00,0.55,118.52,,,,,
10723,07/26/2025 22:00:00,0.68,74.82,,,,,
10724,07/26/2025 22:05:00,0.43,49.36,,,,,
10725,07/26/2025 22:10:00,0.98,29.82,,,,,
10726,07/26/2025 22:15:00,1.24,19.75,,,,,
10727,07/26/2025 22:20:00,1.20,12.86,,,,,
10728,07/26/2025 22:25:00,0.94,8.41,,,,,
10729,07/26/2025 22:30:00,1.03,5.09,,,,,
10730,07/26/2025 22:35:00,0.90,3.09,,,,,
10731,07/26/2025 22:40:00,0.68,1.99,,,,,
10732,07/26/2025 22:45:00,0.47,1.10,,,,,
10733,07/26/2025 22:50:00,0.34,0.66,,,,,
10734,07/26/2025 22:55:00,0.77,0.44,,,,,
10735,07/26/2025 23:00:00,1.33,0.22,,,,,
10736,07/26/2025 23:05:00,1.84,0.00,,,,,
10737,07/26/2025 23:10:00,2.36,0.00,,,,,
10738,07/26/2025 23:15:00,2.49,0.00,,,,,
10739,07/26/2025 23:20:00,2.31,0.00,,,,,
10740,07/26/2025 23:25:00,2.44,0.00,,,,,
10741,07/26/2025 23:30:00,2.61,0.00,,,,,
10742,07/26/2025 23:35:00,2.61,0.00,,,,,
10743,07/26/2025 23:40:00,2.14,0.00,,,,,
10744,07/26/2025 23:45:00,1.84,0.00,,,,,
10745,07/26/2025 23:50:00,2.19,0.00,,,,,
10746,07/26/2025 23:55:00,2.57,0.00,,,,,
10747,07/27/2025 00:00:00,3.43,0.00,,,,,
10748,07/27/2025 00:05:00,3.82,0.00,,,,,
10749,07/27/2025 00:10:00,4.07,0.44,,,,,
10750,07/27/2025 00:15:00,3.52,0.00,,,,,
10751,07/27/2025 00:20:00,3.56,0.00,,,,,
10752,07/27/2025 00:25:00,3.52,0.00,,,,,
10753,07/27/2025 00:30:00,2.83,0.00,,,,,
10754,07/27/2025 00:35:00,2.49,0.00,,,,,
10755,07/27/2025 00:40:00,2.14,0.00,,,,,
10756,07/27/2025 00:45:00,2.31,0.00,,,,,
10757,07/27/2025 00:50:00,2.49,0.00,,,,,
10758,07/27/2025 00:55:00,2.61,0.00,,,,,
10759,07/27/2025 01:00:00,2.23,0.00,,,,,
10760,07/27/2025 01:05:00,2.01,0.00,,,,,
10761,07/27/2025 01:10:00,1.76,0.00,,,,,
10762,07/27/2025 01:15:00,2.01,0.00,,,,,
10763,07/27/2025 01:20:00,2.49,0.00,,,,,
10764,07/27/2025 01:25:00,2.57,0.00,,,,,
10765,07/27/2025 01:30:00,2.53,0.00,,,,,
10766,07/27/2025 01:35:00,2.79,0.00,,,,,
10767,07/27/2025 01:40:00,2.79,0.00,,,,,
10768,07/27/2025 01:45:00,2.19,0.00,,,,,
10769,07/27/2025 01:50:00,2.19,0.00,,,,,
10770,07/27/2025 01:55:00,1.97,0.00,,,,,
10771,07/27/2025 02:00:00,2.19,0.00,,,,,
10772,07/27/2025 02:05:00,2.19,0.00,,,,,
10773,07/27/2025 02:10:00,1.67,0.00,,,,,
10774,07/27/2025 02:15:00,1.67,0.00,,,,,
10775,07/27/2025 02:20:00,1.76,0.00,,,,,
10776,07/27/2025 02:25:00,1.63,0.00,,,,,
10777,07/27/2025 02:30:00,1.88,0.00,,,,,
10778,07/27/2025 02:35:00,1.93,0.00,,,,,
10779,07/27/2025 02:40:00,1.93,0.00,,,,,
10780,07/27/2025 02:45:00,2.27,0.00,,,,,
10781,07/27/2025 02:50:00,2.57,0.00,,,,,
10782,07/27/2025 02:55:00,2.53,0.00,,,,,
10783,07/27/2025 03:00:00,2.61,0.00,,,,,
10784,07/27/2025 03:05:00,3.26,0.00,,,,,
10785,07/27/2025 03:10:00,3.43,0.22,,,,,
10786,07/27/2025 03:15:00,3.09,0.44,,,,,
10787,07/27/2025 03:20:00,3.13,0.88,,,,,
10788,07/27/2025 03:25:00,3.64,1.32,,,,,
10789,07/27/2025 03:30:00,3.34,2.21,,,,,
10790,07/27/2025 03:35:00,3.21,3.76,,,,,
10791,07/27/2025 03:40:00,3.04,5.56,,,,,
10792,07/27/2025 03:45:00,3.04,9.07,,,,,
10793,07/27/2025 03:50:00,2.91,13.97,,,,,
10794,07/27/2025 03:55:00,2.83,21.30,,,,,
10795,07/27/2025 04:00:00,2.61,32.04,,,,,
10796,07/27/2025 04:05:00,2.61,50.30,,,,,
10797,07/27/2025 04:10:00,2.70,79.24,,,,,
10798,07/27/2025 04:15:00,3.09,121.16,,,,,
10799,07/27/2025 04:20:00,2.96,183.44,,,,,
10800,07/27/2025 04:25:00,2.91,268.00,,,,,
10801,07/27/2025 04:30:00,2.61,375.84,,,,,
10802,07/27/2025 04:35:00,2.31,517.44,,,,,
10803,07/27/2025 04:40:00,2.44,709.44,,,,,
10804,07/27/2025 04:45:00,3.21,916.16,,,,,
10805,07/27/2025 04:50:00,3.43,1194.24,,,,,
10806,07/27/2025 04:55:00,3.04,1492.48,,,,,
10807,07/27/2025 05:00:00,3.04,1722.88,,,,,
10808,07/27/2025 05:05:00,3.17,1972.48,,,,,
10809,07/27/2025 05:10:00,3.17,2339.20,,,,,
10810,07/27/2025 05:15:00,3.47,3038.72,,,,,
10811,07/27/2025 05:20:00,3.30,3618.56,,,,,
10812,07/27/2025 05:25:00,3.09,4285.44,,,,,
10813,07/27/2025 05:30:00,4.16,7208.96,,,,,
10814,07/27/2025 05:35:00,3.73,5980.16,,,,,
10815,07/27/2025 05:40:00,3.94,6417.92,,,,,
10816,07/27/2025 05:45:00,4.07,6551.04,,,,,
10817,07/27/2025 05:50:00,4.59,7075.84,,,,,
10818,07/27/2025 05:55:00,4.24,7720.96,,,,,
10819,07/27/2025 06:00:00,4.63,7557.12,,,,,
10820,07/27/2025 06:05:00,4.46,7861.76,,,,,
10821,07/27/2025 06:10:00,4.20,8038.40,,,,,
10822,07/27/2025 06:15:00,4.50,9525.76,,,,,
10823,07/27/2025 06:20:00,4.50,11422.72,,,,,
10824,07/27/2025 06:25:00,3.90,13322.24,,,,,
10825,07/27/2025 06:30:00,3.90,12339.20,,,,,
10826,07/27/2025 06:35:00,3.82,12288.00,,,,,
10827,07/27/2025 06:40:00,4.07,13634.56,,,,,
10828,07/27/2025 06:45:00,4.16,13788.16,,,,,
10829,07/27/2025 06:50:00,4.03,15774.72,,,,,
10830,07/27/2025 06:55:00,4.24,16604.16,,,,,
10831,07/27/2025 07:00:00,4.72,19420.16,,,,,
10832,07/27/2025 07:05:00,5.06,20300.80,,,,,
10833,07/27/2025 07:10:00,5.40,20177.92,,,,,
10834,07/27/2025 07:15:00,5.96,25518.08,,,,,
10835,07/27/2025 07:20:00,6.65,28815.36,,,,,
10836,07/27/2025 07:25:00,7.20,36761.60,,,,,
10837,07/27/2025 07:30:00,7.59,41277.44,,,,,
10838,07/27/2025 07:35:00,7.46,31590.40,,,,,
10839,07/27/2025 07:40:00,7.76,38799.36,,,,,
10840,07/27/2025 07:45:00,8.66,45936.64,,,,,
10841,07/27/2025 07:50:00,9.14,53207.04,,,,,
10842,07/27/2025 07:55:00,12.74,84869.12,,,,,
10843,07/27/2025 08:00:00,14.15,74772.48,,,,,
10844,07/27/2025 08:05:00,14.15,69160.96,,,,,
10845,07/27/2025 08:10:00,13.77,66805.76,,,,,
10846,07/27/2025 08:15:00,13.73,68587.52,,,,,
10847,07/27/2025 08:20:00,14.03,68976.64,,,,,
10848,07/27/2025 08:25:00,14.54,69836.80,,,,,
10849,07/27/2025 08:30:00,14.71,70348.80,,,,,
10850,07/27/2025 08:35:00,15.10,70512.64,,,,,
10851,07/27/2025 08:40:00,15.06,71168.00,,,,,
10852,07/27/2025 08:45:00,15.40,72335.36,,,,,
10853,07/27/2025 08:50:00,15.44,73216.00,,,,,
10854,07/27/2025 08:55:00,15.61,72663.04,,,,,
10855,07/27/2025 09:00:00,15.53,56360.96,,,,,
10856,07/27/2025 09:05:00,15.14,31621.12,,,,,
10857,07/27/2025 09:10:00,15.40,77230.08,,,,,
10858,07/27/2025 09:15:00,14.15,39782.40,,,,,
10859,07/27/2025 09:20:00,13.21,65679.36,,,,,
10860,07/27/2025 09:25:00,14.33,38696.96,,,,,
10861,07/27/2025 09:30:00,14.15,58327.04,,,,,
10862,07/27/2025 09:35:00,14.80,76431.36,,,,,
10863,07/27/2025 09:40:00,14.80,72581.12,,,,,
10864,07/27/2025 09:45:00,14.88,83701.76,,,,,
10865,07/27/2025 09:50:00,14.58,82472.96,,,,,
10866,07/27/2025 09:55:00,15.10,77680.64,,,,,
10867,07/27/2025 10:00:00,15.01,81080.32,,,,,
10868,07/27/2025 10:05:00,14.75,85934.08,,,,,
10869,07/27/2025 10:10:00,14.63,89415.68,,,,,
10870,07/27/2025 10:15:00,15.27,88801.28,,,,,
10871,07/27/2025 10:20:00,15.74,90562.56,,,,,
10872,07/27/2025 10:25:00,15.87,89333.76,,,,,
10873,07/27/2025 10:30:00,16.69,102850.56,,,,,
10874,07/27/2025 10:35:00,17.03,97894.40,,,,,
10875,07/27/2025 10:40:00,15.70,91299.84,,,,,
10876,07/27/2025 10:45:00,16.90,87244.80,,,,,
10877,07/27/2025 10:50:00,16.43,91340.80,,,,,
10878,07/27/2025 10:55:00,17.41,96542.72,,,,,
10879,07/27/2025 11:00:00,17.93,97976.32,,,,,
10880,07/27/2025 11:05:00,17.84,96542.72,,,,,
10881,07/27/2025 11:10:00,17.97,97157.12,,,,,
10882,07/27/2025 11:15:00,16.56,96460.80,,,,,
10883,07/27/2025 11:20:00,16.60,87040.00,,,,,
10884,07/27/2025 11:25:00,16.81,86056.96,,,,,
10885,07/27/2025 11:30:00,17.41,95109.12,,,,,
10886,07/27/2025 11:35:00,17.24,93552.64,,,,,
10887,07/27/2025 11:40:00,17.59,93634.56,,,,,
10888,07/27/2025 11:45:00,17.59,93552.64,,,,,
10889,07/27/2025 11:50:00,17.63,94126.08,,,,,
10890,07/27/2025 11:55:00,17.76,94085.12,,,,,
10891,07/27/2025 12:00:00,17.93,94044.16,,,,,
10892,07/27/2025 12:05:00,18.02,94085.12,,,,,
10893,07/27/2025 12:10:00,18.02,94167.04,,,,,
10894,07/27/2025 12:15:00,18.23,94208.00,,,,,
10895,07/27/2025 12:20:00,18.27,94126.08,,,,,
10896,07/27/2025 12:25:00,18.40,94126.08,,,,,
10897,07/27/2025 12:30:00,18.53,93880.32,,,,,
10898,07/27/2025 12:35:00,19.09,93470.72,,,,,
10899,07/27/2025 12:40:00,19.22,93470.72,,,,,
10900,07/27/2025 12:45:00,19.17,93102.08,,,,,
10901,07/27/2025 12:50:00,19.47,92733.44,,,,,
10902,07/27/2025 12:55:00,19.13,92405.76,,,,,
10903,07/27/2025 13:00:00,19.17,91996.16,,,,,
10904,07/27/2025 13:05:00,19.39,91627.52,,,,,
10905,07/27/2025 13:10:00,19.90,91217.92,,,,,
10906,07/27/2025 13:15:00,20.12,90644.48,,,,,
10907,07/27/2025 13:20:00,19.69,89948.16,,,,,
10908,07/27/2025 13:25:00,19.47,89251.84,,,,,
10909,07/27/2025 13:30:00,19.35,88801.28,,,,,
10910,07/27/2025 13:35:00,19.13,88145.92,,,,,
10911,07/27/2025 13:40:00,19.52,87572.48,,,,,
10912,07/27/2025 13:45:00,19.90,86835.20,,,,,
10913,07/27/2025 13:50:00,19.47,86220.80,,,,,
10914,07/27/2025 13:55:00,19.69,85565.44,,,,,
10915,07/27/2025 14:00:00,19.65,84828.16,,,,,
10916,07/27/2025 14:05:00,19.47,84008.96,,,,,
10917,07/27/2025 14:10:00,19.56,83230.72,,,,,
10918,07/27/2025 14:15:00,19.17,82677.76,,,,,
10919,07/27/2025 14:20:00,19.22,81797.12,,,,,
10920,07/27/2025 14:25:00,19.65,80977.92,,,,,
10921,07/27/2025 14:30:00,20.25,80240.64,,,,,
10922,07/27/2025 14:35:00,21.62,79360.00,,,,,
10923,07/27/2025 14:40:00,21.45,78336.00,,,,,
10924,07/27/2025 14:45:00,20.55,77434.88,,,,,
10925,07/27/2025 14:50:00,20.03,76759.04,,,,,
10926,07/27/2025 14:55:00,20.12,75673.60,,,,,
10927,07/27/2025 15:00:00,19.56,74813.44,,,,,
10928,07/27/2025 15:05:00,19.56,73912.32,,,,,
10929,07/27/2025 15:10:00,19.69,72724.48,,,,,
10930,07/27/2025 15:15:00,19.65,71925.76,,,,,
10931,07/27/2025 15:20:00,19.43,71024.64,,,,,
10932,07/27/2025 15:25:00,19.26,70062.08,,,,,
10933,07/27/2025 15:30:00,18.40,69038.08,,,,,
10934,07/27/2025 15:35:00,18.19,68055.04,,,,,
10935,07/27/2025 15:40:00,17.59,67235.84,,,,,
10936,07/27/2025 15:45:00,17.76,66232.32,,,,,
10937,07/27/2025 15:50:00,17.76,65269.76,,,,,
10938,07/27/2025 15:55:00,17.33,64348.16,,,,,
10939,07/27/2025 16:00:00,17.07,63488.00,,,,,
10940,07/27/2025 16:05:00,16.60,62464.00,,,,,
10941,07/27/2025 16:10:00,16.64,61562.88,,,,,
10942,07/27/2025 16:15:00,16.47,60538.88,,,,,
10943,07/27/2025 16:20:00,16.56,59576.32,,,,,
10944,07/27/2025 16:25:00,16.56,58839.04,,,,,
10945,07/27/2025 16:30:00,16.69,57958.40,,,,,
10946,07/27/2025 16:35:00,15.96,57241.60,,,,,
10947,07/27/2025 16:40:00,15.14,56483.84,,,,,
10948,07/27/2025 16:45:00,15.40,55746.56,,,,,
10949,07/27/2025 16:50:00,15.48,54824.96,,,,,
10950,07/27/2025 16:55:00,15.74,53903.36,,,,,
10951,07/27/2025 17:00:00,15.74,52858.88,,,,,
10952,07/27/2025 17:05:00,15.23,51691.52,,,,,
10953,07/27/2025 17:10:00,15.36,50831.36,,,,,
10954,07/27/2025 17:15:00,15.61,49766.40,,,,,
10955,07/27/2025 17:20:00,15.48,48599.04,,,,,
10956,07/27/2025 17:25:00,15.61,47267.84,,,,,
10957,07/27/2025 17:30:00,15.06,45998.08,,,,,
10958,07/27/2025 17:35:00,14.33,44441.60,,,,,
10959,07/27/2025 17:40:00,13.98,42639.36,,,,,
10960,07/27/2025 17:45:00,13.43,40939.52,,,,,
10961,07/27/2025 17:50:00,13.17,39311.36,,,,,
10962,07/27/2025 17:55:00,12.87,37806.08,,,,,
10963,07/27/2025 18:00:00,13.08,36372.48,,,,,
10964,07/27/2025 18:05:00,12.82,34959.36,,,,,
10965,07/27/2025 18:10:00,13.08,33617.92,,,,,
10966,07/27/2025 18:15:00,13.04,32194.56,,,,,
10967,07/27/2025 18:20:00,12.70,30935.04,,,,,
10968,07/27/2025 18:25:00,12.48,29665.28,,,,,
10969,07/27/2025 18:30:00,12.18,28497.92,,,,,
10970,07/27/2025 18:35:00,11.92,27422.72,,,,,
10971,07/27/2025 18:40:00,11.49,26286.08,,,,,
10972,07/27/2025 18:45:00,11.32,25323.52,,,,,
10973,07/27/2025 18:50:00,11.19,24176.64,,,,,
10974,07/27/2025 18:55:00,11.15,23214.08,,,,,
10975,07/27/2025 19:00:00,10.94,22292.48,,,,,
10976,07/27/2025 19:05:00,10.46,21401.60,,,,,
10977,07/27/2025 19:10:00,10.16,20561.92,,,,,
10978,07/27/2025 19:15:00,9.74,19737.60,,,,,
10979,07/27/2025 19:20:00,9.44,18974.72,,,,,
10980,07/27/2025 19:25:00,9.14,18124.80,,,,,
10981,07/27/2025 19:30:00,8.92,17280.00,,,,,
10982,07/27/2025 19:35:00,8.71,16496.64,,,,,
10983,07/27/2025 19:40:00,8.49,15667.20,,,,,
10984,07/27/2025 19:45:00,7.81,14750.72,,,,,
10985,07/27/2025 19:50:00,7.72,13895.68,,,,,
10986,07/27/2025 19:55:00,7.59,13009.92,,,,,
10987,07/27/2025 20:00:00,7.12,12119.04,,,,,
10988,07/27/2025 20:05:00,6.95,11258.88,,,,,
10989,07/27/2025 20:10:00,6.90,10432.00,,,,,
10990,07/27/2025 20:15:00,6.52,9597.44,,,,,
10991,07/27/2025 20:20:00,6.13,8811.52,,,,,
10992,07/27/2025 20:25:00,6.39,8002.56,,,,,
10993,07/27/2025 20:30:00,6.22,7206.40,,,,,
10994,07/27/2025 20:35:00,5.96,6461.44,,,,,
10995,07/27/2025 20:40:00,5.87,5729.28,,,,,
10996,07/27/2025 20:45:00,5.40,5043.20,,,,,
10997,07/27/2025 20:50:00,5.15,4377.60,,,,,
10998,07/27/2025 20:55:00,4.72,3786.24,,,,,
10999,07/27/2025 21:00:00,3.77,2883.84,,,,,
11000,07/27/2025 21:05:00,2.31,2172.80,,,,,
11001,07/27/2025 21:10:00,2.36,1811.20,,,,,
11002,07/27/2025 21:15:00,2.23,1475.20,,,,,
11003,07/27/2025 21:20:00,1.97,1168.64,,,,,
11004,07/27/2025 21:25:00,2.14,898.56,,,,,
11005,07/27/2025 21:30:00,2.36,667.84,,,,,
11006,07/27/2025 21:35:00,2.44,481.12,,,,,
11007,07/27/2025 21:40:00,2.14,333.28,,,,,
11008,07/27/2025 21:45:00,2.23,224.40,,,,,
11009,07/27/2025 21:50:00,2.06,146.96,,,,,
11010,07/27/2025 21:55:00,1.88,92.64,,,,,
11011,07/27/2025 22:00:00,1.84,59.60,,,,,
11012,07/27/2025 22:05:00,1.84,35.64,,,,,
11013,07/27/2025 22:10:00,1.50,23.07,,,,,
11014,07/27/2025 22:15:00,1.67,14.41,,,,,
11015,07/27/2025 22:20:00,1.63,9.29,,,,,
11016,07/27/2025 22:25:00,1.80,5.97,,,,,
11017,07/27/2025 22:30:00,1.80,3.76,,,,,
11018,07/27/2025 22:35:00,1.93,2.65,,,,,
11019,07/27/2025 22:40:00,2.19,1.77,,,,,
11020,07/27/2025 22:45:00,2.53,0.88,,,,,
11021,07/27/2025 22:50:00,2.83,0.44,,,,,
11022,07/27/2025 22:55:00,2.70,0.22,,,,,
11023,07/27/2025 23:00:00,2.91,0.00,,,,,
11024,07/27/2025 23:05:00,2.79,0.00,,,,,
11025,07/27/2025 23:10:00,2.96,0.00,,,,,
11026,07/27/2025 23:15:00,2.96,0.00,,,,,
11027,07/27/2025 23:20:00,2.66,0.00,,,,,
11028,07/27/2025 23:25:00,2.31,0.00,,,,,
11029,07/27/2025 23:30:00,2.83,0.00,,,,,
11030,07/27/2025 23:35:00,3.30,0.00,,,,,
11031,07/27/2025 23:40:00,3.43,0.00,,,,,
11032,07/27/2025 23:45:00,3.00,0.00,,,,,
11033,07/27/2025 23:50:00,2.70,0.00,,,,,
11034,07/27/2025 23:55:00,2.91,0.00,,,,,
11035,07/28/2025 00:00:00,2.83,0.00,,,,,
11036,07/28/2025 00:05:00,2.79,0.00,,,,,
11037,07/28/2025 00:10:00,2.74,0.00,,,,,
11038,07/28/2025 00:15:00,2.74,0.00,,,,,
11039,07/28/2025 00:20:00,2.61,0.00,,,,,
11040,07/28/2025 00:25:00,2.79,0.00,,,,,
11041,07/28/2025 00:30:00,2.91,0.00,,,,,
11042,07/28/2025 00:35:00,2.87,0.00,,,,,
11043,07/28/2025 00:40:00,3.09,0.00,,,,,
11044,07/28/2025 00:45:00,3.43,0.00,,,,,
11045,07/28/2025 00:50:00,3.69,0.00,,,,,
11046,07/28/2025 00:55:00,3.47,0.00,,,,,
11047,07/28/2025 01:00:00,3.17,0.00,,,,,
11048,07/28/2025 01:05:00,2.79,0.00,,,,,
11049,07/28/2025 01:10:00,2.79,0.00,,,,,
11050,07/28/2025 01:15:00,3.09,0.00,,,,,
11051,07/28/2025 01:20:00,3.39,0.00,,,,,
11052,07/28/2025 01:25:00,3.26,0.00,,,,,
11053,07/28/2025 01:30:00,3.73,0.00,,,,,
