#,Date-Time (AKDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,Stopped,End of File
1739,06/22/2025 17:40:00,1.58,,,,,,
1740,06/22/2025 17:45:00,1.37,,,,,,
1741,06/22/2025 17:50:00,1.24,,,,,,
1742,06/22/2025 17:55:00,1.24,,,,,,
1743,06/22/2025 18:00:00,1.28,,,,,,
1744,06/22/2025 18:05:00,1.28,,,,,,
1745,06/22/2025 18:10:00,1.24,,,,,,
1746,06/22/2025 18:15:00,1.33,,,,,,
1747,06/22/2025 18:20:00,1.46,,,,,,
1748,06/22/2025 18:25:00,1.50,,,,,,
1749,06/22/2025 18:30:00,1.37,,,,,,
1750,06/22/2025 18:35:00,1.28,,,,,,
1751,06/22/2025 18:40:00,1.11,,,,,,
1752,06/22/2025 18:45:00,0.98,,,,,,
1753,06/22/2025 18:50:00,0.90,,,,,,
1754,06/22/2025 18:55:00,0.77,,,,,,
1755,06/22/2025 19:00:00,0.81,,,,,,
1756,06/22/2025 19:05:00,0.98,,,,,,
1757,06/22/2025 19:10:00,0.86,,,,,,
1758,06/22/2025 19:15:00,0.77,,,,,,
1759,06/22/2025 19:20:00,0.94,,,,,,
1760,06/22/2025 19:25:00,0.68,,,,,,
1761,06/22/2025 19:30:00,0.73,,,,,,
1762,06/22/2025 19:35:00,0.81,,,,,,
1763,06/22/2025 19:40:00,0.98,,,,,,
1764,06/22/2025 19:45:00,0.86,,,,,,
1765,06/22/2025 19:50:00,0.86,,,,,,
1766,06/22/2025 19:55:00,0.81,,,,,,
1767,06/22/2025 20:00:00,1.03,,,,,,
1768,06/22/2025 20:05:00,1.37,,,,,,
1769,06/22/2025 20:10:00,1.58,,,,,,
1770,06/22/2025 20:15:00,1.71,,,,,,
1771,06/22/2025 20:20:00,1.97,,,,,,
1772,06/22/2025 20:25:00,1.71,,,,,,
1773,06/22/2025 20:30:00,1.84,,,,,,
1774,06/22/2025 20:35:00,1.71,,,,,,
1775,06/22/2025 20:40:00,2.14,,,,,,
1776,06/22/2025 20:45:00,2.53,,,,,,
1777,06/22/2025 20:50:00,2.40,,,,,,
1778,06/22/2025 20:55:00,2.40,,,,,,
1779,06/22/2025 21:00:00,2.23,,,,,,
1780,06/22/2025 21:05:00,2.31,,,,,,
1781,06/22/2025 21:10:00,2.74,,,,,,
1782,06/22/2025 21:15:00,2.87,,,,,,
1783,06/22/2025 21:20:00,3.21,,,,,,
1784,06/22/2025 21:25:00,3.43,,,,,,
1785,06/22/2025 21:30:00,3.47,,,,,,
1786,06/22/2025 21:35:00,2.74,,,,,,
1787,06/22/2025 21:40:00,3.13,,,,,,
1788,06/22/2025 21:45:00,3.17,,,,,,
1789,06/22/2025 21:50:00,2.87,,,,,,
1790,06/22/2025 21:55:00,3.30,,,,,,
1791,06/22/2025 22:00:00,3.26,,,,,,
1792,06/22/2025 22:05:00,3.64,,,,,,
1793,06/22/2025 22:10:00,3.82,,,,,,
1794,06/22/2025 22:15:00,3.94,,,,,,
1795,06/22/2025 22:20:00,3.64,,,,,,
1796,06/22/2025 22:25:00,4.42,,,,,,
1797,06/22/2025 22:30:00,4.37,,,,,,
1798,06/22/2025 22:35:00,3.94,,,,,,
1799,06/22/2025 22:40:00,4.29,,,,,,
1800,06/22/2025 22:45:00,4.46,,,,,,
1801,06/22/2025 22:50:00,4.46,,,,,,
1802,06/22/2025 22:55:00,5.10,,,,,,
1803,06/22/2025 23:00:00,5.36,,,,,,
1804,06/22/2025 23:05:00,4.89,,,,,,
1805,06/22/2025 23:10:00,4.67,,,,,,
1806,06/22/2025 23:15:00,4.89,,,,,,
1807,06/22/2025 23:20:00,5.02,,,,,,
1808,06/22/2025 23:25:00,5.06,,,,,,
1809,06/22/2025 23:30:00,5.96,,,,,,
1810,06/22/2025 23:35:00,6.43,,,,,,
1811,06/22/2025 23:40:00,5.75,,,,,,
1812,06/22/2025 23:45:00,6.22,,,,,,
1813,06/22/2025 23:50:00,5.40,,,,,,
1814,06/22/2025 23:55:00,5.27,,,,,,
1815,06/23/2025 00:00:00,6.05,,,,,,
1816,06/23/2025 00:05:00,5.79,,,,,,
1817,06/23/2025 00:10:00,5.45,,,,,,
1818,06/23/2025 00:15:00,6.13,,,,,,
1819,06/23/2025 00:20:00,6.82,,,,,,
1820,06/23/2025 00:25:00,5.23,,,,,,
1821,06/23/2025 00:30:00,5.32,,,,,,
1822,06/23/2025 00:35:00,5.02,,,,,,
1823,06/23/2025 00:40:00,4.80,,,,,,
1824,06/23/2025 00:45:00,4.76,,,,,,
1825,06/23/2025 00:50:00,4.72,,,,,,
1826,06/23/2025 00:55:00,4.89,,,,,,
1827,06/23/2025 01:00:00,4.97,,,,,,
1828,06/23/2025 01:05:00,5.23,,,,,,
1829,06/23/2025 01:10:00,5.32,,,,,,
1830,06/23/2025 01:15:00,6.00,,,,,,
1831,06/23/2025 01:20:00,5.53,,,,,,
1832,06/23/2025 01:25:00,5.27,,,,,,
1833,06/23/2025 01:30:00,4.59,,,,,,
1834,06/23/2025 01:35:00,4.80,,,,,,
1835,06/23/2025 01:40:00,3.69,,,,,,
1836,06/23/2025 01:45:00,3.30,,,,,,
1837,06/23/2025 01:50:00,3.13,,,,,,
1838,06/23/2025 01:55:00,2.91,,,,,,
1839,06/23/2025 02:00:00,3.60,,,,,,
1840,06/23/2025 02:05:00,3.56,,,,,,
1841,06/23/2025 02:10:00,3.17,,,,,,
1842,06/23/2025 02:15:00,3.21,,,,,,
1843,06/23/2025 02:20:00,3.00,,,,,,
1844,06/23/2025 02:25:00,2.40,,,,,,
1845,06/23/2025 02:30:00,2.44,,,,,,
1846,06/23/2025 02:35:00,2.06,,,,,,
1847,06/23/2025 02:40:00,2.31,,,,,,
1848,06/23/2025 02:45:00,1.97,,,,,,
1849,06/23/2025 02:50:00,2.14,,,,,,
1850,06/23/2025 02:55:00,2.14,,,,,,
1851,06/23/2025 03:00:00,1.33,,,,,,
1852,06/23/2025 03:05:00,1.20,,,,,,
1853,06/23/2025 03:10:00,0.73,,,,,,
1854,06/23/2025 03:15:00,0.60,,,,,,
1855,06/23/2025 03:20:00,0.73,,,,,,
1856,06/23/2025 03:25:00,0.73,,,,,,
1857,06/23/2025 03:30:00,0.60,,,,,,
1858,06/23/2025 03:35:00,0.64,,,,,,
1859,06/23/2025 03:40:00,0.55,,,,,,
1860,06/23/2025 03:45:00,0.51,,,,,,
1861,06/23/2025 03:50:00,0.51,,,,,,
1862,06/23/2025 03:55:00,0.47,,,,,,
1863,06/23/2025 04:00:00,0.68,,,,,,
1864,06/23/2025 04:05:00,0.77,,,,,,
1865,06/23/2025 04:10:00,0.73,,,,,,
1866,06/23/2025 04:15:00,0.81,,,,,,
1867,06/23/2025 04:20:00,0.81,,,,,,
1868,06/23/2025 04:25:00,0.77,,,,,,
1869,06/23/2025 04:30:00,1.07,,,,,,
1870,06/23/2025 04:35:00,1.03,,,,,,
1871,06/23/2025 04:40:00,0.68,,,,,,
1872,06/23/2025 04:45:00,0.90,,,,,,
1873,06/23/2025 04:50:00,0.55,,,,,,
1874,06/23/2025 04:55:00,0.68,,,,,,
1875,06/23/2025 05:00:00,1.03,,,,,,
1876,06/23/2025 05:05:00,0.90,,,,,,
1877,06/23/2025 05:10:00,0.81,,,,,,
1878,06/23/2025 05:15:00,1.93,,,,,,
1879,06/23/2025 05:20:00,2.74,,,,,,
1880,06/23/2025 05:25:00,2.83,,,,,,
1881,06/23/2025 05:30:00,3.60,,,,,,
1882,06/23/2025 05:35:00,3.52,,,,,,
1883,06/23/2025 05:40:00,4.20,,,,,,
1884,06/23/2025 05:45:00,5.23,,,,,,
1885,06/23/2025 05:50:00,4.80,,,,,,
1886,06/23/2025 05:55:00,4.12,,,,,,
1887,06/23/2025 06:00:00,4.16,,,,,,
1888,06/23/2025 06:05:00,3.82,,,,,,
1889,06/23/2025 06:10:00,4.12,,,,,,
1890,06/23/2025 06:15:00,4.12,,,,,,
1891,06/23/2025 06:20:00,4.54,,,,,,
1892,06/23/2025 06:25:00,4.50,,,,,,
1893,06/23/2025 06:30:00,4.07,,,,,,
1894,06/23/2025 06:35:00,4.89,,,,,,
1895,06/23/2025 06:40:00,5.96,,,,,,
1896,06/23/2025 06:45:00,6.22,,,,,,
1897,06/23/2025 06:50:00,4.89,,,,,,
1898,06/23/2025 06:55:00,5.15,,,,,,
1899,06/23/2025 07:00:00,4.67,,,,,,
1900,06/23/2025 07:05:00,4.97,,,,,,
1901,06/23/2025 07:10:00,5.02,,,,,,
1902,06/23/2025 07:15:00,5.36,,,,,,
1903,06/23/2025 07:20:00,5.10,,,,,,
1904,06/23/2025 07:25:00,5.45,,,,,,
1905,06/23/2025 07:30:00,5.15,,,,,,
1906,06/23/2025 07:35:00,4.89,,,,,,
1907,06/23/2025 07:40:00,4.76,,,,,,
1908,06/23/2025 07:45:00,4.46,,,,,,
1909,06/23/2025 07:50:00,4.59,,,,,,
1910,06/23/2025 07:55:00,5.40,,,,,,
1911,06/23/2025 08:00:00,5.57,,,,,,
1912,06/23/2025 08:05:00,5.66,,,,,,
1913,06/23/2025 08:10:00,5.96,,,,,,
1914,06/23/2025 08:15:00,5.96,,,,,,
1915,06/23/2025 08:20:00,6.00,,,,,,
1916,06/23/2025 08:25:00,6.05,,,,,,
1917,06/23/2025 08:30:00,5.75,,,,,,
1918,06/23/2025 08:35:00,5.36,,,,,,
1919,06/23/2025 08:40:00,5.62,,,,,,
1920,06/23/2025 08:45:00,6.35,,,,,,
1921,06/23/2025 08:50:00,6.39,,,,,,
1922,06/23/2025 08:55:00,6.22,,,,,,
1923,06/23/2025 09:00:00,6.17,,,,,,
1924,06/23/2025 09:05:00,5.66,,,,,,
1925,06/23/2025 09:10:00,5.02,,,,,,
1926,06/23/2025 09:15:00,4.54,,,,,,
1927,06/23/2025 09:20:00,4.67,,,,,,
1928,06/23/2025 09:25:00,6.22,,,,,,
1929,06/23/2025 09:30:00,6.05,,,,,,
1930,06/23/2025 09:35:00,6.78,,,,,,
1931,06/23/2025 09:40:00,8.32,,,,,,
1932,06/23/2025 09:45:00,10.46,,,,,,
1933,06/23/2025 09:50:00,11.32,,,,,,
1934,06/23/2025 09:55:00,10.38,,,,,,
1935,06/23/2025 10:00:00,8.66,,,,,,
1936,06/23/2025 10:05:00,8.06,,,,,,
1937,06/23/2025 10:10:00,9.14,,,,,,
1938,06/23/2025 10:15:00,7.93,,,,,,
1939,06/23/2025 10:20:00,7.20,,,,,,
1940,06/23/2025 10:25:00,7.25,,,,,,
1941,06/23/2025 10:30:00,8.71,,,,,,
1942,06/23/2025 10:35:00,7.63,,,,,,
1943,06/23/2025 10:40:00,6.95,,,,,,
1944,06/23/2025 10:45:00,6.73,,,,,,
1945,06/23/2025 10:50:00,8.75,,,,,,
1946,06/23/2025 10:55:00,9.35,,,,,,
1947,06/23/2025 11:00:00,9.05,,,,,,
1948,06/23/2025 11:05:00,6.48,,,,,,
1949,06/23/2025 11:10:00,5.92,,,,,,
1950,06/23/2025 11:15:00,4.93,,,,,,
1951,06/23/2025 11:20:00,4.80,,,,,,
1952,06/23/2025 11:25:00,4.24,,,,,,
1953,06/23/2025 11:30:00,6.35,,,,,,
1954,06/23/2025 11:35:00,6.48,,,,,,
1955,06/23/2025 11:40:00,6.22,,,,,,
1956,06/23/2025 11:45:00,5.49,,,,,,
1957,06/23/2025 11:50:00,5.87,,,,,,
1958,06/23/2025 11:55:00,5.53,,,,,,
1959,06/23/2025 12:00:00,5.40,,,,,,
1960,06/23/2025 12:05:00,7.42,,,,,,
1961,06/23/2025 12:10:00,9.09,,,,,,
1962,06/23/2025 12:15:00,5.70,,,,,,
1963,06/23/2025 12:20:00,5.27,,,,,,
1964,06/23/2025 12:25:00,6.17,,,,,,
1965,06/23/2025 12:30:00,5.40,,,,,,
1966,06/23/2025 12:35:00,5.53,,,,,,
1967,06/23/2025 12:40:00,5.45,,,,,,
1968,06/23/2025 12:45:00,5.66,,,,,,
1969,06/23/2025 12:50:00,5.19,,,,,,
1970,06/23/2025 12:55:00,4.59,,,,,,
1971,06/23/2025 13:00:00,3.94,,,,,,
1972,06/23/2025 13:05:00,2.66,,,,,,
1973,06/23/2025 13:10:00,2.53,,,,,,
1974,06/23/2025 13:15:00,2.66,,,,,,
1975,06/23/2025 13:20:00,2.44,,,,,,
1976,06/23/2025 13:25:00,2.27,,,,,,
1977,06/23/2025 13:30:00,1.93,,,,,,
1978,06/23/2025 13:35:00,1.97,,,,,,
1979,06/23/2025 13:40:00,1.80,,,,,,
1980,06/23/2025 13:45:00,1.67,,,,,,
1981,06/23/2025 13:50:00,1.41,,,,,,
1982,06/23/2025 13:55:00,1.37,,,,,,
1983,06/23/2025 14:00:00,1.37,,,,,,
1984,06/23/2025 14:05:00,1.41,,,,,,
1985,06/23/2025 14:10:00,1.28,,,,,,
1986,06/23/2025 14:15:00,1.24,,,,,,
1987,06/23/2025 14:20:00,1.41,,,,,,
1988,06/23/2025 14:25:00,1.33,,,,,,
1989,06/23/2025 14:30:00,1.24,,,,,,
1990,06/23/2025 14:35:00,1.20,,,,,,
1991,06/23/2025 14:40:00,1.37,,,,,,
1992,06/23/2025 14:45:00,2.19,,,,,,
1993,06/23/2025 14:50:00,1.80,,,,,,
1994,06/23/2025 14:55:00,2.27,,,,,,
1995,06/23/2025 15:00:00,2.14,,,,,,
1996,06/23/2025 15:05:00,2.10,,,,,,
1997,06/23/2025 15:10:00,1.97,,,,,,
1998,06/23/2025 15:15:00,1.88,,,,,,
1999,06/23/2025 15:20:00,2.01,,,,,,
2000,06/23/2025 15:25:00,1.93,,,,,,
2001,06/23/2025 15:30:00,1.97,,,,,,
2002,06/23/2025 15:35:00,1.80,,,,,,
2003,06/23/2025 15:40:00,2.06,,,,,,
2004,06/23/2025 15:45:00,1.84,,,,,,
2005,06/23/2025 15:50:00,2.14,,,,,,
2006,06/23/2025 15:55:00,2.01,,,,,,
2007,06/23/2025 16:00:00,2.19,,,,,,
2008,06/23/2025 16:05:00,2.10,,,,,,
2009,06/23/2025 16:10:00,1.88,,,,,,
2010,06/23/2025 16:15:00,1.76,,,,,,
2011,06/23/2025 16:20:00,2.06,,,,,,
2012,06/23/2025 16:25:00,2.06,,,,,,
2013,06/23/2025 16:30:00,1.84,,,,,,
2014,06/23/2025 16:35:00,2.01,,,,,,
2015,06/23/2025 16:40:00,1.88,,,,,,
2016,06/23/2025 16:45:00,1.67,,,,,,
2017,06/23/2025 16:50:00,1.80,,,,,,
2018,06/23/2025 16:55:00,1.67,,,,,,
2019,06/23/2025 17:00:00,1.41,,,,,,
2020,06/23/2025 17:05:00,1.46,,,,,,
2021,06/23/2025 17:10:00,1.88,,,,,,
2022,06/23/2025 17:15:00,1.58,,,,,,
2023,06/23/2025 17:20:00,1.63,,,,,,
2024,06/23/2025 17:25:00,1.88,,,,,,
2025,06/23/2025 17:30:00,2.23,,,,,,
2026,06/23/2025 17:35:00,2.61,,,,,,
2027,06/23/2025 17:40:00,4.54,,,,,,
2028,06/23/2025 17:45:00,4.67,,,,,,
2029,06/23/2025 17:50:00,3.90,,,,,,
2030,06/23/2025 17:55:00,3.34,,,,,,
2031,06/23/2025 18:00:00,4.20,,,,,,
2032,06/23/2025 18:05:00,4.42,,,,,,
2033,06/23/2025 18:10:00,5.36,,,,,,
2034,06/23/2025 18:15:00,5.32,,,,,,
2035,06/23/2025 18:20:00,3.82,,,,,,
2036,06/23/2025 18:25:00,3.64,,,,,,
2037,06/23/2025 18:30:00,3.69,,,,,,
2038,06/23/2025 18:35:00,3.09,,,,,,
2039,06/23/2025 18:40:00,3.34,,,,,,
2040,06/23/2025 18:45:00,3.43,,,,,,
2041,06/23/2025 18:50:00,4.72,,,,,,
2042,06/23/2025 18:55:00,4.84,,,,,,
2043,06/23/2025 19:00:00,4.80,,,,,,
2044,06/23/2025 19:05:00,5.27,,,,,,
2045,06/23/2025 19:10:00,5.40,,,,,,
2046,06/23/2025 19:15:00,6.48,,,,,,
2047,06/23/2025 19:20:00,8.32,,,,,,
2048,06/23/2025 19:25:00,9.52,,,,,,
2049,06/23/2025 19:30:00,10.16,,,,,,
2050,06/23/2025 19:35:00,9.61,,,,,,
2051,06/23/2025 19:40:00,9.31,,,,,,
2052,06/23/2025 19:45:00,6.78,,,,,,
2053,06/23/2025 19:50:00,6.73,,,,,,
2054,06/23/2025 19:55:00,8.11,,,,,,
2055,06/23/2025 20:00:00,8.11,,,,,,
2056,06/23/2025 20:05:00,7.33,,,,,,
2057,06/23/2025 20:10:00,10.08,,,,,,
2058,06/23/2025 20:15:00,12.18,,,,,,
2059,06/23/2025 20:20:00,12.70,,,,,,
2060,06/23/2025 20:25:00,12.91,,,,,,
2061,06/23/2025 20:30:00,16.56,,,,,,
2062,06/23/2025 20:35:00,18.06,,,,,,
2063,06/23/2025 20:40:00,17.80,,,,,,
2064,06/23/2025 20:45:00,14.80,,,,,,
2065,06/23/2025 20:50:00,14.88,,,,,,
2066,06/23/2025 20:55:00,18.36,,,,,,
2067,06/23/2025 21:00:00,19.60,,,,,,
2068,06/23/2025 21:05:00,21.19,,,,,,
2069,06/23/2025 21:10:00,20.12,,,,,,
2070,06/23/2025 21:15:00,17.72,,,,,,
2071,06/23/2025 21:20:00,14.67,,,,,,
2072,06/23/2025 21:25:00,13.30,,,,,,
2073,06/23/2025 21:30:00,11.71,,,,,,
2074,06/23/2025 21:35:00,9.22,,,,,,
2075,06/23/2025 21:40:00,7.25,,,,,,
2076,06/23/2025 21:45:00,6.30,,,,,,
2077,06/23/2025 21:50:00,5.75,,,,,,
2078,06/23/2025 21:55:00,5.62,,,,,,
2079,06/23/2025 22:00:00,5.57,,,,,,
2080,06/23/2025 22:05:00,7.46,,,,,,
2081,06/23/2025 22:10:00,8.96,,,,,,
2082,06/23/2025 22:15:00,8.71,,,,,,
2083,06/23/2025 22:20:00,8.06,,,,,,
2084,06/23/2025 22:25:00,7.85,,,,,,
2085,06/23/2025 22:30:00,7.38,,,,,,
2086,06/23/2025 22:35:00,6.99,,,,,,
2087,06/23/2025 22:40:00,6.82,,,,,,
2088,06/23/2025 22:45:00,6.90,,,,,,
2089,06/23/2025 22:50:00,6.22,,,,,,
2090,06/23/2025 22:55:00,5.87,,,,,,
2091,06/23/2025 23:00:00,6.43,,,,,,
2092,06/23/2025 23:05:00,6.48,,,,,,
2093,06/23/2025 23:10:00,6.05,,,,,,
2094,06/23/2025 23:15:00,7.42,,,,,,
2095,06/23/2025 23:20:00,7.63,,,,,,
2096,06/23/2025 23:25:00,7.89,,,,,,
2097,06/23/2025 23:30:00,7.59,,,,,,
2098,06/23/2025 23:35:00,6.43,,,,,,
2099,06/23/2025 23:40:00,6.35,,,,,,
2100,06/23/2025 23:45:00,5.96,,,,,,
2101,06/23/2025 23:50:00,6.17,,,,,,
2102,06/23/2025 23:55:00,6.30,,,,,,
2103,06/24/2025 00:00:00,5.92,,,,,,
2104,06/24/2025 00:05:00,6.17,,,,,,
2105,06/24/2025 00:10:00,6.00,,,,,,
2106,06/24/2025 00:15:00,5.79,,,,,,
2107,06/24/2025 00:20:00,4.84,,,,,,
2108,06/24/2025 00:25:00,4.16,,,,,,
2109,06/24/2025 00:30:00,5.57,,,,,,
2110,06/24/2025 00:35:00,5.10,,,,,,
2111,06/24/2025 00:40:00,3.56,,,,,,
2112,06/24/2025 00:45:00,2.70,,,,,,
2113,06/24/2025 00:50:00,2.49,,,,,,
2114,06/24/2025 00:55:00,2.74,,,,,,
2115,06/24/2025 01:00:00,2.57,,,,,,
2116,06/24/2025 01:05:00,1.88,,,,,,
2117,06/24/2025 01:10:00,1.88,,,,,,
2118,06/24/2025 01:15:00,2.27,,,,,,
2119,06/24/2025 01:20:00,2.31,,,,,,
2120,06/24/2025 01:25:00,1.93,,,,,,
2121,06/24/2025 01:30:00,1.63,,,,,,
2122,06/24/2025 01:35:00,1.28,,,,,,
2123,06/24/2025 01:40:00,1.24,,,,,,
2124,06/24/2025 01:45:00,0.94,,,,,,
2125,06/24/2025 01:50:00,0.77,,,,,,
2126,06/24/2025 01:55:00,0.90,,,,,,
2127,06/24/2025 02:00:00,0.98,,,,,,
2128,06/24/2025 02:05:00,0.94,,,,,,
2129,06/24/2025 02:10:00,1.07,,,,,,
2130,06/24/2025 02:15:00,1.11,,,,,,
2131,06/24/2025 02:20:00,1.07,,,,,,
2132,06/24/2025 02:25:00,1.03,,,,,,
2133,06/24/2025 02:30:00,0.94,,,,,,
2134,06/24/2025 02:35:00,0.81,,,,,,
2135,06/24/2025 02:40:00,0.81,,,,,,
2136,06/24/2025 02:45:00,0.77,,,,,,
2137,06/24/2025 02:50:00,1.03,,,,,,
2138,06/24/2025 02:55:00,1.16,,,,,,
2139,06/24/2025 03:00:00,0.98,,,,,,
2140,06/24/2025 03:05:00,1.20,,,,,,
2141,06/24/2025 03:10:00,1.07,,,,,,
2142,06/24/2025 03:15:00,0.81,,,,,,
2143,06/24/2025 03:20:00,0.90,,,,,,
2144,06/24/2025 03:25:00,0.90,,,,,,
2145,06/24/2025 03:30:00,0.98,,,,,,
2146,06/24/2025 03:35:00,1.20,,,,,,
2147,06/24/2025 03:40:00,1.41,,,,,,
2148,06/24/2025 03:45:00,1.67,,,,,,
2149,06/24/2025 03:50:00,2.31,,,,,,
2150,06/24/2025 03:55:00,2.53,,,,,,
2151,06/24/2025 04:00:00,2.06,,,,,,
2152,06/24/2025 04:05:00,2.79,,,,,,
2153,06/24/2025 04:10:00,2.74,,,,,,
2154,06/24/2025 04:15:00,3.43,,,,,,
2155,06/24/2025 04:20:00,3.26,,,,,,
2156,06/24/2025 04:25:00,2.91,,,,,,
2157,06/24/2025 04:30:00,2.53,,,,,,
2158,06/24/2025 04:35:00,2.79,,,,,,
2159,06/24/2025 04:40:00,2.87,,,,,,
2160,06/24/2025 04:45:00,2.70,,,,,,
2161,06/24/2025 04:50:00,3.00,,,,,,
2162,06/24/2025 04:55:00,3.04,,,,,,
2163,06/24/2025 05:00:00,2.91,,,,,,
2164,06/24/2025 05:05:00,2.61,,,,,,
2165,06/24/2025 05:10:00,2.91,,,,,,
2166,06/24/2025 05:15:00,3.43,,,,,,
2167,06/24/2025 05:20:00,4.12,,,,,,
2168,06/24/2025 05:25:00,3.77,,,,,,
2169,06/24/2025 05:30:00,3.60,,,,,,
2170,06/24/2025 05:35:00,4.20,,,,,,
2171,06/24/2025 05:40:00,4.20,,,,,,
2172,06/24/2025 05:45:00,4.67,,,,,,
2173,06/24/2025 05:50:00,4.33,,,,,,
2174,06/24/2025 05:55:00,4.12,,,,,,
2175,06/24/2025 06:00:00,4.16,,,,,,
2176,06/24/2025 06:05:00,4.24,,,,,,
2177,06/24/2025 06:10:00,4.29,,,,,,
2178,06/24/2025 06:15:00,4.93,,,,,,
2179,06/24/2025 06:20:00,5.53,,,,,,
2180,06/24/2025 06:25:00,7.38,,,,,,
2181,06/24/2025 06:30:00,8.96,,,,,,
2182,06/24/2025 06:35:00,8.23,,,,,,
2183,06/24/2025 06:40:00,5.57,,,,,,
2184,06/24/2025 06:45:00,4.84,,,,,,
2185,06/24/2025 06:50:00,5.27,,,,,,
2186,06/24/2025 06:55:00,5.36,,,,,,
2187,06/24/2025 07:00:00,5.49,,,,,,
2188,06/24/2025 07:05:00,5.36,,,,,,
2189,06/24/2025 07:10:00,5.96,,,,,,
2190,06/24/2025 07:15:00,5.70,,,,,,
2191,06/24/2025 07:20:00,6.56,,,,,,
2192,06/24/2025 07:25:00,7.25,,,,,,
2193,06/24/2025 07:30:00,6.56,,,,,,
2194,06/24/2025 07:35:00,6.69,,,,,,
2195,06/24/2025 07:40:00,6.22,,,,,,
2196,06/24/2025 07:45:00,6.09,,,,,,
2197,06/24/2025 07:50:00,7.08,,,,,,
2198,06/24/2025 07:55:00,6.82,,,,,,
2199,06/24/2025 08:00:00,5.23,,,,,,
2200,06/24/2025 08:05:00,4.72,,,,,,
2201,06/24/2025 08:10:00,4.97,,,,,,
2202,06/24/2025 08:15:00,5.49,,,,,,
2203,06/24/2025 08:20:00,5.62,,,,,,
2204,06/24/2025 08:25:00,5.96,,,,,,
2205,06/24/2025 08:30:00,6.82,,,,,,
2206,06/24/2025 08:35:00,7.89,,,,,,
2207,06/24/2025 08:40:00,9.56,,,,,,
2208,06/24/2025 08:45:00,9.22,,,,,,
2209,06/24/2025 08:50:00,7.33,,,,,,
2210,06/24/2025 08:55:00,7.08,,,,,,
2211,06/24/2025 09:00:00,6.82,,,,,,
2212,06/24/2025 09:05:00,7.29,,,,,,
2213,06/24/2025 09:10:00,9.48,,,,,,
2214,06/24/2025 09:15:00,9.44,,,,,,
2215,06/24/2025 09:20:00,9.65,,,,,,
2216,06/24/2025 09:25:00,9.09,,,,,,
2217,06/24/2025 09:30:00,7.85,,,,,,
2218,06/24/2025 09:35:00,8.02,,,,,,
2219,06/24/2025 09:40:00,9.26,,,,,,
2220,06/24/2025 09:45:00,9.01,,,,,,
2221,06/24/2025 09:50:00,7.55,,,,,,
2222,06/24/2025 09:55:00,5.83,,,,,,
2223,06/24/2025 10:00:00,5.57,,,,,,
2224,06/24/2025 10:05:00,6.00,,,,,,
2225,06/24/2025 10:10:00,6.60,,,,,,
2226,06/24/2025 10:15:00,5.92,,,,,,
2227,06/24/2025 10:20:00,5.45,,,,,,
2228,06/24/2025 10:25:00,4.67,,,,,,
2229,06/24/2025 10:30:00,4.33,,,,,,
2230,06/24/2025 10:35:00,4.20,,,,,,
2231,06/24/2025 10:40:00,4.42,,,,,,
2232,06/24/2025 10:45:00,4.42,,,,,,
2233,06/24/2025 10:50:00,5.19,,,,,,
2234,06/24/2025 10:55:00,4.29,,,,,,
2235,06/24/2025 11:00:00,3.09,,,,,,
2236,06/24/2025 11:05:00,2.44,,,,,,
2237,06/24/2025 11:10:00,2.27,,,,,,
2238,06/24/2025 11:15:00,2.66,,,,,,
2239,06/24/2025 11:20:00,2.31,,,,,,
2240,06/24/2025 11:25:00,1.88,,,,,,
2241,06/24/2025 11:30:00,1.58,,,,,,
2242,06/24/2025 11:35:00,1.63,,,,,,
2243,06/24/2025 11:40:00,1.58,,,,,,
2244,06/24/2025 11:45:00,1.33,,,,,,
2245,06/24/2025 11:50:00,1.11,,,,,,
2246,06/24/2025 11:55:00,0.98,,,,,,
2247,06/24/2025 12:00:00,0.81,,,,,,
2248,06/24/2025 12:05:00,0.77,,,,,,
2249,06/24/2025 12:10:00,0.73,,,,,,
2250,06/24/2025 12:15:00,0.73,,,,,,
2251,06/24/2025 12:20:00,0.81,,,,,,
2252,06/24/2025 12:25:00,0.60,,,,,,
2253,06/24/2025 12:30:00,0.81,,,,,,
2254,06/24/2025 12:35:00,0.90,,,,,,
2255,06/24/2025 12:40:00,1.07,,,,,,
2256,06/24/2025 12:45:00,0.77,,,,,,
2257,06/24/2025 12:50:00,0.77,,,,,,
2258,06/24/2025 12:55:00,0.81,,,,,,
2259,06/24/2025 13:00:00,0.81,,,,,,
2260,06/24/2025 13:05:00,1.03,,,,,,
2261,06/24/2025 13:10:00,1.16,,,,,,
2262,06/24/2025 13:15:00,0.98,,,,,,
2263,06/24/2025 13:20:00,0.86,,,,,,
2264,06/24/2025 13:25:00,0.86,,,,,,
2265,06/24/2025 13:30:00,0.73,,,,,,
2266,06/24/2025 13:35:00,0.64,,,,,,
2267,06/24/2025 13:40:00,1.03,,,,,,
2268,06/24/2025 13:45:00,0.81,,,,,,
2269,06/24/2025 13:50:00,1.07,,,,,,
2270,06/24/2025 13:55:00,1.16,,,,,,
2271,06/24/2025 14:00:00,1.33,,,,,,
2272,06/24/2025 14:05:00,2.10,,,,,,
2273,06/24/2025 14:10:00,2.14,,,,,,
2274,06/24/2025 14:15:00,2.74,,,,,,
