#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,Stopped,End of File
3218,07/05/2024 13:49:28,21.62,0.00,,,,,
3219,07/05/2024 13:54:28,21.66,0.00,,,,,
3220,07/05/2024 13:59:28,21.70,0.00,,,,,
3221,07/05/2024 14:04:28,21.62,0.00,,,,,
3222,07/05/2024 14:09:28,21.70,0.00,,,,,
3223,07/05/2024 14:14:28,21.75,0.00,,,,,
3224,07/05/2024 14:19:28,21.88,0.00,,,,,
3225,07/05/2024 14:24:28,21.96,0.00,,,,,
3226,07/05/2024 14:29:28,22.05,0.00,,,,,
3227,07/05/2024 14:34:28,22.18,0.00,,,,,
3228,07/05/2024 14:39:28,22.39,0.00,,,,,
3229,07/05/2024 14:44:28,22.39,0.00,,,,,
3230,07/05/2024 14:49:28,22.48,0.00,,,,,
3231,07/05/2024 14:54:28,22.56,0.00,,,,,
3232,07/05/2024 14:59:28,22.56,0.00,,,,,
3233,07/05/2024 15:04:28,22.48,0.00,,,,,
3234,07/05/2024 15:09:28,22.48,0.00,,,,,
3235,07/05/2024 15:14:28,22.43,0.00,,,,,
3236,07/05/2024 15:19:28,22.35,0.00,,,,,
3237,07/05/2024 15:24:28,22.22,0.00,,,,,
3238,07/05/2024 15:29:28,22.22,0.00,,,,,
3239,07/05/2024 15:34:28,22.09,0.00,,,,,
3240,07/05/2024 15:39:28,22.09,0.00,,,,,
3241,07/05/2024 15:44:28,21.96,0.00,,,,,
3242,07/05/2024 15:49:28,21.88,0.00,,,,,
3243,07/05/2024 15:54:28,21.79,0.00,,,,,
3244,07/05/2024 15:59:28,21.79,0.00,,,,,
3245,07/05/2024 16:04:28,21.70,0.00,,,,,
3246,07/05/2024 16:09:28,21.75,0.00,,,,,
3247,07/05/2024 16:14:28,21.75,0.00,,,,,
3248,07/05/2024 16:19:28,21.79,0.00,,,,,
3249,07/05/2024 16:24:28,21.79,0.00,,,,,
3250,07/05/2024 16:29:28,21.79,0.00,,,,,
3251,07/05/2024 16:34:28,21.75,0.00,,,,,
3252,07/05/2024 16:39:28,21.70,0.00,,,,,
3253,07/05/2024 16:44:28,21.70,0.00,,,,,
3254,07/05/2024 16:49:28,21.66,0.00,,,,,
3255,07/05/2024 16:54:28,21.62,0.00,,,,,
3256,07/05/2024 16:59:28,21.58,0.00,,,,,
3257,07/05/2024 17:04:28,21.53,0.00,,,,,
3258,07/05/2024 17:09:28,21.58,0.00,,,,,
3259,07/05/2024 17:14:28,21.45,0.00,,,,,
3260,07/05/2024 17:19:28,21.45,0.00,,,,,
3261,07/05/2024 17:24:28,21.58,0.00,,,,,
3262,07/05/2024 17:29:28,21.75,0.00,,,,,
3263,07/05/2024 17:34:28,21.83,0.00,,,,,
3264,07/05/2024 17:39:28,21.83,0.00,,,,,
3265,07/05/2024 17:44:28,21.83,0.00,,,,,
3266,07/05/2024 17:49:28,21.79,0.00,,,,,
3267,07/05/2024 17:54:28,21.92,0.00,,,,,
3268,07/05/2024 17:59:28,21.92,0.00,,,,,
3269,07/05/2024 18:04:28,22.05,0.00,,,,,
3270,07/05/2024 18:09:28,22.05,0.00,,,,,
3271,07/05/2024 18:14:28,22.05,0.00,,,,,
3272,07/05/2024 18:19:28,22.13,0.00,,,,,
3273,07/05/2024 18:24:28,22.22,0.00,,,,,
3274,07/05/2024 18:29:28,22.31,0.00,,,,,
3275,07/05/2024 18:34:28,22.39,0.00,,,,,
3276,07/05/2024 18:39:28,22.48,0.00,,,,,
3277,07/05/2024 18:44:28,22.61,0.00,,,,,
3278,07/05/2024 18:49:28,22.95,0.00,,,,,
3279,07/05/2024 18:54:28,23.29,0.00,,,,,
3280,07/05/2024 18:59:28,23.51,0.00,,,,,
3281,07/05/2024 19:04:28,23.68,0.00,,,,,
3282,07/05/2024 19:09:28,23.68,0.00,,,,,
3283,07/05/2024 19:14:28,23.64,0.00,,,,,
3284,07/05/2024 19:19:28,23.64,0.00,,,,,
3285,07/05/2024 19:24:28,23.55,0.00,,,,,
3286,07/05/2024 19:29:28,23.55,0.00,,,,,
3287,07/05/2024 19:34:28,23.46,0.00,,,,,
3288,07/05/2024 19:39:28,23.42,0.00,,,,,
3289,07/05/2024 19:44:28,23.29,0.00,,,,,
3290,07/05/2024 19:49:28,23.16,0.00,,,,,
3291,07/05/2024 19:54:28,23.12,0.00,,,,,
3292,07/05/2024 19:59:28,23.51,0.00,,,,,
3293,07/05/2024 20:04:28,23.76,0.00,,,,,
3294,07/05/2024 20:09:28,23.94,0.00,,,,,
3295,07/05/2024 20:14:28,24.06,0.00,,,,,
3296,07/05/2024 20:19:28,24.24,0.00,,,,,
3297,07/05/2024 20:24:28,24.28,0.00,,,,,
3298,07/05/2024 20:29:28,24.36,0.00,,,,,
3299,07/05/2024 20:34:28,24.45,0.00,,,,,
3300,07/05/2024 20:39:28,24.49,0.00,,,,,
3301,07/05/2024 20:44:28,24.45,0.00,,,,,
3302,07/05/2024 20:49:28,24.28,0.00,,,,,
3303,07/05/2024 20:54:28,24.11,0.00,,,,,
3304,07/05/2024 20:59:28,23.98,0.00,,,,,
3305,07/05/2024 21:04:28,23.76,0.00,,,,,
3306,07/05/2024 21:09:28,23.64,0.00,,,,,
3307,07/05/2024 21:14:28,23.51,0.00,,,,,
3308,07/05/2024 21:19:28,23.38,0.00,,,,,
3309,07/05/2024 21:24:28,23.21,0.00,,,,,
3310,07/05/2024 21:29:28,22.99,0.00,,,,,
3311,07/05/2024 21:34:28,22.86,0.00,,,,,
3312,07/05/2024 21:39:28,22.65,0.00,,,,,
3313,07/05/2024 21:44:28,22.52,0.00,,,,,
3314,07/05/2024 21:49:28,22.31,0.00,,,,,
3315,07/05/2024 21:54:28,22.13,0.00,,,,,
3316,07/05/2024 21:59:28,21.92,0.00,,,,,
3317,07/05/2024 22:04:28,21.79,0.00,,,,,
3318,07/05/2024 22:09:28,21.58,0.00,,,,,
3319,07/05/2024 22:14:28,21.49,0.00,,,,,
3320,07/05/2024 22:19:28,21.83,0.00,,,,,
3321,07/05/2024 22:24:28,22.18,0.00,,,,,
3322,07/05/2024 22:29:28,22.43,0.00,,,,,
3323,07/05/2024 22:34:28,22.52,0.00,,,,,
3324,07/05/2024 22:39:28,22.48,0.00,,,,,
3325,07/05/2024 22:44:28,22.18,0.00,,,,,
3326,07/05/2024 22:49:28,22.18,0.00,,,,,
3327,07/05/2024 22:54:28,22.48,0.00,,,,,
3328,07/05/2024 22:59:28,23.03,0.00,,,,,
3329,07/05/2024 23:04:28,23.38,0.00,,,,,
3330,07/05/2024 23:09:28,23.59,0.00,,,,,
3331,07/05/2024 23:14:28,23.76,0.00,,,,,
3332,07/05/2024 23:19:28,24.06,0.00,,,,,
3333,07/05/2024 23:24:28,24.19,0.00,,,,,
3334,07/05/2024 23:29:28,24.36,0.00,,,,,
3335,07/05/2024 23:34:28,24.49,0.00,,,,,
3336,07/05/2024 23:39:28,24.54,0.00,,,,,
3337,07/05/2024 23:44:28,24.62,0.00,,,,,
3338,07/05/2024 23:49:28,24.75,0.00,,,,,
3339,07/05/2024 23:54:28,24.79,0.00,,,,,
3340,07/05/2024 23:59:28,24.84,0.00,,,,,
3341,07/06/2024 00:04:28,24.88,0.00,,,,,
3342,07/06/2024 00:09:28,24.92,0.00,,,,,
3343,07/06/2024 00:14:28,24.97,0.00,,,,,
3344,07/06/2024 00:19:28,25.01,0.00,,,,,
3345,07/06/2024 00:24:28,24.97,0.00,,,,,
3346,07/06/2024 00:29:28,25.09,0.00,,,,,
3347,07/06/2024 00:34:28,25.05,0.00,,,,,
3348,07/06/2024 00:39:28,25.05,0.00,,,,,
3349,07/06/2024 00:44:28,25.01,0.00,,,,,
3350,07/06/2024 00:49:28,24.92,0.00,,,,,
3351,07/06/2024 00:54:28,24.79,0.00,,,,,
3352,07/06/2024 00:59:28,24.66,0.00,,,,,
3353,07/06/2024 01:04:28,24.62,0.00,,,,,
3354,07/06/2024 01:09:28,24.54,0.00,,,,,
3355,07/06/2024 01:14:28,24.41,0.00,,,,,
3356,07/06/2024 01:19:28,24.36,0.00,,,,,
3357,07/06/2024 01:24:28,24.28,0.00,,,,,
3358,07/06/2024 01:29:28,24.15,0.00,,,,,
3359,07/06/2024 01:34:28,24.15,0.00,,,,,
3360,07/06/2024 01:39:28,24.06,0.00,,,,,
3361,07/06/2024 01:44:28,24.02,0.00,,,,,
3362,07/06/2024 01:49:28,23.94,0.00,,,,,
3363,07/06/2024 01:54:28,23.85,0.00,,,,,
3364,07/06/2024 01:59:28,23.85,0.00,,,,,
3365,07/06/2024 02:04:28,23.76,0.00,,,,,
3366,07/06/2024 02:09:28,23.76,0.00,,,,,
3367,07/06/2024 02:14:28,23.68,0.00,,,,,
3368,07/06/2024 02:19:28,23.64,0.00,,,,,
3369,07/06/2024 02:24:28,23.59,0.00,,,,,
3370,07/06/2024 02:29:28,23.55,0.00,,,,,
3371,07/06/2024 02:34:28,23.55,0.00,,,,,
3372,07/06/2024 02:39:28,23.51,0.00,,,,,
3373,07/06/2024 02:44:28,23.51,0.00,,,,,
3374,07/06/2024 02:49:28,23.46,0.00,,,,,
3375,07/06/2024 02:54:28,23.38,0.00,,,,,
3376,07/06/2024 02:59:28,23.42,0.00,,,,,
3377,07/06/2024 03:04:28,23.34,0.00,,,,,
3378,07/06/2024 03:09:28,23.38,0.00,,,,,
3379,07/06/2024 03:14:28,23.38,0.00,,,,,
3380,07/06/2024 03:19:28,23.29,0.00,,,,,
3381,07/06/2024 03:24:28,23.34,0.00,,,,,
3382,07/06/2024 03:29:28,23.29,0.00,,,,,
3383,07/06/2024 03:34:28,23.29,0.00,,,,,
3384,07/06/2024 03:39:28,23.29,0.00,,,,,
3385,07/06/2024 03:44:28,23.25,0.00,,,,,
3386,07/06/2024 03:49:28,23.25,0.00,,,,,
3387,07/06/2024 03:54:28,23.16,0.00,,,,,
3388,07/06/2024 03:59:28,23.16,0.00,,,,,
3389,07/06/2024 04:04:28,23.16,0.00,,,,,
3390,07/06/2024 04:09:28,23.16,0.00,,,,,
3391,07/06/2024 04:14:28,23.12,0.00,,,,,
3392,07/06/2024 04:19:28,23.08,0.00,,,,,
3393,07/06/2024 04:24:28,23.12,0.00,,,,,
3394,07/06/2024 04:29:28,23.08,0.00,,,,,
3395,07/06/2024 04:34:28,23.03,0.00,,,,,
3396,07/06/2024 04:39:28,23.03,0.00,,,,,
3397,07/06/2024 04:44:28,23.03,0.00,,,,,
3398,07/06/2024 04:49:28,23.03,0.00,,,,,
3399,07/06/2024 04:54:28,22.95,0.00,,,,,
3400,07/06/2024 04:59:28,22.99,0.00,,,,,
3401,07/06/2024 05:04:28,22.95,0.00,,,,,
3402,07/06/2024 05:09:28,22.99,0.00,,,,,
3403,07/06/2024 05:14:28,22.91,0.00,,,,,
3404,07/06/2024 05:19:28,22.91,0.00,,,,,
3405,07/06/2024 05:24:28,22.86,0.00,,,,,
3406,07/06/2024 05:29:28,22.86,0.00,,,,,
3407,07/06/2024 05:34:28,22.86,0.00,,,,,
3408,07/06/2024 05:39:28,22.82,0.00,,,,,
3409,07/06/2024 05:44:28,22.82,0.00,,,,,
3410,07/06/2024 05:49:28,22.78,0.00,,,,,
3411,07/06/2024 05:54:28,22.82,0.00,,,,,
3412,07/06/2024 05:59:28,22.86,0.00,,,,,
3413,07/06/2024 06:04:28,22.73,0.00,,,,,
3414,07/06/2024 06:09:28,22.82,0.00,,,,,
3415,07/06/2024 06:14:28,22.78,0.00,,,,,
3416,07/06/2024 06:19:28,22.78,0.00,,,,,
3417,07/06/2024 06:24:28,22.73,0.00,,,,,
3418,07/06/2024 06:29:28,22.73,0.00,,,,,
3419,07/06/2024 06:34:28,22.73,0.00,,,,,
3420,07/06/2024 06:39:28,22.73,0.00,,,,,
3421,07/06/2024 06:44:28,22.69,0.00,,,,,
3422,07/06/2024 06:49:28,22.73,0.00,,,,,
3423,07/06/2024 06:54:28,22.69,0.00,,,,,
3424,07/06/2024 06:59:28,22.69,0.00,,,,,
3425,07/06/2024 07:04:28,22.69,0.00,,,,,
3426,07/06/2024 07:09:28,22.69,0.00,,,,,
3427,07/06/2024 07:14:28,22.73,0.00,,,,,
3428,07/06/2024 07:19:28,22.65,0.00,,,,,
3429,07/06/2024 07:24:28,22.69,0.00,,,,,
3430,07/06/2024 07:29:28,22.65,0.00,,,,,
3431,07/06/2024 07:34:28,22.61,0.00,,,,,
3432,07/06/2024 07:39:28,22.65,0.00,,,,,
3433,07/06/2024 07:44:28,22.69,0.00,,,,,
3434,07/06/2024 07:49:28,22.61,0.00,,,,,
3435,07/06/2024 07:54:28,22.61,0.00,,,,,
3436,07/06/2024 07:59:28,22.65,0.00,,,,,
3437,07/06/2024 08:04:28,22.65,0.00,,,,,
3438,07/06/2024 08:09:28,22.65,0.00,,,,,
3439,07/06/2024 08:14:28,22.65,0.00,,,,,
3440,07/06/2024 08:19:28,22.61,0.00,,,,,
3441,07/06/2024 08:24:28,22.65,0.00,,,,,
3442,07/06/2024 08:29:28,22.61,0.00,,,,,
3443,07/06/2024 08:34:28,22.56,0.00,,,,,
3444,07/06/2024 08:39:28,22.61,0.00,,,,,
3445,07/06/2024 08:44:28,22.61,0.00,,,,,
3446,07/06/2024 08:49:28,22.61,0.00,,,,,
3447,07/06/2024 08:54:28,22.56,0.00,,,,,
3448,07/06/2024 08:59:28,22.52,0.00,,,,,
3449,07/06/2024 09:04:28,22.61,0.00,,,,,
3450,07/06/2024 09:09:28,22.61,0.00,,,,,
3451,07/06/2024 09:14:28,22.65,0.00,,,,,
3452,07/06/2024 09:19:28,22.56,0.00,,,,,
3453,07/06/2024 09:24:28,22.52,0.00,,,,,
3454,07/06/2024 09:29:28,22.61,0.00,,,,,
3455,07/06/2024 09:34:28,22.56,0.00,,,,,
3456,07/06/2024 09:39:28,22.61,0.00,,,,,
3457,07/06/2024 09:44:28,22.56,0.00,,,,,
3458,07/06/2024 09:49:28,22.61,0.00,,,,,
3459,07/06/2024 09:54:28,22.61,0.00,,,,,
3460,07/06/2024 09:59:28,22.56,0.00,,,,,
3461,07/06/2024 10:04:28,22.61,0.00,,,,,
3462,07/06/2024 10:09:28,22.61,0.00,,,,,
3463,07/06/2024 10:14:28,22.61,0.00,,,,,
3464,07/06/2024 10:19:28,22.61,0.00,,,,,
3465,07/06/2024 10:24:28,22.61,0.00,,,,,
3466,07/06/2024 10:29:28,22.65,0.00,,,,,
3467,07/06/2024 10:34:28,22.65,0.00,,,,,
3468,07/06/2024 10:39:28,22.61,0.00,,,,,
3469,07/06/2024 10:44:28,22.65,0.00,,,,,
3470,07/06/2024 10:49:28,22.61,0.00,,,,,
3471,07/06/2024 10:54:28,22.65,0.00,,,,,
3472,07/06/2024 10:59:28,22.65,0.00,,,,,
3473,07/06/2024 11:04:28,22.65,0.00,,,,,
3474,07/06/2024 11:09:28,22.69,0.00,,,,,
3475,07/06/2024 11:14:28,22.61,0.00,,,,,
3476,07/06/2024 11:19:28,22.73,0.00,,,,,
3477,07/06/2024 11:24:28,22.65,0.00,,,,,
3478,07/06/2024 11:29:28,22.65,0.00,,,,,
3479,07/06/2024 11:34:28,22.69,0.00,,,,,
3480,07/06/2024 11:39:28,22.73,0.00,,,,,
3481,07/06/2024 11:44:28,22.73,0.00,,,,,
3482,07/06/2024 11:49:28,22.73,0.00,,,,,
3483,07/06/2024 11:54:28,22.73,0.00,,,,,
3484,07/06/2024 11:59:28,22.69,0.00,,,,,
3485,07/06/2024 12:04:28,22.73,0.00,,,,,
3486,07/06/2024 12:09:28,22.73,0.00,,,,,
3487,07/06/2024 12:14:28,22.73,0.00,,,,,
3488,07/06/2024 12:19:28,22.73,0.00,,,,,
3489,07/06/2024 12:24:28,22.73,0.00,,,,,
3490,07/06/2024 12:29:28,22.78,0.00,,,,,
3491,07/06/2024 12:34:28,22.73,0.00,,,,,
3492,07/06/2024 12:39:28,22.78,0.00,,,,,
3493,07/06/2024 12:44:28,22.78,0.00,,,,,
3494,07/06/2024 12:49:28,22.78,0.00,,,,,
3495,07/06/2024 12:54:28,22.78,0.00,,,,,
3496,07/06/2024 12:59:28,22.73,0.00,,,,,
3497,07/06/2024 13:04:28,22.86,0.00,,,,,
3498,07/06/2024 13:09:28,22.91,0.00,,,,,
3499,07/06/2024 13:14:28,22.95,0.00,,,,,
3500,07/06/2024 13:19:28,23.08,0.00,,,,,
3501,07/06/2024 13:24:28,23.12,0.00,,,,,
3502,07/06/2024 13:29:28,23.29,0.00,,,,,
3503,07/06/2024 13:34:28,23.34,0.00,,,,,
3504,07/06/2024 13:39:28,23.38,0.00,,,,,
3505,07/06/2024 13:44:28,23.46,0.00,,,,,
3506,07/06/2024 13:49:28,23.64,0.00,,,,,
3507,07/06/2024 13:54:28,24.45,0.00,,,,,
3508,07/06/2024 13:59:28,25.52,0.00,,,,,
3509,07/06/2024 14:04:28,26.25,0.00,,,,,
3510,07/06/2024 14:09:28,26.72,0.00,,,,,
3511,07/06/2024 14:14:28,27.02,0.00,,,,,
3512,07/06/2024 14:19:28,27.37,0.00,,,,,
3513,07/06/2024 14:24:28,27.45,0.00,,,,,
3514,07/06/2024 14:29:28,27.15,0.00,,,,,
3515,07/06/2024 14:34:28,26.77,0.00,,,,,
3516,07/06/2024 14:39:28,27.11,19.27,,,,,
3517,07/06/2024 14:44:28,28.05,16.91,,,,,
3518,07/06/2024 14:49:28,29.26,15.93,,,,,
3519,07/06/2024 14:54:28,30.46,0.00,,,,,
3520,07/06/2024 14:59:28,31.31,0.00,,,,,
3521,07/06/2024 15:04:28,31.61,0.00,,,,,
3522,07/06/2024 15:09:28,31.79,0.00,,,,,
3523,07/06/2024 15:14:28,31.87,0.00,,,,,
3524,07/06/2024 15:19:28,31.92,0.00,,,,,
3525,07/06/2024 15:24:28,31.87,0.00,,,,,
3526,07/06/2024 15:29:28,31.66,0.00,,,,,
3527,07/06/2024 15:34:28,31.40,0.00,,,,,
3528,07/06/2024 15:39:28,31.06,0.00,,,,,
3529,07/06/2024 15:44:28,30.71,0.00,,,,,
3530,07/06/2024 15:49:28,30.28,0.00,,,,,
3531,07/06/2024 15:54:28,29.86,0.00,,,,,
3532,07/06/2024 15:59:28,29.43,0.00,,,,,
3533,07/06/2024 16:04:28,29.04,0.00,,,,,
3534,07/06/2024 16:09:28,28.65,0.00,,,,,
3535,07/06/2024 16:14:28,28.27,0.00,,,,,
3536,07/06/2024 16:19:28,27.97,0.00,,,,,
3537,07/06/2024 16:24:28,27.67,0.00,,,,,
3538,07/06/2024 16:29:28,27.45,0.00,,,,,
3539,07/06/2024 16:34:28,27.20,0.00,,,,,
3540,07/06/2024 16:39:28,26.98,0.00,,,,,
3541,07/06/2024 16:44:28,26.85,0.00,,,,,
3542,07/06/2024 16:49:28,26.72,0.00,,,,,
3543,07/06/2024 16:54:28,26.55,0.00,,,,,
3544,07/06/2024 16:59:28,26.42,0.00,,,,,
3545,07/06/2024 17:04:28,26.34,0.00,,,,,
3546,07/06/2024 17:09:28,26.25,0.00,,,,,
3547,07/06/2024 17:14:28,26.17,0.00,,,,,
3548,07/06/2024 17:19:28,26.12,0.00,,,,,
3549,07/06/2024 17:24:28,26.08,0.00,,,,,
3550,07/06/2024 17:29:28,25.99,0.00,,,,,
3551,07/06/2024 17:34:28,25.99,0.00,,,,,
3552,07/06/2024 17:39:28,25.91,0.00,,,,,
3553,07/06/2024 17:44:28,25.91,0.00,,,,,
3554,07/06/2024 17:49:28,25.91,0.00,,,,,
3555,07/06/2024 17:54:28,25.87,0.00,,,,,
3556,07/06/2024 17:59:28,25.78,0.00,,,,,
3557,07/06/2024 18:04:28,25.78,0.00,,,,,
3558,07/06/2024 18:09:28,25.78,0.00,,,,,
3559,07/06/2024 18:14:28,25.74,0.00,,,,,
3560,07/06/2024 18:19:28,25.78,0.00,,,,,
3561,07/06/2024 18:24:28,25.74,0.00,,,,,
3562,07/06/2024 18:29:28,25.74,0.00,,,,,
3563,07/06/2024 18:34:28,25.69,0.00,,,,,
3564,07/06/2024 18:39:28,25.74,0.00,,,,,
3565,07/06/2024 18:44:28,25.69,0.00,,,,,
3566,07/06/2024 18:49:28,25.69,0.00,,,,,
3567,07/06/2024 18:54:28,25.65,0.00,,,,,
3568,07/06/2024 18:59:28,25.65,0.00,,,,,
3569,07/06/2024 19:04:28,25.69,0.00,,,,,
3570,07/06/2024 19:09:28,25.65,0.00,,,,,
3571,07/06/2024 19:14:28,25.65,0.00,,,,,
3572,07/06/2024 19:19:28,25.65,0.00,,,,,
3573,07/06/2024 19:24:28,25.61,0.00,,,,,
3574,07/06/2024 19:29:28,25.65,0.00,,,,,
3575,07/06/2024 19:34:28,25.57,0.00,,,,,
3576,07/06/2024 19:39:28,25.61,0.00,,,,,
3577,07/06/2024 19:44:28,25.61,0.00,,,,,
3578,07/06/2024 19:49:28,25.57,0.00,,,,,
3579,07/06/2024 19:54:28,25.57,0.00,,,,,
3580,07/06/2024 19:59:28,25.57,0.00,,,,,
3581,07/06/2024 20:04:28,25.61,0.00,,,,,
3582,07/06/2024 20:09:28,25.57,0.00,,,,,
3583,07/06/2024 20:14:28,25.57,0.00,,,,,
3584,07/06/2024 20:19:28,25.57,0.00,,,,,
3585,07/06/2024 20:24:28,25.57,0.00,,,,,
3586,07/06/2024 20:29:28,25.57,0.00,,,,,
3587,07/06/2024 20:34:28,25.52,0.00,,,,,
3588,07/06/2024 20:39:28,25.52,0.00,,,,,
3589,07/06/2024 20:44:28,25.57,0.00,,,,,
3590,07/06/2024 20:49:28,25.52,0.00,,,,,
3591,07/06/2024 20:54:28,25.52,0.00,,,,,
3592,07/06/2024 20:59:28,25.52,0.00,,,,,
3593,07/06/2024 21:04:28,25.48,0.00,,,,,
3594,07/06/2024 21:09:28,25.44,0.00,,,,,
3595,07/06/2024 21:14:28,25.44,0.00,,,,,
3596,07/06/2024 21:19:28,25.52,0.00,,,,,
3597,07/06/2024 21:24:28,25.48,0.00,,,,,
3598,07/06/2024 21:29:28,25.48,0.00,,,,,
3599,07/06/2024 21:34:28,25.52,0.00,,,,,
3600,07/06/2024 21:39:28,25.57,0.00,,,,,
3601,07/06/2024 21:44:28,25.57,0.00,,,,,
3602,07/06/2024 21:49:28,25.52,0.00,,,,,
3603,07/06/2024 21:54:28,25.61,0.00,,,,,
3604,07/06/2024 21:59:28,25.61,0.00,,,,,
3605,07/06/2024 22:04:28,25.61,0.00,,,,,
3606,07/06/2024 22:09:28,25.61,0.00,,,,,
3607,07/06/2024 22:14:28,25.57,0.00,,,,,
3608,07/06/2024 22:19:28,25.52,0.00,,,,,
3609,07/06/2024 22:24:28,25.44,0.00,,,,,
3610,07/06/2024 22:29:28,25.39,0.00,,,,,
3611,07/06/2024 22:34:28,25.35,0.00,,,,,
3612,07/06/2024 22:39:28,25.31,0.00,,,,,
3613,07/06/2024 22:44:28,25.18,0.00,,,,,
3614,07/06/2024 22:49:28,25.14,0.00,,,,,
3615,07/06/2024 22:54:28,25.01,0.00,,,,,
3616,07/06/2024 22:59:28,25.01,0.00,,,,,
3617,07/06/2024 23:04:28,24.92,0.00,,,,,
3618,07/06/2024 23:09:28,24.88,0.00,,,,,
3619,07/06/2024 23:14:28,24.84,0.00,,,,,
3620,07/06/2024 23:19:28,24.75,0.00,,,,,
3621,07/06/2024 23:24:28,24.66,0.00,,,,,
3622,07/06/2024 23:29:28,24.62,0.00,,,,,
3623,07/06/2024 23:34:28,24.62,0.00,,,,,
3624,07/06/2024 23:39:28,24.54,0.00,,,,,
3625,07/06/2024 23:44:28,24.54,0.00,,,,,
3626,07/06/2024 23:49:28,24.49,0.00,,,,,
3627,07/06/2024 23:54:28,24.41,0.00,,,,,
3628,07/06/2024 23:59:28,24.41,0.00,,,,,
3629,07/07/2024 00:04:28,24.36,0.00,,,,,
3630,07/07/2024 00:09:28,24.36,0.00,,,,,
3631,07/07/2024 00:14:28,24.36,0.00,,,,,
3632,07/07/2024 00:19:28,24.28,0.00,,,,,
3633,07/07/2024 00:24:28,24.32,0.00,,,,,
3634,07/07/2024 00:29:28,24.28,0.00,,,,,
3635,07/07/2024 00:34:28,24.19,0.00,,,,,
3636,07/07/2024 00:39:28,24.24,0.00,,,,,
3637,07/07/2024 00:44:28,24.24,0.00,,,,,
3638,07/07/2024 00:49:28,24.19,0.00,,,,,
3639,07/07/2024 00:54:28,24.15,0.00,,,,,
3640,07/07/2024 00:59:28,24.15,0.00,,,,,
3641,07/07/2024 01:04:28,24.15,0.00,,,,,
3642,07/07/2024 01:09:28,24.15,0.00,,,,,
3643,07/07/2024 01:14:28,24.11,0.00,,,,,
3644,07/07/2024 01:19:28,24.11,0.00,,,,,
3645,07/07/2024 01:24:28,24.11,0.00,,,,,
3646,07/07/2024 01:29:28,24.11,0.00,,,,,
3647,07/07/2024 01:34:28,24.06,0.00,,,,,
3648,07/07/2024 01:39:28,24.02,0.00,,,,,
3649,07/07/2024 01:44:28,24.06,0.00,,,,,
3650,07/07/2024 01:49:28,24.02,0.00,,,,,
3651,07/07/2024 01:54:28,24.02,0.00,,,,,
3652,07/07/2024 01:59:28,23.98,0.00,,,,,
3653,07/07/2024 02:04:28,23.94,0.00,,,,,
3654,07/07/2024 02:09:28,23.85,0.00,,,,,
3655,07/07/2024 02:14:28,23.89,0.00,,,,,
3656,07/07/2024 02:19:28,23.85,0.00,,,,,
3657,07/07/2024 02:24:28,23.89,0.00,,,,,
3658,07/07/2024 02:29:28,23.85,0.00,,,,,
3659,07/07/2024 02:34:28,23.81,0.00,,,,,
3660,07/07/2024 02:39:28,23.76,0.00,,,,,
3661,07/07/2024 02:44:28,23.72,0.00,,,,,
3662,07/07/2024 02:49:28,23.72,0.00,,,,,
3663,07/07/2024 02:54:28,23.64,0.00,,,,,
3664,07/07/2024 02:59:28,23.64,0.00,,,,,
3665,07/07/2024 03:04:28,23.64,0.00,,,,,
3666,07/07/2024 03:09:28,23.59,0.00,,,,,
3667,07/07/2024 03:14:28,23.55,0.00,,,,,
3668,07/07/2024 03:19:28,23.55,0.00,,,,,
3669,07/07/2024 03:24:28,23.55,0.00,,,,,
3670,07/07/2024 03:29:28,23.51,0.00,,,,,
3671,07/07/2024 03:34:28,23.46,0.00,,,,,
3672,07/07/2024 03:39:28,23.42,0.00,,,,,
3673,07/07/2024 03:44:28,23.38,0.00,,,,,
3674,07/07/2024 03:49:28,23.38,0.00,,,,,
3675,07/07/2024 03:54:28,23.34,0.00,,,,,
3676,07/07/2024 03:59:28,23.34,0.00,,,,,
3677,07/07/2024 04:04:28,23.29,0.00,,,,,
3678,07/07/2024 04:09:28,23.25,0.00,,,,,
3679,07/07/2024 04:14:28,23.21,0.00,,,,,
3680,07/07/2024 04:19:28,23.25,0.00,,,,,
3681,07/07/2024 04:24:28,23.16,0.00,,,,,
3682,07/07/2024 04:29:28,23.16,0.00,,,,,
3683,07/07/2024 04:34:28,23.16,0.00,,,,,
3684,07/07/2024 04:39:28,23.08,0.00,,,,,
3685,07/07/2024 04:44:28,23.08,0.00,,,,,
3686,07/07/2024 04:49:28,23.08,0.00,,,,,
3687,07/07/2024 04:54:28,22.99,0.00,,,,,
3688,07/07/2024 04:59:28,22.95,0.00,,,,,
3689,07/07/2024 05:04:28,22.99,0.00,,,,,
3690,07/07/2024 05:09:28,22.86,0.00,,,,,
3691,07/07/2024 05:14:28,22.95,0.00,,,,,
3692,07/07/2024 05:19:28,22.86,0.00,,,,,
3693,07/07/2024 05:24:28,22.82,0.00,,,,,
3694,07/07/2024 05:29:28,22.86,0.00,,,,,
3695,07/07/2024 05:34:28,22.82,0.00,,,,,
3696,07/07/2024 05:39:28,22.78,0.00,,,,,
3697,07/07/2024 05:44:28,22.73,0.00,,,,,
