#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,Stopped,End of File
499,06/26/2024 03:14:28,0.77,0.00,,,,,
500,06/26/2024 03:19:28,0.68,0.00,,,,,
501,06/26/2024 03:24:28,0.77,0.19,,,,,
502,06/26/2024 03:29:28,0.73,0.19,,,,,
503,06/26/2024 03:34:28,0.73,0.39,,,,,
504,06/26/2024 03:39:28,0.73,0.59,,,,,
505,06/26/2024 03:44:28,0.73,0.78,,,,,
506,06/26/2024 03:49:28,0.73,1.18,,,,,
507,06/26/2024 03:54:28,0.73,1.37,,,,,
508,06/26/2024 03:59:28,0.73,1.96,,,,,
509,06/26/2024 04:04:28,0.64,2.75,,,,,
510,06/26/2024 04:09:28,0.68,3.54,,,,,
511,06/26/2024 04:14:28,0.68,4.52,,,,,
512,06/26/2024 04:19:28,0.68,5.11,,,,,
513,06/26/2024 04:24:28,0.73,5.90,,,,,
514,06/26/2024 04:29:28,0.73,7.86,,,,,
515,06/26/2024 04:34:28,0.86,9.24,,,,,
516,06/26/2024 04:39:28,0.86,9.83,,,,,
517,06/26/2024 04:44:28,0.81,10.81,,,,,
518,06/26/2024 04:49:28,0.81,13.20,,,,,
519,06/26/2024 04:54:28,0.77,14.40,,,,,
520,06/26/2024 04:59:28,0.77,16.52,,,,,
521,06/26/2024 05:04:28,0.81,16.57,,,,,
522,06/26/2024 05:09:28,0.81,17.40,,,,,
523,06/26/2024 05:14:28,0.81,19.32,,,,,
524,06/26/2024 05:19:28,0.81,20.16,,,,,
525,06/26/2024 05:24:28,0.86,21.39,,,,,
526,06/26/2024 05:29:28,0.86,24.53,,,,,
527,06/26/2024 05:34:28,0.90,27.73,,,,,
528,06/26/2024 05:39:28,0.94,26.55,,,,,
529,06/26/2024 05:44:28,1.03,26.55,,,,,
530,06/26/2024 05:49:28,1.03,29.30,,,,,
531,06/26/2024 05:54:28,0.98,30.14,,,,,
532,06/26/2024 05:59:28,0.98,28.12,,,,,
533,06/26/2024 06:04:28,0.94,30.88,,,,,
534,06/26/2024 06:09:28,0.94,29.70,,,,,
535,06/26/2024 06:14:28,0.90,29.70,,,,,
536,06/26/2024 06:19:28,0.86,30.09,,,,,
537,06/26/2024 06:24:28,0.86,29.70,,,,,
538,06/26/2024 06:29:28,0.94,32.50,,,,,
539,06/26/2024 06:34:28,0.98,34.47,,,,,
540,06/26/2024 06:39:28,1.03,33.68,,,,,
541,06/26/2024 06:44:28,1.03,38.45,,,,,
542,06/26/2024 06:49:28,1.03,41.20,,,,,
543,06/26/2024 06:54:28,1.11,47.16,,,,,
544,06/26/2024 06:59:28,1.11,44.40,,,,,
545,06/26/2024 07:04:28,1.11,43.60,,,,,
546,06/26/2024 07:09:28,1.20,54.72,,,,,
547,06/26/2024 07:14:28,1.33,73.76,,,,,
548,06/26/2024 07:19:28,1.41,73.76,,,,,
549,06/26/2024 07:24:28,1.54,75.42,,,,,
550,06/26/2024 07:29:28,1.54,74.54,,,,,
551,06/26/2024 07:34:28,1.58,77.00,,,,,
552,06/26/2024 07:39:28,1.67,75.42,,,,,
553,06/26/2024 07:44:28,1.76,82.48,,,,,
554,06/26/2024 07:49:28,1.76,81.72,,,,,
555,06/26/2024 07:54:28,1.84,82.48,,,,,
556,06/26/2024 07:59:28,1.84,81.72,,,,,
557,06/26/2024 08:04:28,1.97,83.28,,,,,
558,06/26/2024 08:09:28,2.01,83.28,,,,,
559,06/26/2024 08:14:28,2.06,81.72,,,,,
560,06/26/2024 08:19:28,2.06,83.28,,,,,
561,06/26/2024 08:24:28,2.14,84.84,,,,,
562,06/26/2024 08:29:28,2.23,94.40,,,,,
563,06/26/2024 08:34:28,2.27,100.80,,,,,
564,06/26/2024 08:39:28,2.36,110.32,,,,,
565,06/26/2024 08:44:28,2.40,126.16,,,,,
566,06/26/2024 08:49:28,2.53,138.08,,,,,
567,06/26/2024 08:54:28,2.57,165.20,,,,,
568,06/26/2024 08:59:28,2.70,177.76,,,,,
569,06/26/2024 09:04:28,2.74,147.72,,,,,
570,06/26/2024 09:09:28,2.70,118.12,,,,,
571,06/26/2024 09:14:28,2.66,123.72,,,,,
572,06/26/2024 09:19:28,2.70,179.36,,,,,
573,06/26/2024 09:24:28,2.70,173.84,,,,,
574,06/26/2024 09:29:28,2.66,144.48,,,,,
575,06/26/2024 09:34:28,2.70,144.48,,,,,
576,06/26/2024 09:39:28,2.66,149.20,,,,,
577,06/26/2024 09:44:28,2.61,163.64,,,,,
578,06/26/2024 09:49:28,2.70,169.92,,,,,
579,06/26/2024 09:54:28,2.74,167.52,,,,,
580,06/26/2024 09:59:28,2.70,162.84,,,,,
581,06/26/2024 10:04:28,2.74,158.72,,,,,
582,06/26/2024 10:09:28,2.79,154.00,,,,,
583,06/26/2024 10:14:28,2.79,156.36,,,,,
584,06/26/2024 10:19:28,2.74,174.64,,,,,
585,06/26/2024 10:24:28,2.83,359.36,,,,,
586,06/26/2024 10:29:28,3.13,291.44,,,,,
587,06/26/2024 10:34:28,3.30,243.84,,,,,
588,06/26/2024 10:39:28,3.43,274.72,,,,,
589,06/26/2024 10:44:28,3.69,418.56,,,,,
590,06/26/2024 10:49:28,3.77,284.96,,,,,
591,06/26/2024 10:54:28,3.82,350.24,,,,,
592,06/26/2024 10:59:28,3.82,217.52,,,,,
593,06/26/2024 11:04:28,3.77,222.40,,,,,
594,06/26/2024 11:09:28,3.73,224.80,,,,,
595,06/26/2024 11:14:28,3.82,265.28,,,,,
596,06/26/2024 11:19:28,3.90,288.32,,,,,
597,06/26/2024 11:24:28,4.03,265.28,,,,,
598,06/26/2024 11:29:28,3.99,258.80,,,,,
599,06/26/2024 11:34:28,3.94,238.16,,,,,
600,06/26/2024 11:39:28,3.90,216.72,,,,,
601,06/26/2024 11:44:28,3.86,210.40,,,,,
602,06/26/2024 11:49:28,3.82,231.84,,,,,
603,06/26/2024 11:54:28,3.86,222.40,,,,,
604,06/26/2024 11:59:28,3.90,243.84,,,,,
605,06/26/2024 12:04:28,3.90,266.88,,,,,
606,06/26/2024 12:09:28,4.03,241.28,,,,,
607,06/26/2024 12:14:28,4.07,250.16,,,,,
608,06/26/2024 12:19:28,4.12,215.12,,,,,
609,06/26/2024 12:24:28,4.07,236.56,,,,,
610,06/26/2024 12:29:28,3.99,238.96,,,,,
611,06/26/2024 12:34:28,3.99,199.20,,,,,
612,06/26/2024 12:39:28,3.90,229.52,,,,,
613,06/26/2024 12:44:28,3.99,227.92,,,,,
614,06/26/2024 12:49:28,3.99,222.24,,,,,
615,06/26/2024 12:54:28,3.99,192.96,,,,,
616,06/26/2024 12:59:28,3.99,231.84,,,,,
617,06/26/2024 13:04:28,3.99,232.64,,,,,
618,06/26/2024 13:09:28,3.94,223.04,,,,,
619,06/26/2024 13:14:28,3.99,214.40,,,,,
620,06/26/2024 13:19:28,4.03,205.52,,,,,
621,06/26/2024 13:24:28,3.99,217.52,,,,,
622,06/26/2024 13:29:28,4.07,192.16,,,,,
623,06/26/2024 13:34:28,4.07,483.04,,,,,
624,06/26/2024 13:39:28,3.90,70.50,,,,,
625,06/26/2024 13:44:28,3.64,85.56,,,,,
626,06/26/2024 13:49:28,3.52,57.82,,,,,
627,06/26/2024 13:54:28,3.43,55.86,,,,,
628,06/26/2024 13:59:28,3.43,56.24,,,,,
629,06/26/2024 14:04:28,3.34,56.64,,,,,
630,06/26/2024 14:09:28,3.34,57.04,,,,,
631,06/26/2024 14:14:28,3.26,53.88,,,,,
632,06/26/2024 14:19:28,3.21,63.42,,,,,
633,06/26/2024 14:24:28,3.21,47.94,,,,,
634,06/26/2024 14:29:28,3.17,30.48,,,,,
635,06/26/2024 14:34:28,3.13,59.06,,,,,
636,06/26/2024 14:39:28,3.17,59.40,,,,,
637,06/26/2024 14:44:28,3.17,59.00,,,,,
638,06/26/2024 14:49:28,3.09,59.00,,,,,
639,06/26/2024 14:54:28,3.04,59.40,,,,,
640,06/26/2024 14:59:28,3.00,59.40,,,,,
641,06/26/2024 15:04:28,3.04,59.40,,,,,
642,06/26/2024 15:09:28,3.04,59.40,,,,,
643,06/26/2024 15:14:28,3.04,59.06,,,,,
644,06/26/2024 15:19:28,2.96,59.44,,,,,
645,06/26/2024 15:24:28,2.91,59.06,,,,,
646,06/26/2024 15:29:28,2.91,59.40,,,,,
647,06/26/2024 15:34:28,2.91,59.40,,,,,
648,06/26/2024 15:39:28,2.87,59.40,,,,,
649,06/26/2024 15:44:28,2.91,59.06,,,,,
650,06/26/2024 15:49:28,2.91,59.06,,,,,
651,06/26/2024 15:54:28,2.87,59.44,,,,,
652,06/26/2024 15:59:28,2.87,59.84,,,,,
653,06/26/2024 16:04:28,2.79,59.84,,,,,
654,06/26/2024 16:09:28,2.83,60.62,,,,,
655,06/26/2024 16:14:28,2.83,60.62,,,,,
656,06/26/2024 16:19:28,2.83,60.62,,,,,
657,06/26/2024 16:24:28,2.87,60.62,,,,,
658,06/26/2024 16:29:28,2.87,60.62,,,,,
659,06/26/2024 16:34:28,2.96,60.62,,,,,
660,06/26/2024 16:39:28,2.91,61.06,,,,,
661,06/26/2024 16:44:28,2.96,63.42,,,,,
662,06/26/2024 16:49:28,3.00,65.78,,,,,
663,06/26/2024 16:54:28,3.04,68.14,,,,,
664,06/26/2024 16:59:28,3.00,69.72,,,,,
665,06/26/2024 17:04:28,2.96,71.40,,,,,
666,06/26/2024 17:09:28,3.04,72.18,,,,,
667,06/26/2024 17:14:28,3.09,70.60,,,,,
668,06/26/2024 17:19:28,3.17,68.94,,,,,
669,06/26/2024 17:24:28,3.13,58.26,,,,,
670,06/26/2024 17:29:28,3.04,64.22,,,,,
671,06/26/2024 17:34:28,3.09,45.14,,,,,
672,06/26/2024 17:39:28,3.00,61.02,,,,,
673,06/26/2024 17:44:28,2.91,41.98,,,,,
674,06/26/2024 17:49:28,2.79,30.44,,,,,
675,06/26/2024 17:54:28,2.74,59.84,,,,,
676,06/26/2024 17:59:28,2.70,35.21,,,,,
677,06/26/2024 18:04:28,2.61,39.58,,,,,
678,06/26/2024 18:09:28,2.57,55.06,,,,,
679,06/26/2024 18:14:28,2.61,51.08,,,,,
680,06/26/2024 18:19:28,2.61,53.88,,,,,
681,06/26/2024 18:24:28,2.57,53.10,,,,,
682,06/26/2024 18:29:28,2.61,52.70,,,,,
683,06/26/2024 18:34:28,2.53,43.96,,,,,
684,06/26/2024 18:39:28,2.53,52.70,,,,,
685,06/26/2024 18:44:28,2.91,92.04,,,,,
686,06/26/2024 18:49:28,2.96,81.72,,,,,
687,06/26/2024 18:54:28,2.87,74.54,,,,,
688,06/26/2024 18:59:28,2.74,66.58,,,,,
689,06/26/2024 19:04:28,2.70,61.86,,,,,
690,06/26/2024 19:09:28,5.87,2388.48,,,,,
691,06/26/2024 19:14:28,5.96,2485.76,,,,,
692,06/26/2024 19:19:28,5.79,2553.60,,,,,
693,06/26/2024 19:24:28,5.66,2622.72,,,,,
694,06/26/2024 19:29:28,5.62,2786.56,,,,,
695,06/26/2024 19:34:28,5.92,2947.84,,,,,
696,06/26/2024 19:39:28,6.13,3075.84,,,,,
697,06/26/2024 19:44:28,6.26,3240.96,,,,,
698,06/26/2024 19:49:28,6.43,3335.68,,,,,
699,06/26/2024 19:54:28,6.39,2570.88,,,,,
700,06/26/2024 19:59:28,6.26,2361.60,,,,,
701,06/26/2024 20:04:28,6.26,2572.80,,,,,
702,06/26/2024 20:09:28,6.17,2158.72,,,,,
703,06/26/2024 20:14:28,6.00,2010.88,,,,,
704,06/26/2024 20:19:28,5.75,1221.76,,,,,
705,06/26/2024 20:24:28,5.45,1160.32,,,,,
706,06/26/2024 20:29:28,5.32,902.40,,,,,
707,06/26/2024 20:34:28,5.10,851.84,,,,,
708,06/26/2024 20:39:28,5.15,803.20,,,,,
709,06/26/2024 20:44:28,5.32,760.64,,,,,
710,06/26/2024 20:49:28,5.32,718.72,,,,,
711,06/26/2024 20:54:28,5.19,689.60,,,,,
712,06/26/2024 20:59:28,5.27,655.68,,,,,
713,06/26/2024 21:04:28,5.19,616.80,,,,,
714,06/26/2024 21:09:28,5.15,575.84,,,,,
715,06/26/2024 21:14:28,5.02,533.76,,,,,
716,06/26/2024 21:19:28,4.97,487.36,,,,,
717,06/26/2024 21:24:28,4.89,445.28,,,,,
718,06/26/2024 21:29:28,4.89,400.00,,,,,
719,06/26/2024 21:34:28,4.67,356.80,,,,,
720,06/26/2024 21:39:28,4.63,308.40,,,,,
721,06/26/2024 21:44:28,4.63,259.44,,,,,
722,06/26/2024 21:49:28,4.24,216.72,,,,,
723,06/26/2024 21:54:28,4.42,96.48,,,,,
724,06/26/2024 21:59:28,4.33,79.06,,,,,
725,06/26/2024 22:04:28,4.20,64.02,,,,,
726,06/26/2024 22:09:28,4.12,50.98,,,,,
727,06/26/2024 22:14:28,4.12,39.88,,,,,
728,06/26/2024 22:19:28,3.90,30.73,,,,,
729,06/26/2024 22:24:28,3.82,23.60,,,,,
730,06/26/2024 22:29:28,3.73,15.78,,,,,
731,06/26/2024 22:34:28,3.69,11.01,,,,,
732,06/26/2024 22:39:28,3.52,6.88,,,,,
733,06/26/2024 22:44:28,3.43,3.73,,,,,
734,06/26/2024 22:49:28,3.30,2.16,,,,,
735,06/26/2024 22:54:28,3.30,1.37,,,,,
736,06/26/2024 22:59:28,3.17,0.78,,,,,
737,06/26/2024 23:04:28,3.13,0.59,,,,,
738,06/26/2024 23:09:28,3.04,0.59,,,,,
739,06/26/2024 23:14:28,3.04,0.19,,,,,
740,06/26/2024 23:19:28,2.96,0.00,,,,,
741,06/26/2024 23:24:28,2.83,0.39,,,,,
742,06/26/2024 23:29:28,2.83,0.00,,,,,
743,06/26/2024 23:34:28,1.71,0.00,,,,,
744,06/26/2024 23:39:28,1.33,0.00,,,,,
745,06/26/2024 23:44:28,1.11,0.00,,,,,
746,06/26/2024 23:49:28,1.03,0.00,,,,,
747,06/26/2024 23:54:28,0.98,0.00,,,,,
748,06/26/2024 23:59:28,0.94,0.00,,,,,
749,06/27/2024 00:04:28,0.94,0.00,,,,,
750,06/27/2024 00:09:28,0.94,0.00,,,,,
751,06/27/2024 00:14:28,0.86,0.00,,,,,
752,06/27/2024 00:19:28,0.86,0.00,,,,,
753,06/27/2024 00:24:28,0.86,0.00,,,,,
754,06/27/2024 00:29:28,0.81,0.00,,,,,
755,06/27/2024 00:34:28,0.81,0.00,,,,,
756,06/27/2024 00:39:28,0.81,0.00,,,,,
757,06/27/2024 00:44:28,0.86,0.00,,,,,
758,06/27/2024 00:49:28,0.90,0.00,,,,,
759,06/27/2024 00:54:28,0.86,0.00,,,,,
760,06/27/2024 00:59:28,0.86,0.00,,,,,
761,06/27/2024 01:04:28,0.86,0.00,,,,,
762,06/27/2024 01:09:28,0.90,0.00,,,,,
763,06/27/2024 01:14:28,0.81,0.00,,,,,
764,06/27/2024 01:19:28,0.86,0.00,,,,,
765,06/27/2024 01:24:28,0.73,0.00,,,,,
766,06/27/2024 01:29:28,0.77,0.00,,,,,
767,06/27/2024 01:34:28,0.73,0.00,,,,,
768,06/27/2024 01:39:28,0.68,0.00,,,,,
769,06/27/2024 01:44:28,0.64,0.00,,,,,
770,06/27/2024 01:49:28,0.64,0.00,,,,,
771,06/27/2024 01:54:28,0.81,0.00,,,,,
772,06/27/2024 01:59:28,1.11,0.00,,,,,
773,06/27/2024 02:04:28,1.28,0.00,,,,,
774,06/27/2024 02:09:28,1.50,0.00,,,,,
775,06/27/2024 02:14:28,1.37,0.00,,,,,
776,06/27/2024 02:19:28,1.24,0.00,,,,,
777,06/27/2024 02:24:28,1.16,0.00,,,,,
778,06/27/2024 02:29:28,0.98,0.00,,,,,
779,06/27/2024 02:34:28,0.81,0.00,,,,,
780,06/27/2024 02:39:28,0.68,0.00,,,,,
781,06/27/2024 02:44:28,0.60,0.00,,,,,
782,06/27/2024 02:49:28,0.51,0.00,,,,,
783,06/27/2024 02:54:28,0.47,0.00,,,,,
784,06/27/2024 02:59:28,0.47,0.00,,,,,
785,06/27/2024 03:04:28,0.47,0.00,,,,,
786,06/27/2024 03:09:28,0.38,0.00,,,,,
787,06/27/2024 03:14:28,0.38,0.00,,,,,
788,06/27/2024 03:19:28,0.34,0.00,,,,,
789,06/27/2024 03:24:28,0.43,0.19,,,,,
790,06/27/2024 03:29:28,0.43,0.19,,,,,
791,06/27/2024 03:34:28,0.38,0.39,,,,,
792,06/27/2024 03:39:28,0.38,0.59,,,,,
793,06/27/2024 03:44:28,0.34,0.78,,,,,
794,06/27/2024 03:49:28,0.34,1.18,,,,,
795,06/27/2024 03:54:28,0.30,1.18,,,,,
796,06/27/2024 03:59:28,0.30,1.57,,,,,
797,06/27/2024 04:04:28,0.30,2.36,,,,,
798,06/27/2024 04:09:28,0.25,2.55,,,,,
799,06/27/2024 04:14:28,0.30,3.14,,,,,
800,06/27/2024 04:19:28,0.30,3.73,,,,,
801,06/27/2024 04:24:28,0.34,4.32,,,,,
802,06/27/2024 04:29:28,0.38,5.11,,,,,
803,06/27/2024 04:34:28,0.30,5.70,,,,,
804,06/27/2024 04:39:28,0.30,6.29,,,,,
805,06/27/2024 04:44:28,0.25,6.88,,,,,
806,06/27/2024 04:49:28,0.38,13.37,,,,,
807,06/27/2024 04:54:28,0.60,15.73,,,,,
808,06/27/2024 04:59:28,0.81,17.31,,,,,
809,06/27/2024 05:04:28,0.94,18.88,,,,,
810,06/27/2024 05:09:28,1.16,20.85,,,,,
811,06/27/2024 05:14:28,1.28,23.21,,,,,
812,06/27/2024 05:19:28,1.24,26.45,,,,,
813,06/27/2024 05:24:28,1.20,29.99,,,,,
814,06/27/2024 05:29:28,1.24,32.35,,,,,
815,06/27/2024 05:34:28,1.20,34.71,,,,,
816,06/27/2024 05:39:28,1.24,35.55,,,,,
817,06/27/2024 05:44:28,1.28,37.91,,,,,
818,06/27/2024 05:49:28,1.20,40.27,,,,,
819,06/27/2024 05:54:28,0.98,43.02,,,,,
820,06/27/2024 05:59:28,0.81,45.42,,,,,
821,06/27/2024 06:04:28,0.73,48.58,,,,,
822,06/27/2024 06:09:28,0.64,51.72,,,,,
823,06/27/2024 06:14:28,0.60,55.70,,,,,
824,06/27/2024 06:19:28,0.86,60.88,,,,,
825,06/27/2024 06:24:28,1.20,67.16,,,,,
826,06/27/2024 06:29:28,1.41,75.04,,,,,
827,06/27/2024 06:34:28,1.54,81.42,,,,,
828,06/27/2024 06:39:28,1.58,91.64,,,,,
829,06/27/2024 06:44:28,1.63,101.20,,,,,
830,06/27/2024 06:49:28,1.54,109.84,,,,,
831,06/27/2024 06:54:28,1.63,121.76,,,,,
832,06/27/2024 06:59:28,1.63,143.08,,,,,
833,06/27/2024 07:04:28,1.71,174.08,,,,,
834,06/27/2024 07:09:28,1.71,252.32,,,,,
835,06/27/2024 07:14:28,1.54,217.52,,,,,
836,06/27/2024 07:19:28,1.33,232.48,,,,,
837,06/27/2024 07:24:28,1.11,247.60,,,,,
838,06/27/2024 07:29:28,1.11,283.20,,,,,
839,06/27/2024 07:34:28,1.20,257.04,,,,,
840,06/27/2024 07:39:28,1.24,231.68,,,,,
841,06/27/2024 07:44:28,1.11,213.60,,,,,
842,06/27/2024 07:49:28,1.03,223.04,,,,,
843,06/27/2024 07:54:28,1.16,242.88,,,,,
844,06/27/2024 07:59:28,1.37,572.80,,,,,
845,06/27/2024 08:04:28,1.33,257.84,,,,,
846,06/27/2024 08:09:28,1.20,302.08,,,,,
847,06/27/2024 08:14:28,1.03,322.72,,,,,
848,06/27/2024 08:19:28,1.03,266.48,,,,,
849,06/27/2024 08:24:28,0.86,158.92,,,,,
850,06/27/2024 08:29:28,0.77,166.80,,,,,
851,06/27/2024 08:34:28,0.77,264.96,,,,,
852,06/27/2024 08:39:28,0.77,260.24,,,,,
853,06/27/2024 08:44:28,0.73,241.92,,,,,
854,06/27/2024 08:49:28,0.81,264.96,,,,,
855,06/27/2024 08:54:28,0.68,248.24,,,,,
856,06/27/2024 08:59:28,0.68,278.32,,,,,
857,06/27/2024 09:04:28,0.73,238.80,,,,,
858,06/27/2024 09:09:28,1.37,1877.12,,,,,
859,06/27/2024 09:14:28,1.67,1674.24,,,,,
860,06/27/2024 09:19:28,1.93,1288.00,,,,,
861,06/27/2024 09:24:28,2.27,1518.08,,,,,
862,06/27/2024 09:29:28,2.44,1122.56,,,,,
863,06/27/2024 09:34:28,2.53,1394.56,,,,,
864,06/27/2024 09:39:28,2.61,1396.48,,,,,
865,06/27/2024 09:44:28,2.57,1290.88,,,,,
866,06/27/2024 09:49:28,2.57,1151.68,,,,,
867,06/27/2024 09:54:28,2.49,1180.80,,,,,
868,06/27/2024 09:59:28,2.53,1261.76,,,,,
869,06/27/2024 10:04:28,9.69,3.73,,,,,
870,06/27/2024 10:09:28,17.37,2.36,,,,,
871,06/27/2024 10:14:28,20.72,0.00,,,,,
872,06/27/2024 10:19:28,22.78,0.00,,,,,
873,06/27/2024 10:24:28,24.41,0.98,,,,,
874,06/27/2024 10:29:28,25.27,1.57,,,,,
875,06/27/2024 10:34:28,26.42,0.00,,,,,
876,06/27/2024 10:39:28,26.25,0.00,,,,,
877,06/27/2024 10:44:28,26.30,2.75,,,,,
878,06/27/2024 10:49:28,27.07,0.39,,,,,
879,06/27/2024 10:54:28,27.45,3.34,,,,,
880,06/27/2024 10:59:28,27.45,2.16,,,,,
881,06/27/2024 11:04:28,27.88,2.55,,,,,
882,06/27/2024 11:09:28,28.57,0.00,,,,,
883,06/27/2024 11:14:28,28.95,2.75,,,,,
884,06/27/2024 11:19:28,28.35,6.51,,,,,
885,06/27/2024 11:24:28,28.44,0.00,,,,,
886,06/27/2024 11:29:28,28.83,0.00,,,,,
887,06/27/2024 11:34:28,29.34,0.19,,,,,
888,06/27/2024 11:39:28,29.73,0.00,,,,,
889,06/27/2024 11:44:28,30.46,0.00,,,,,
890,06/27/2024 11:49:28,30.89,0.00,,,,,
891,06/27/2024 11:54:28,31.36,0.59,,,,,
892,06/27/2024 11:59:28,31.70,0.00,,,,,
893,06/27/2024 12:04:28,31.19,1.18,,,,,
894,06/27/2024 12:09:28,29.04,7.54,,,,,
895,06/27/2024 12:14:28,28.48,8.33,,,,,
896,06/27/2024 12:19:28,28.74,8.13,,,,,
897,06/27/2024 12:24:28,29.30,7.17,,,,,
898,06/27/2024 12:29:28,29.60,7.74,,,,,
899,06/27/2024 12:34:28,29.98,7.94,,,,,
900,06/27/2024 12:39:28,30.24,6.98,,,,,
901,06/27/2024 12:44:28,30.16,6.98,,,,,
902,06/27/2024 12:49:28,30.37,6.78,,,,,
903,06/27/2024 12:54:28,30.63,6.98,,,,,
904,06/27/2024 12:59:28,31.06,11.23,,,,,
905,06/27/2024 13:04:28,32.00,12.04,,,,,
906,06/27/2024 13:09:28,32.77,10.03,,,,,
907,06/27/2024 13:14:28,33.12,10.03,,,,,
908,06/27/2024 13:19:28,33.33,8.80,,,,,
909,06/27/2024 13:24:28,33.55,8.80,,,,,
910,06/27/2024 13:29:28,33.42,8.99,,,,,
911,06/27/2024 13:34:28,33.80,9.39,,,,,
912,06/27/2024 13:39:28,34.06,9.58,,,,,
913,06/27/2024 13:44:28,33.97,8.99,,,,,
914,06/27/2024 13:49:28,33.76,9.41,,,,,
915,06/27/2024 13:54:28,33.67,10.00,,,,,
916,06/27/2024 13:59:28,33.80,10.42,,,,,
917,06/27/2024 14:04:28,34.15,11.43,,,,,
918,06/27/2024 14:09:28,34.88,12.63,,,,,
919,06/27/2024 14:14:28,36.51,13.64,,,,,
920,06/27/2024 14:19:28,37.88,30.48,,,,,
921,06/27/2024 14:24:28,38.91,41.34,,,,,
922,06/27/2024 14:29:28,40.80,35.60,,,,,
923,06/27/2024 14:34:28,42.13,25.27,,,,,
924,06/27/2024 14:39:28,42.60,31.27,,,,,
925,06/27/2024 14:44:28,43.41,29.25,,,,,
926,06/27/2024 14:49:28,44.18,28.86,,,,,
927,06/27/2024 14:54:28,44.57,27.68,,,,,
928,06/27/2024 14:59:28,44.96,26.50,,,,,
929,06/27/2024 15:04:28,45.34,26.45,,,,,
930,06/27/2024 15:09:28,45.47,25.27,,,,,
931,06/27/2024 15:14:28,43.20,0.00,,,,,
932,06/27/2024 15:19:28,39.42,0.00,,,,,
933,06/27/2024 15:24:28,36.08,0.00,,,,,
934,06/27/2024 15:29:28,33.37,0.00,,,,,
935,06/27/2024 15:34:28,31.27,0.00,,,,,
936,06/27/2024 15:39:28,29.64,0.00,,,,,
937,06/27/2024 15:44:28,28.31,0.00,,,,,
938,06/27/2024 15:49:28,27.24,0.00,,,,,
939,06/27/2024 15:54:28,26.25,0.00,,,,,
940,06/27/2024 15:59:28,25.57,0.00,,,,,
941,06/27/2024 16:04:28,24.88,0.00,,,,,
942,06/27/2024 16:09:28,24.28,0.00,,,,,
943,06/27/2024 16:14:28,23.76,0.00,,,,,
944,06/27/2024 16:19:28,23.34,0.00,,,,,
945,06/27/2024 16:24:28,22.91,0.00,,,,,
946,06/27/2024 16:29:28,22.65,0.00,,,,,
947,06/27/2024 16:34:28,22.39,0.00,,,,,
948,06/27/2024 16:39:28,22.13,0.00,,,,,
949,06/27/2024 16:44:28,21.92,0.00,,,,,
950,06/27/2024 16:49:28,21.66,0.00,,,,,
951,06/27/2024 16:54:28,21.49,0.00,,,,,
952,06/27/2024 16:59:28,21.23,0.00,,,,,
953,06/27/2024 17:04:28,21.02,0.00,,,,,
954,06/27/2024 17:09:28,20.85,0.00,,,,,
955,06/27/2024 17:14:28,20.76,0.00,,,,,
956,06/27/2024 17:19:28,20.55,0.00,,,,,
957,06/27/2024 17:24:28,20.42,0.00,,,,,
958,06/27/2024 17:29:28,20.29,0.00,,,,,
959,06/27/2024 17:34:28,20.16,0.00,,,,,
960,06/27/2024 17:39:28,20.07,0.00,,,,,
961,06/27/2024 17:44:28,20.03,0.00,,,,,
962,06/27/2024 17:49:28,19.99,0.00,,,,,
963,06/27/2024 17:54:28,19.86,0.00,,,,,
964,06/27/2024 17:59:28,19.82,0.00,,,,,
965,06/27/2024 18:04:28,19.82,0.00,,,,,
966,06/27/2024 18:09:28,19.73,0.00,,,,,
967,06/27/2024 18:14:28,19.73,0.00,,,,,
968,06/27/2024 18:19:28,19.69,0.00,,,,,
969,06/27/2024 18:24:28,19.60,0.00,,,,,
970,06/27/2024 18:29:28,19.52,0.00,,,,,
971,06/27/2024 18:34:28,19.47,0.00,,,,,
972,06/27/2024 18:39:28,19.43,0.00,,,,,
973,06/27/2024 18:44:28,19.35,0.00,,,,,
974,06/27/2024 18:49:28,19.35,0.00,,,,,
975,06/27/2024 18:54:28,19.26,0.00,,,,,
976,06/27/2024 18:59:28,19.13,0.00,,,,,
977,06/27/2024 19:04:28,19.17,0.00,,,,,
978,06/27/2024 19:09:28,19.09,0.00,,,,,
979,06/27/2024 19:14:28,18.96,0.00,,,,,
980,06/27/2024 19:19:28,18.96,0.00,,,,,
981,06/27/2024 19:24:28,18.87,0.00,,,,,
982,06/27/2024 19:29:28,18.79,0.00,,,,,
983,06/27/2024 19:34:28,18.62,0.00,,,,,
984,06/27/2024 19:39:28,18.49,0.00,,,,,
985,06/27/2024 19:44:28,18.40,0.00,,,,,
986,06/27/2024 19:49:28,18.27,0.00,,,,,
987,06/27/2024 19:54:28,18.19,0.00,,,,,
988,06/27/2024 19:59:28,18.10,0.00,,,,,
989,06/27/2024 20:04:28,18.10,0.00,,,,,
990,06/27/2024 20:09:28,18.02,0.00,,,,,
991,06/27/2024 20:14:28,17.93,0.19,,,,,
992,06/27/2024 20:19:28,17.89,0.00,,,,,
993,06/27/2024 20:24:28,17.80,0.00,,,,,
994,06/27/2024 20:29:28,17.76,0.19,,,,,
995,06/27/2024 20:34:28,17.67,0.00,,,,,
